run_idx,device,backend,policy,load_profile,load_intensity,tier,latency_ms,wall_ms,pressure,cpu_pct,mem_pct,cpu_temp,n_detections,vru_detected,frame,simulated
0,jetson-orin,onnx,threshold,idle,0.0,SMALL,164.702,166.566,0.2025,0.0,81.0,44.25,5,False,005981.png,False
1,jetson-orin,onnx,threshold,idle,0.0,SMALL,127.148,129.0,0.5639,60.2,81.1,44.0,8,False,005982.png,False
2,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.55,127.492,0.4547,42.0,81.1,44.0,11,False,005983.png,False
3,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.381,126.727,0.4229,36.7,81.1,44.0,0,False,005984.png,False
4,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.448,126.942,0.3977,32.5,81.1,44.0,2,True,005985.png,False
5,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.394,127.11,0.4044,33.6,81.1,44.25,6,False,005986.png,False
6,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.34,127.256,0.396,32.2,81.1,44.25,8,False,005987.png,False
7,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.496,127.348,0.4025,33.3,81.1,44.25,8,True,005988.png,False
8,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.481,126.882,0.4044,33.6,81.1,44.25,0,False,005989.png,False
9,jetson-orin,onnx,threshold,idle,0.0,SMALL,128.685,130.169,0.4073,34.1,81.1,44.25,2,False,005990.png,False
10,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.487,126.959,0.4194,36.1,81.1,44.25,1,False,005991.png,False
11,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.835,127.611,0.396,32.2,81.1,44.25,4,False,005992.png,False
12,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.132,127.614,0.434,38.5,81.2,44.25,1,False,005993.png,False
13,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.697,127.332,0.4418,39.8,81.2,44.25,4,True,005994.png,False
14,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.646,127.145,0.4463,40.5,81.3,44.25,1,False,005995.png,False
15,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.0,127.881,0.4535,41.7,81.3,44.25,10,False,005996.png,False
16,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.669,128.187,0.4535,41.7,81.3,44.25,0,False,005997.png,False
17,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.744,127.454,0.4859,47.1,81.3,44.25,4,False,005998.png,False
18,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.557,127.151,0.45,41.2,81.1,44.25,4,False,005999.png,False
19,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.422,126.929,0.4295,37.8,81.1,44.25,4,False,006000.png,False
20,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.277,126.846,0.408,34.2,81.1,44.25,3,True,006001.png,False
21,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.434,127.013,0.3977,32.5,81.1,44.25,2,False,006002.png,False
22,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.43,127.029,0.4044,33.6,81.1,44.25,5,False,006003.png,False
23,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.425,127.931,0.3911,31.4,81.1,44.25,1,False,006004.png,False
24,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.446,127.124,0.4475,40.8,81.1,44.25,5,False,006005.png,False
25,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.469,127.128,0.408,34.2,81.1,44.25,5,True,006006.png,False
26,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.932,127.595,0.396,32.2,81.1,44.25,5,False,006007.png,False
27,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.583,127.248,0.4355,38.8,81.1,44.25,6,True,006008.png,False
28,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.323,126.995,0.4241,36.9,81.1,44.25,5,False,006009.png,False
29,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.696,127.256,0.4044,33.6,81.1,44.25,2,True,006010.png,False
30,jetson-orin,onnx,threshold,idle,0.0,SMALL,158.739,160.482,0.4355,38.8,81.1,44.25,9,False,006011.png,False
31,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.209,127.698,0.7355,88.8,81.1,44.0,1,False,006012.png,False
32,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.156,127.751,0.461,43.0,81.2,44.0,4,False,006013.png,False
33,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.967,127.56,0.4568,42.3,81.2,44.0,3,False,006014.png,False
34,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.955,127.533,0.455,42.0,81.2,44.0,3,False,006015.png,False
35,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.516,128.289,0.446,40.5,81.2,44.25,7,True,006016.png,False
36,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.909,127.559,0.442,39.8,81.3,44.25,4,False,006017.png,False
37,jetson-orin,onnx,threshold,idle,0.0,SMALL,127.033,128.721,0.4585,42.5,81.4,44.25,6,False,006018.png,False
38,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.151,127.724,0.5013,49.6,81.5,44.25,2,False,006019.png,False
39,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.047,127.515,0.4581,42.4,81.5,44.0,1,False,006020.png,False
40,jetson-orin,onnx,threshold,idle,0.0,SMALL,127.321,128.907,0.4485,40.8,81.5,44.0,3,True,006021.png,False
41,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.753,128.278,0.477,45.5,81.6,44.0,2,False,006022.png,False
42,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.124,127.769,0.5067,50.4,81.7,44.0,3,True,006023.png,False
43,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.801,128.513,0.4995,49.2,81.7,44.0,5,True,006024.png,False
44,jetson-orin,onnx,threshold,idle,0.0,SMALL,127.117,128.796,0.5043,50.0,81.7,44.25,5,False,006025.png,False
45,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.693,128.345,0.5525,58.0,81.8,44.25,6,False,006026.png,False
46,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.976,128.654,0.5339,54.9,81.8,44.25,7,False,006027.png,False
47,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.326,127.649,0.4842,46.7,81.6,44.25,0,False,006028.png,False
48,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.053,127.517,0.4458,40.3,81.6,44.25,1,True,006029.png,False
49,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.776,127.38,0.459,42.5,81.6,44.25,4,False,006030.png,False
50,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.924,127.573,0.4518,41.3,81.6,44.25,5,False,006031.png,False
51,jetson-orin,onnx,threshold,idle,0.0,SMALL,127.14,128.755,0.4518,41.3,81.6,44.25,3,False,006032.png,False
52,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.016,127.641,0.5088,50.8,81.6,44.25,6,False,006033.png,False
53,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.254,128.027,0.4764,45.4,81.6,44.25,8,False,006034.png,False
54,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.544,127.997,0.459,42.5,81.6,44.25,1,True,006035.png,False
55,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.119,127.777,0.4428,39.8,81.6,44.25,5,True,006036.png,False
56,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.013,127.469,0.4488,40.8,81.6,44.25,1,False,006037.png,False
57,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.763,127.212,0.4566,42.1,81.6,44.25,1,False,006038.png,False
58,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.495,128.26,0.4428,39.8,81.6,44.25,7,True,006039.png,False
59,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.197,127.827,0.5142,51.7,81.6,44.25,5,False,006040.png,False
60,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.9,127.607,0.4605,42.7,81.7,44.25,6,False,006041.png,False
61,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.482,128.024,0.4569,42.1,81.7,44.0,2,True,006042.png,False
62,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.824,127.343,0.4562,42.0,81.7,44.0,3,False,006043.png,False
63,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.768,127.25,0.4473,40.5,81.7,44.0,2,False,006044.png,False
64,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.851,127.443,0.4569,42.1,81.7,44.0,4,False,006045.png,False
65,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.844,127.3,0.4491,40.8,81.7,44.0,1,False,006046.png,False
66,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.794,128.355,0.443,39.8,81.7,44.0,4,False,006047.png,False
67,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.881,127.561,0.4791,45.8,81.7,44.0,6,False,006048.png,False
68,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.62,128.324,0.4598,42.6,81.7,44.0,4,True,006049.png,False
69,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.707,128.426,0.4817,46.2,81.8,44.25,8,False,006050.png,False
70,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.255,127.878,0.4946,48.3,81.9,44.25,4,True,006051.png,False
71,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.082,127.824,0.4922,47.9,81.9,44.25,6,False,006052.png,False
72,jetson-orin,onnx,threshold,idle,0.0,SMALL,127.106,128.62,0.5095,50.8,81.9,44.25,1,True,006053.png,False
73,jetson-orin,onnx,threshold,idle,0.0,SMALL,127.354,129.074,0.497,48.7,81.9,44.25,7,False,006054.png,False
74,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.644,128.49,0.5348,55.0,81.9,44.25,11,False,006055.png,False
75,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.996,127.548,0.5139,51.6,81.7,44.25,3,False,006056.png,False
76,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.249,127.807,0.4713,44.5,81.7,44.25,2,False,006057.png,False
77,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.797,127.434,0.4545,41.7,81.7,44.25,3,True,006058.png,False
78,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.021,127.59,0.4413,39.5,81.7,44.25,3,False,006059.png,False
79,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.286,128.012,0.4562,42.0,81.7,44.25,7,False,006060.png,False
80,jetson-orin,onnx,threshold,idle,0.0,SMALL,127.469,128.834,0.443,39.8,81.7,44.25,0,False,006061.png,False
81,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.572,127.179,0.5115,51.2,81.7,44.25,3,True,006062.png,False
82,jetson-orin,onnx,threshold,idle,0.0,SMALL,125.395,127.176,0.4164,35.6,81.1,44.25,9,False,006063.png,False
83,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.682,128.513,0.4109,34.7,81.1,44.25,8,False,006064.png,False
84,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.792,128.378,0.4655,43.8,81.1,44.25,2,True,006065.png,False
85,jetson-orin,onnx,threshold,idle,0.0,SMALL,127.685,129.451,0.4478,40.8,81.2,44.25,8,False,006066.png,False
86,jetson-orin,onnx,threshold,idle,0.0,SMALL,127.915,129.473,0.4856,47.1,81.2,44.25,1,False,006067.png,False
87,jetson-orin,onnx,threshold,idle,0.0,SMALL,127.88,129.669,0.4928,48.3,81.2,44.25,7,True,006068.png,False
88,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.641,128.734,0.5384,55.9,81.2,44.25,4,False,006069.png,False
89,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.755,128.45,0.4697,44.4,81.3,44.25,6,True,006070.png,False
90,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.635,128.273,0.4522,41.5,81.3,44.25,4,True,006071.png,False
91,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.963,128.47,0.466,43.8,81.3,44.25,2,False,006072.png,False
92,jetson-orin,onnx,threshold,idle,0.0,SMALL,126.99,128.591,0.4606,42.9,81.3,44.25,4,False,006073.png,False
93,jetson-orin,onnx,threshold,idle,0.0,SMALL,127.639,129.215,0.4552,42.0,81.3,44.25,3,False,006074.png,False
94,jetson-orin,onnx,threshold,idle,0.0,SMALL,128.2,129.561,0.4909,47.9,81.4,44.25,0,False,006075.png,False
95,jetson-orin,onnx,threshold,idle,0.0,SMALL,127.347,129.014,0.5161,52.1,81.4,44.25,3,True,006076.png,False
96,jetson-orin,onnx,threshold,idle,0.0,SMALL,127.104,128.89,0.4783,45.8,81.4,44.25,8,False,006077.png,False
97,jetson-orin,onnx,threshold,idle,0.0,SMALL,127.471,129.13,0.4735,45.0,81.4,44.25,5,False,006078.png,False
98,jetson-orin,onnx,threshold,idle,0.0,SMALL,127.785,129.279,0.4842,46.7,81.6,44.25,1,False,006079.png,False
99,jetson-orin,onnx,threshold,idle,0.0,SMALL,127.476,129.169,0.5499,57.6,81.7,44.25,5,False,006080.png,False
0,jetson-orin,onnx,threshold,light,0.25,SMALL,131.028,132.945,0.2607,9.4,81.7,44.25,5,False,005981.png,False
1,jetson-orin,onnx,threshold,light,0.25,SMALL,128.592,130.527,0.47,44.3,81.7,44.25,8,False,005982.png,False
2,jetson-orin,onnx,threshold,light,0.25,SMALL,127.675,129.756,0.4995,49.2,81.7,44.25,11,False,005983.png,False
3,jetson-orin,onnx,threshold,light,0.25,SMALL,127.216,128.751,0.4995,49.2,81.7,44.25,0,False,005984.png,False
4,jetson-orin,onnx,threshold,light,0.25,SMALL,128.505,130.333,0.4622,43.0,81.7,44.25,2,True,005985.png,False
5,jetson-orin,onnx,threshold,light,0.25,SMALL,128.17,130.301,0.5283,54.0,81.7,44.25,6,False,005986.png,False
6,jetson-orin,onnx,threshold,light,0.25,SMALL,127.298,129.236,0.4967,48.7,81.8,44.25,8,False,005987.png,False
7,jetson-orin,onnx,threshold,light,0.25,SMALL,126.805,128.868,0.4619,42.9,81.8,44.25,8,True,005988.png,False
8,jetson-orin,onnx,threshold,light,0.25,SMALL,127.951,129.492,0.4547,41.7,81.8,44.25,0,False,005989.png,False
9,jetson-orin,onnx,threshold,light,0.25,SMALL,127.279,128.955,0.4703,44.3,81.8,44.25,2,False,005990.png,False
10,jetson-orin,onnx,threshold,light,0.25,SMALL,127.198,128.89,0.4493,40.8,81.8,44.25,1,False,005991.png,False
11,jetson-orin,onnx,threshold,light,0.25,SMALL,128.291,129.968,0.4637,43.2,81.8,44.25,4,False,005992.png,False
12,jetson-orin,onnx,threshold,light,0.25,SMALL,126.104,127.67,0.5069,50.4,81.8,44.25,1,False,005993.png,False
13,jetson-orin,onnx,threshold,light,0.25,SMALL,125.905,127.737,0.4709,44.4,81.8,44.25,4,True,005994.png,False
14,jetson-orin,onnx,threshold,light,0.25,SMALL,128.625,130.315,0.4505,41.0,81.8,44.25,1,False,005995.png,False
15,jetson-orin,onnx,threshold,light,0.25,SMALL,126.741,128.712,0.5071,50.4,81.9,44.25,10,False,005996.png,False
16,jetson-orin,onnx,threshold,light,0.25,SMALL,125.928,127.397,0.4606,42.9,81.3,44.25,0,False,005997.png,False
17,jetson-orin,onnx,threshold,light,0.25,SMALL,126.715,128.453,0.451,41.3,81.3,44.25,4,False,005998.png,False
18,jetson-orin,onnx,threshold,light,0.25,SMALL,127.042,128.734,0.466,43.8,81.3,44.25,4,False,005999.png,False
19,jetson-orin,onnx,threshold,light,0.25,SMALL,126.174,127.965,0.5081,50.8,81.3,44.25,4,False,006000.png,False
20,jetson-orin,onnx,threshold,light,0.25,SMALL,126.556,128.254,0.4729,44.9,81.4,44.25,3,True,006001.png,False
21,jetson-orin,onnx,threshold,light,0.25,SMALL,125.756,127.431,0.4427,40.0,81.1,44.25,2,False,006002.png,False
22,jetson-orin,onnx,threshold,light,0.25,SMALL,125.777,127.476,0.4025,33.3,81.1,44.25,5,False,006003.png,False
23,jetson-orin,onnx,threshold,light,0.25,SMALL,125.551,127.198,0.4044,33.6,81.1,44.25,1,False,006004.png,False
24,jetson-orin,onnx,threshold,light,0.25,SMALL,125.773,127.66,0.4013,33.1,81.1,44.25,5,False,006005.png,False
25,jetson-orin,onnx,threshold,light,0.25,SMALL,126.451,128.362,0.3977,32.5,81.1,44.25,5,True,006006.png,False
26,jetson-orin,onnx,threshold,light,0.25,SMALL,125.853,127.652,0.4634,43.4,81.2,44.25,5,False,006007.png,False
27,jetson-orin,onnx,threshold,light,0.25,SMALL,125.916,127.727,0.425,37.0,81.2,44.25,6,True,006008.png,False
28,jetson-orin,onnx,threshold,light,0.25,SMALL,125.72,127.534,0.3998,32.8,81.2,44.25,5,False,006009.png,False
29,jetson-orin,onnx,threshold,light,0.25,SMALL,125.669,127.307,0.4094,34.4,81.2,44.25,2,True,006010.png,False
30,jetson-orin,onnx,threshold,light,0.25,SMALL,125.82,127.626,0.3944,31.9,81.2,44.0,9,False,006011.png,False
31,jetson-orin,onnx,threshold,light,0.25,SMALL,125.669,127.277,0.413,35.0,81.2,44.0,1,False,006012.png,False
32,jetson-orin,onnx,threshold,light,0.25,SMALL,125.963,127.753,0.3944,31.9,81.2,44.0,4,False,006013.png,False
33,jetson-orin,onnx,threshold,light,0.25,SMALL,126.287,128.037,0.398,32.5,81.2,44.0,3,False,006014.png,False
34,jetson-orin,onnx,threshold,light,0.25,SMALL,125.824,127.546,0.4328,38.3,81.2,44.25,3,False,006015.png,False
35,jetson-orin,onnx,threshold,light,0.25,SMALL,125.717,127.538,0.3998,32.8,81.2,44.25,7,True,006016.png,False
36,jetson-orin,onnx,threshold,light,0.25,SMALL,125.772,127.596,0.413,35.0,81.2,44.25,4,False,006017.png,False
37,jetson-orin,onnx,threshold,light,0.25,SMALL,125.807,127.526,0.3944,31.9,81.2,44.25,6,False,006018.png,False
38,jetson-orin,onnx,threshold,light,0.25,SMALL,125.864,127.504,0.4016,33.1,81.2,44.25,2,False,006019.png,False
39,jetson-orin,onnx,threshold,light,0.25,SMALL,125.827,127.472,0.413,35.0,81.2,44.25,1,False,006020.png,False
40,jetson-orin,onnx,threshold,light,0.25,SMALL,126.808,128.488,0.4016,33.1,81.2,44.25,3,True,006021.png,False
41,jetson-orin,onnx,threshold,light,0.25,SMALL,125.92,127.494,0.4508,41.3,81.2,44.25,2,False,006022.png,False
42,jetson-orin,onnx,threshold,light,0.25,SMALL,126.619,128.51,0.3962,32.2,81.2,44.25,3,True,006023.png,False
43,jetson-orin,onnx,threshold,light,0.25,SMALL,127.776,129.72,0.4064,33.9,81.2,44.25,5,True,006024.png,False
44,jetson-orin,onnx,threshold,light,0.25,SMALL,127.401,129.151,0.7337,88.4,81.3,44.25,5,False,006025.png,False
45,jetson-orin,onnx,threshold,light,0.25,SMALL,127.488,129.196,0.4957,48.7,81.4,44.25,6,False,006026.png,False
46,jetson-orin,onnx,threshold,light,0.25,SMALL,127.56,129.425,0.5083,50.8,81.4,44.25,7,False,006027.png,False
47,jetson-orin,onnx,threshold,light,0.25,SMALL,128.205,129.668,0.5035,50.0,81.4,44.25,0,False,006028.png,False
48,jetson-orin,onnx,threshold,light,0.25,SMALL,128.082,129.63,0.5485,57.5,81.4,44.25,1,True,006029.png,False
49,jetson-orin,onnx,threshold,light,0.25,SMALL,127.603,129.44,0.5112,51.2,81.6,44.25,4,False,006030.png,False
50,jetson-orin,onnx,threshold,light,0.25,SMALL,126.432,128.249,0.4957,48.7,81.4,44.25,5,False,006031.png,False
51,jetson-orin,onnx,threshold,light,0.25,SMALL,127.14,128.804,0.4636,43.3,81.5,44.25,3,False,006032.png,False
52,jetson-orin,onnx,threshold,light,0.25,SMALL,127.169,128.954,0.4518,41.3,81.6,44.25,6,False,006033.png,False
53,jetson-orin,onnx,threshold,light,0.25,SMALL,127.163,129.101,0.462,43.0,81.6,44.25,8,False,006034.png,False
54,jetson-orin,onnx,threshold,light,0.25,SMALL,128.276,129.925,0.4488,40.8,81.6,44.25,1,True,006035.png,False
55,jetson-orin,onnx,threshold,light,0.25,SMALL,127.394,129.155,0.5016,49.6,81.6,44.25,5,True,006036.png,False
56,jetson-orin,onnx,threshold,light,0.25,SMALL,127.038,128.573,0.4662,43.7,81.6,44.25,1,False,006037.png,False
57,jetson-orin,onnx,threshold,light,0.25,SMALL,126.397,128.308,0.4458,40.3,81.6,44.25,1,False,006038.png,False
58,jetson-orin,onnx,threshold,light,0.25,SMALL,127.273,129.113,0.456,42.0,81.6,44.25,7,True,006039.png,False
59,jetson-orin,onnx,threshold,light,0.25,SMALL,127.167,128.846,0.4518,41.3,81.6,44.25,5,False,006040.png,False
60,jetson-orin,onnx,threshold,light,0.25,SMALL,127.576,129.489,0.4482,40.7,81.6,44.5,6,False,006041.png,False
61,jetson-orin,onnx,threshold,light,0.25,SMALL,128.083,129.737,0.462,43.0,81.6,44.5,2,True,006042.png,False
62,jetson-orin,onnx,threshold,light,0.25,SMALL,126.931,128.522,0.5091,50.8,81.7,44.5,3,False,006043.png,False
63,jetson-orin,onnx,threshold,light,0.25,SMALL,126.839,128.408,0.4695,44.2,81.7,44.5,2,False,006044.png,False
64,jetson-orin,onnx,threshold,light,0.25,SMALL,127.18,128.968,0.4551,41.8,81.7,44.25,4,False,006045.png,False
65,jetson-orin,onnx,threshold,light,0.25,SMALL,126.929,128.442,0.4569,42.1,81.7,44.25,1,False,006046.png,False
66,jetson-orin,onnx,threshold,light,0.25,SMALL,126.941,128.691,0.4617,42.9,81.7,44.25,4,False,006047.png,False
67,jetson-orin,onnx,threshold,light,0.25,SMALL,127.173,128.949,0.4521,41.3,81.7,44.25,6,False,006048.png,False
68,jetson-orin,onnx,threshold,light,0.25,SMALL,128.189,129.998,0.4617,42.9,81.7,44.25,4,True,006049.png,False
69,jetson-orin,onnx,threshold,light,0.25,SMALL,127.145,129.047,0.5067,50.4,81.7,44.25,8,False,006050.png,False
70,jetson-orin,onnx,threshold,light,0.25,SMALL,126.695,128.482,0.4875,47.2,81.7,44.25,4,True,006051.png,False
