status,simulated,backend,dataset,tier,imgsz,n_images,n_gt,n_predictions,map50,map50_95,vru_recall,vru_tp,vru_gt,person_recall,person_tp,person_gt,cyclist_recall,cyclist_tp,cyclist_gt,legacy_vru_recall,map_source,started_at_ns,finished_at_ns,elapsed_s,dataset_manifest_sha256,mapping_provenance,source_sha256,scorer_sha256
passed,False,tensorrt,coco,SMALL,416,5000,36335,27176,0.46552749124627557,0.34830340269916304,0.6509782706699125,7220,11091,0.6586248492159228,7098,10777,0.3885350318471338,122,314,0.6505498341769942,fresh_actual_backend_predictions,1789325175666858775,1789325254102563344,78.435705081,c4f406e5a6a7a3e5ab56910fd4d855e231cff1f14a7c9ef70b5d6eb33d022394,provenance/scoring-protocol.json,227f90e92b96db573766e460360fc3762d7c6ef736454421056ad09d41733d15,761829272bc3d974cceda290c213a6be00dd9ebf0490f3ab65ddd5d95901b626
