run_idx,block,policy,load_profile,load_intensity,load_injector,load_worker_processes,burst_cycle_frame,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source,policy_ms,inference_ms,preprocess_ms,postprocess_ms,end_to_end_ms,backend,execution_providers,coreml_provider_options,simulated,n_detections,vru_detected,frame,telemetry_timestamp_ns,measured_rails_w
0,0,fixed_small,moderate,0.5,process_steady_v3,11,,SMALL,231.915,0.435,54.0,22.8,46.0,0.0,,52.062,,tegrastats,0.007,227.049,3.685,1.133,2369.497,onnx,CPUExecutionProvider,{},False,1,True,006201.png,1788881510149719093,"{""VDD_CPU_CV"": 11.595, ""VDD_GPU_SOC"": 4.796, ""VIN_SYS_5V0"": 4.73}"
1,0,fixed_small,moderate,0.5,process_steady_v3,11,,SMALL,157.762,0.7114,93.2,23.6,45.75,0.0,,52.187,,tegrastats,0.006,153.316,3.002,1.411,157.95,onnx,CPUExecutionProvider,{},False,3,True,007377.png,1788881512515061710,"{""VDD_CPU_CV"": 14.388, ""VDD_GPU_SOC"": 5.195, ""VIN_SYS_5V0"": 5.535}"
2,0,fixed_small,moderate,0.5,process_steady_v3,11,,SMALL,165.433,0.6872,89.7,23.7,45.75,0.0,,52.187,,tegrastats,0.004,161.207,2.352,1.838,165.599,onnx,CPUExecutionProvider,{},False,6,False,006587.png,1788881512729986638,"{""VDD_CPU_CV"": 15.593, ""VDD_GPU_SOC"": 5.195, ""VIN_SYS_5V0"": 5.535}"
3,0,fixed_small,moderate,0.5,process_steady_v3,11,,SMALL,150.081,0.7061,92.4,23.7,45.75,0.0,,52.218,,tegrastats,0.004,146.482,2.367,1.198,150.237,onnx,CPUExecutionProvider,{},False,2,False,006905.png,1788881512954735276,"{""VDD_CPU_CV"": 16.393, ""VDD_GPU_SOC"": 5.195, ""VIN_SYS_5V0"": 5.535}"
4,0,fixed_small,moderate,0.5,process_steady_v3,11,,SMALL,181.5,0.6759,88.1,23.7,46.0,0.0,,52.375,,tegrastats,0.003,178.159,2.349,0.961,181.659,onnx,CPUExecutionProvider,{},False,2,False,007244.png,1788881513061299498,"{""VDD_CPU_CV"": 16.393, ""VDD_GPU_SOC"": 5.195, ""VIN_SYS_5V0"": 5.535}"
5,0,fixed_small,moderate,0.5,process_steady_v3,11,,SMALL,164.626,0.6851,89.4,23.7,46.0,0.0,,52.468,,tegrastats,0.005,160.6,2.367,1.624,164.815,onnx,CPUExecutionProvider,{},False,5,False,007031.png,1788881513289774249,"{""VDD_CPU_CV"": 16.793, ""VDD_GPU_SOC"": 5.195, ""VIN_SYS_5V0"": 5.535}"
6,0,fixed_small,moderate,0.5,process_steady_v3,11,,SMALL,171.455,0.6592,85.7,23.7,46.0,0.0,,52.343,,tegrastats,0.003,168.006,2.364,1.049,171.612,onnx,CPUExecutionProvider,{},False,2,False,006369.png,1788881513399436052,"{""VDD_CPU_CV"": 16.793, ""VDD_GPU_SOC"": 5.195, ""VIN_SYS_5V0"": 5.535}"
7,0,fixed_small,moderate,0.5,process_steady_v3,11,,SMALL,156.048,0.6766,88.2,23.7,46.0,0.0,,52.218,,tegrastats,0.005,152.739,2.315,0.961,156.198,onnx,CPUExecutionProvider,{},False,3,False,006254.png,1788881513612319668,"{""VDD_CPU_CV"": 16.793, ""VDD_GPU_SOC"": 5.195, ""VIN_SYS_5V0"": 5.535}"
8,0,fixed_small,moderate,0.5,process_steady_v3,11,,SMALL,131.411,0.6839,89.2,23.8,46.0,0.0,,52.312,,tegrastats,0.004,127.066,2.354,1.956,131.568,onnx,CPUExecutionProvider,{},False,7,False,006781.png,1788881513824874394,"{""VDD_CPU_CV"": 17.186, ""VDD_GPU_SOC"": 5.195, ""VIN_SYS_5V0"": 5.535}"
9,0,fixed_small,moderate,0.5,process_steady_v3,11,,SMALL,132.364,0.6475,84.0,23.8,46.0,0.0,,52.437,,tegrastats,0.004,128.851,2.342,1.139,132.518,onnx,CPUExecutionProvider,{},False,3,False,006840.png,1788881513931110910,"{""VDD_CPU_CV"": 17.193, ""VDD_GPU_SOC"": 5.195, ""VIN_SYS_5V0"": 5.535}"
10,0,fixed_small,moderate,0.5,process_steady_v3,11,,SMALL,162.207,0.6657,86.6,23.8,46.0,0.0,,52.281,,tegrastats,0.005,158.843,2.328,1.002,162.367,onnx,CPUExecutionProvider,{},False,1,False,007416.png,1788881514037125765,"{""VDD_CPU_CV"": 17.186, ""VDD_GPU_SOC"": 5.195, ""VIN_SYS_5V0"": 5.535}"
11,0,fixed_small,moderate,0.5,process_steady_v3,11,,SMALL,132.726,0.7007,91.6,23.8,46.0,0.0,,52.187,,tegrastats,0.005,127.132,2.348,3.212,132.891,onnx,CPUExecutionProvider,{},False,20,True,007420.png,1788881514259571814,"{""VDD_CPU_CV"": 17.186, ""VDD_GPU_SOC"": 5.195, ""VIN_SYS_5V0"": 5.535}"
