pair_id,window,sequence,frame,threshold_tier,retention_tier,elevated,pressure,frame_sha256,backend
16,control,2011_09_26_drive_0056_sync,112,NANO,NANO,False,0.862,e5fd7e678024ae35f264294ca6116fe773767b530409a9a62a0a00e0daaeaad0,onnx
16,control,2011_09_26_drive_0056_sync,113,NANO,NANO,False,0.862,c3d39d9d7e83f8ce7a8c64cbb90edd91615d9fa91b252d964b6fe19baa1d9a5f,onnx
16,control,2011_09_26_drive_0056_sync,114,NANO,NANO,False,0.862,213aa9e8a507647260994d2a916d67d7c137982941427e2986addd47f57bf4b4,onnx
17,event,2011_09_26_drive_0056_sync,196,NANO,NANO,False,0.862,14d70167d0836816062212233d7fb13bdf39b936d0a681e2f8c93cc4cbdcf345,onnx
17,event,2011_09_26_drive_0056_sync,197,NANO,NANO,False,0.862,dbeec5e893017ef1d9f65eb2ba1a89099b8ca0e97bb6f7c4eaed0b22c82b98d3,onnx
17,event,2011_09_26_drive_0056_sync,198,NANO,NANO,False,0.862,464e3065f70f9558f1397133ea33a0848d9a964b408dcd9761638ad97a710e4b,onnx
17,event,2011_09_26_drive_0056_sync,199,NANO,NANO,False,0.862,896d683672951bc91af7638559b3915c83ca1622af5fc2c96bb9df1f64590393,onnx
17,event,2011_09_26_drive_0056_sync,200,NANO,NANO,False,0.862,6ad3b8da58be67524365c37929f9f0a8bcf4feefad92eefbacfb993e9c2ab4a2,onnx
17,control,2011_09_26_drive_0056_sync,120,NANO,NANO,False,0.862,ca89d55d4825712ea7b4ce8cd3c2e849a468825df6bd0e578e489b7d0760a336,onnx
17,control,2011_09_26_drive_0056_sync,121,NANO,NANO,False,0.862,dd77dc9040530782451d5675749b09511a23bc18a0c6e478536db8da6988356c,onnx
17,control,2011_09_26_drive_0056_sync,122,NANO,NANO,False,0.862,b12ee2b89f812cb712f8728ba2c3329e4cbce242d1a8cac10a57a8574bde9ac6,onnx
17,control,2011_09_26_drive_0056_sync,123,NANO,NANO,False,0.862,eb0c0430c409a090ac0b65eb08fe0857c2191a477cad478aeee2491814e2261a,onnx
17,control,2011_09_26_drive_0056_sync,124,NANO,NANO,False,0.862,8c80596817ea785b20e1d5ddee5ccb3a0396c8f6e7b8bc37a0169ef17edded36,onnx
18,event,2011_09_26_drive_0070_sync,220,NANO,NANO,False,0.862,95cee3d0439e48f640fa39f4c63309638d2787b43a19d7f3507d0d58ed9573be,onnx
18,event,2011_09_26_drive_0070_sync,221,NANO,NANO,False,0.862,777884f953d3a7b35b31018d4a11feb28b8e16e1aa3461a27d5e82c3965146c0,onnx
18,event,2011_09_26_drive_0070_sync,222,NANO,NANO,False,0.862,7c364f2b404b7d9c5b5e8838e5abbeaeb59b72d69932f0a7f92ea52e2cf0efa6,onnx
18,event,2011_09_26_drive_0070_sync,223,NANO,NANO,False,0.862,58a86ef3ee67da272fa1e0574cc1fbfa30d41bf876b26738f19590334a342c6d,onnx
18,event,2011_09_26_drive_0070_sync,224,NANO,NANO,False,0.862,763b103f2ae3f3129539db3fab01cd77146fdecb9ca39e7e0edf492add7b70ec,onnx
18,control,2011_09_26_drive_0070_sync,90,NANO,NANO,False,0.862,89ba6afb000a8cbd4e6584b22462f284d60d245c12e0224ef0703996482a3f42,onnx
18,control,2011_09_26_drive_0070_sync,91,NANO,NANO,False,0.862,615436b1d6add72c5a6ab991d0f3b0b3c413c41e3ecb6bf8af7f94a3724639c7,onnx
18,control,2011_09_26_drive_0070_sync,92,NANO,NANO,False,0.862,be2759c13bba31f17417e4eb53da1f1ecf34bfb4f4dec712fc34b93ce3e67d98,onnx
18,control,2011_09_26_drive_0070_sync,93,NANO,NANO,False,0.862,ef58e8c9afcbba720c96f2fabd9a155c1c34a2a3b233ce681350c4be1222014a,onnx
18,control,2011_09_26_drive_0070_sync,94,NANO,NANO,False,0.862,0e94dd4eb501c4b877f1ec5968aa2f28abdf6e3ebb06df1e1bb64590f429b10c,onnx
19,event,2011_09_26_drive_0070_sync,330,NANO,NANO,False,0.862,f10ed9de7cec0baca9fa5c2f46df004c23b6885029a069ac2603414d3a2e5b63,onnx
19,event,2011_09_26_drive_0070_sync,331,NANO,NANO,False,0.862,454bc37726e87f7ff76874e7b664ecfba0315e3154ba144cfce6c7e625a5e30b,onnx
19,event,2011_09_26_drive_0070_sync,332,NANO,NANO,False,0.862,b62340c399874dac551d2a928adbd9cf647192a2d83b60de18676d1c39b27e65,onnx
19,event,2011_09_26_drive_0070_sync,333,NANO,NANO,False,0.862,64cc2080a6a1f0fefd43cb040f7acde06c73fb62f8ad4032b2357914877df90a,onnx
19,event,2011_09_26_drive_0070_sync,334,NANO,NANO,False,0.862,b980d596bc5af7eb379da1a973811c54cd1b1b4b9be8a5ed48be89f73f5bad62,onnx
19,control,2011_09_26_drive_0070_sync,100,NANO,NANO,False,0.862,e944f5c8b5241017e48d62efb46ca5232f2a42b1522262ee15f904a3e8b90b29,onnx
19,control,2011_09_26_drive_0070_sync,101,NANO,NANO,False,0.862,f62119c525e4bed2918d03431acbd1df0c598485728f31da1ac7f7ba828e775c,onnx
19,control,2011_09_26_drive_0070_sync,102,NANO,NANO,False,0.862,18a1158fc293636c5d00f34da2335e6713a507f0aecb48a89ce6562d3f4c0b77,onnx
19,control,2011_09_26_drive_0070_sync,103,NANO,NANO,False,0.862,f7a7a15ac2960bb9d5945d26ace13a9a66631327e2d2c2420bd73402583a1b67,onnx
19,control,2011_09_26_drive_0070_sync,104,NANO,NANO,False,0.862,d883ff82fcfa566ab57d2d610caed5bf7bf86239306827b53d1c7c32ec2e348e,onnx
20,event,2011_09_26_drive_0070_sync,391,NANO,NANO,False,0.862,d6873cc665281cb89eda924b0789f62b13609b39638584b0017ea6e968c47d03,onnx
20,event,2011_09_26_drive_0070_sync,392,NANO,SMALL,True,0.862,f98eb2656eb8693970935e2a80f17680ea7115b0ffd3b68d0ea936f0245ec2bd,onnx
20,event,2011_09_26_drive_0070_sync,393,NANO,SMALL,True,0.862,136d17843f041756ee4ba5ec3ad786b555b5f3eb6009e1ef2be726a3d094cd7c,onnx
20,event,2011_09_26_drive_0070_sync,394,NANO,SMALL,True,0.862,a55d0375899655315ec17535b6dc9920de01f26484fc19953f37536eccdb1ec5,onnx
20,event,2011_09_26_drive_0070_sync,395,NANO,SMALL,True,0.862,4512b5be8b70b789ae5ac5fa7bfbb65e45196d8e77f79ef283d34ffaa64bff78,onnx
20,control,2011_09_26_drive_0070_sync,110,NANO,NANO,False,0.862,6e3176c08eefd05acf84277a510683a3cc65527061bb0df803c660753a6de0b9,onnx
20,control,2011_09_26_drive_0070_sync,111,NANO,NANO,False,0.862,0cbe105387e1801e0875b43957a2423a6c7238259a18259c7bffa5229f598f03,onnx
20,control,2011_09_26_drive_0070_sync,112,NANO,NANO,False,0.862,679b97e983ce2f9202939957b8bf1823211d13ebd40dca793cc1e5e84b7fa3dd,onnx
20,control,2011_09_26_drive_0070_sync,113,NANO,NANO,False,0.862,737ea49d3afb73f82c75928ea061523a152d2ba5061168d20d79788a269431ad,onnx
20,control,2011_09_26_drive_0070_sync,114,NANO,NANO,False,0.862,97e8a42b6aef5f1e7efab0cbc575b9d95f1b10ecead9f70692dd47b2d9d27cc3,onnx
21,event,2011_09_26_drive_0084_sync,0,SMALL,SMALL,False,0.862,03b6e88caf91bb65defd6e1e2fdd339b47a413637cca4e47a68626292a1377cf,onnx
21,event,2011_09_26_drive_0084_sync,1,SMALL,SMALL,False,0.862,62b76c94bfb7e723a946230dbf65fe7accfd5f6a980a21ea4c54e91430683492,onnx
21,event,2011_09_26_drive_0084_sync,2,NANO,NANO,False,0.862,34d06ca4aacb694e7ab2667c45631f5476406d9527ccf0e46b284f2890520a1f,onnx
21,event,2011_09_26_drive_0084_sync,3,NANO,NANO,False,0.862,9ab101a5a530590b8994330f50373e76872fd295c126faba27725d6608449141,onnx
21,event,2011_09_26_drive_0084_sync,4,NANO,NANO,False,0.862,abea686ecda54890997bcce4747bbc6cf39cb13de0fc0555fa42283e509706c5,onnx
21,control,2011_09_26_drive_0084_sync,290,NANO,NANO,False,0.862,2c8b38a6493b65bf56671039c27809ee0e3cbc6cfcf141c9bfe2da1025287088,onnx
21,control,2011_09_26_drive_0084_sync,291,NANO,NANO,False,0.862,91297f074db45d65b6b0b0eb90d9bc4faa53b7738f5262cf154d5b9847815b4d,onnx
21,control,2011_09_26_drive_0084_sync,292,NANO,NANO,False,0.862,c9521d3a78938604f106b55a4bd4f1021ecaa5dc5e5840d34f7270a5567d9ec0,onnx
21,control,2011_09_26_drive_0084_sync,293,NANO,NANO,False,0.862,80826982d17790f65f2e08e8c60292f2c5a5a2c11a29b0f12159c6e7e20770a6,onnx
21,control,2011_09_26_drive_0084_sync,294,NANO,NANO,False,0.862,6ea0ec3677bd6b6302a41a71b2cea95b3fb55d208e69a4d044e02f71f4985d6c,onnx
22,event,2011_09_26_drive_0084_sync,198,NANO,NANO,False,0.862,15ffd7ef3ce504e78d791704975aabb6bda78cd4a95cc9ed199e2576016f0cc4,onnx
22,event,2011_09_26_drive_0084_sync,199,NANO,NANO,False,0.862,85838e2bcf014db61901c8a3b4d5abec85f546dd3caafa5ba89ab39e334505d8,onnx
22,event,2011_09_26_drive_0084_sync,200,NANO,NANO,False,0.862,3122e1ea2d3c8f1553cdd45fa1ca2902607817e7d60db436d92abdf791a13c93,onnx
22,event,2011_09_26_drive_0084_sync,201,NANO,NANO,False,0.862,da5e2c3a0529d8396cf63d9f951aab90f2bb38ee4fbb62ce5133735878196331,onnx
22,event,2011_09_26_drive_0084_sync,202,NANO,NANO,False,0.862,675c8829c9834b701bfad6c6d80fa4b2833667eca2b0d81f317b2994efcc71d3,onnx
22,control,2011_09_26_drive_0084_sync,300,NANO,NANO,False,0.862,4759ddf4cc25a807d83653c19b2cd11c608d7547975f6bf54e9128ffe83669fc,onnx
22,control,2011_09_26_drive_0084_sync,301,NANO,NANO,False,0.862,ec9370405575c685d534f54ac72a1e552aec338fe39ec7d49b0b2f37d5e5c030,onnx
22,control,2011_09_26_drive_0084_sync,302,NANO,NANO,False,0.862,7022b4366638ee42bfe3083606755ebfe0efc7e4516260c279598bd3bd838ca3,onnx
22,control,2011_09_26_drive_0084_sync,303,NANO,NANO,False,0.862,6c8d6fd8193d48b8c7bd5f78ba15afd7142f9a68b5ab66738b003d50b62367bd,onnx
22,control,2011_09_26_drive_0084_sync,304,NANO,NANO,False,0.862,7ea23bca929e5ad48c9993fa48a06e503408496a95faca74d5a6b8d783222817,onnx
23,event,2011_09_26_drive_0084_sync,252,NANO,MEDIUM,True,0.862,2ffc3c57b95f243c97fc24069c749cfb05627cc3da10892da8abd436d60503b6,onnx
23,event,2011_09_26_drive_0084_sync,253,NANO,MEDIUM,True,0.862,09492d65c35c3151fe4c667a7b2deb77a26baed61d2c5bd5562a7536cda71d78,onnx
23,event,2011_09_26_drive_0084_sync,254,NANO,NANO,False,0.862,03ff8789fbc57b29f84c84165317d692fe3693fac4af53fd19395febbf68a9bd,onnx
23,event,2011_09_26_drive_0084_sync,255,NANO,NANO,False,0.862,e7cec001f11203abe04abb13e5de53f032446a4bde9f7e103ab74312d5c0e676,onnx
23,event,2011_09_26_drive_0084_sync,256,NANO,NANO,False,0.862,da6dc7523a12c9771ec4856ae9fceafe4ed2bbb1e6e467bbfebfd8249a77003c,onnx
23,control,2011_09_26_drive_0084_sync,310,NANO,SMALL,True,0.862,8ad4d3802f2cbdf36a270e722200536b669c4fcfc90749b5d9d67c4d86db5238,onnx
23,control,2011_09_26_drive_0084_sync,311,NANO,SMALL,True,0.862,cd487e5a5c85b333898529b33529e4a7ac7c0820272b42d7e15499798aa93eb5,onnx
23,control,2011_09_26_drive_0084_sync,312,NANO,SMALL,True,0.862,0fd92a0636551a50be08097548ba60a8506138cb589dc5652b23b655c087ed3d,onnx
23,control,2011_09_26_drive_0084_sync,313,NANO,SMALL,True,0.862,eead669167c125210e1d4df693ed1c38fd3aff2ae86e1f3be16d362b8963b8cc,onnx
23,control,2011_09_26_drive_0084_sync,314,NANO,SMALL,True,0.862,bf5d79d8218aa9e782cd9e1a2ddbf287b439fa0f4c5c6629e667004b9db53d33,onnx
24,event,2011_09_26_drive_0091_sync,0,SMALL,SMALL,False,0.862,d4e440dd88eca2b916addf328b1d22662a453387101d11448e5c945990e8676b,onnx
24,event,2011_09_26_drive_0091_sync,1,SMALL,SMALL,False,0.862,775fc018391803973363733b8536968a31ab40df841904703f4a45dcd92dbf80,onnx
24,event,2011_09_26_drive_0091_sync,2,NANO,SMALL,True,0.862,b7f9df5b7d8e65aa7bcc4af74ce18b1ed34571fc49063133360d0181e0b05655,onnx
24,event,2011_09_26_drive_0091_sync,3,NANO,SMALL,True,0.862,cbfcb8ca23bf455b13ad38bdb0ba8ce07c3239fedfbc3d93bb9b9ac481f1cd16,onnx
24,event,2011_09_26_drive_0091_sync,4,NANO,SMALL,True,0.862,748fbb1563e1f2e81d097e156602d9b1a59f6aa8f219c493f85918b57d5aaa89,onnx
24,control,2011_09_26_drive_0091_sync,195,NANO,NANO,False,0.862,021e79535904373c9fe7229e9034f937401678b5dda632bd3d400c59bbc73631,onnx
24,control,2011_09_26_drive_0091_sync,196,NANO,NANO,False,0.862,330e8067a4ff510623ee89a2df5da0cbb1df31fba191ed1d5a3f16e7626500ab,onnx
24,control,2011_09_26_drive_0091_sync,197,NANO,SMALL,True,0.862,7d6d3da33c3227fe796ff17b96102ce0c28fa48328753c956b7984f54b88168d,onnx
24,control,2011_09_26_drive_0091_sync,198,NANO,SMALL,True,0.862,e2c541170898bb7989bccc9538b297dc52c505e5eeedee2a7544d396b2b7debc,onnx
24,control,2011_09_26_drive_0091_sync,199,NANO,SMALL,True,0.862,97ff8ae4bd811d1432106e34ff3cc95900b02682cfed15243083832f68f599d8,onnx
25,event,2011_09_26_drive_0091_sync,202,NANO,MEDIUM,True,0.862,14725bc8576da526296acb7d51f2454cfe4555839128c5a9dcc27a17f5cbc0a6,onnx
25,event,2011_09_26_drive_0091_sync,203,NANO,MEDIUM,True,0.862,00c8522770a51a06007eac17f37dabd2d00a4e816a6b36226daf13968d4faedf,onnx
25,event,2011_09_26_drive_0091_sync,204,NANO,MEDIUM,True,0.862,5c43b4e6590ec19043a4f28979120cfe7d6a5062fe93e8da07edf8bff7e844c9,onnx
25,event,2011_09_26_drive_0091_sync,205,NANO,MEDIUM,True,0.862,7caa83bb6655e564ac29ec14dc2173951a278b28e47c87ed0dc75b5533b7f977,onnx
25,event,2011_09_26_drive_0091_sync,206,NANO,SMALL,True,0.862,48d62389d9a637ca83b5d97d24e1d2a30f93d239c5be037f496fe1e6b36292b6,onnx
25,control,2011_09_26_drive_0091_sync,180,NANO,SMALL,True,0.862,f2db82698c23863ba3b82446a77bca7f51ef081fba3fb85061d1a647d34afe7f,onnx
25,control,2011_09_26_drive_0091_sync,181,NANO,SMALL,True,0.862,7f6a8202bd9dfb215c829ef1d369616f449d853458cb7371d45fa5d4747b3f97,onnx
25,control,2011_09_26_drive_0091_sync,182,NANO,SMALL,True,0.862,5ca9c1ae24715a278ba6267ac9f89f2b7b67ae030f9ad9d4f05d6051ccf649e7,onnx
25,control,2011_09_26_drive_0091_sync,183,NANO,SMALL,True,0.862,87b8888d766ede8239a93d5def7007df7a3530bdba6e460a2f3917e5dcb98a9b,onnx
25,control,2011_09_26_drive_0091_sync,184,NANO,SMALL,True,0.862,589d804e354600cb8c5f9a1ee87e3a80bf12d62b0cfb50e7276f7738b8d55e66,onnx
26,event,2011_09_26_drive_0093_sync,10,NANO,NANO,False,0.862,742376460ba65e0a3e5e4e4b9a82164c0daadc6cb4eb5e43198fc2cf56c8e189,onnx
26,event,2011_09_26_drive_0093_sync,11,NANO,NANO,False,0.862,740a2c15507fdf8ab913c89c643738a697cd62ecab9a608005edb919c8fe6045,onnx
26,event,2011_09_26_drive_0093_sync,12,NANO,NANO,False,0.862,537c503f9b49d6d14ef99e63609a3ace67d90009e9c41088f2cb55659103c195,onnx
26,event,2011_09_26_drive_0093_sync,13,NANO,NANO,False,0.862,845aa514c5c113bb669368459b9fa481b9c3df417234d0ae8f9377a89278a723,onnx
26,event,2011_09_26_drive_0093_sync,14,NANO,NANO,False,0.862,25638d219e0747d76a49fac5b4eb36c82fccffa50368c93195dc37dae0de8617,onnx
26,control,2011_09_26_drive_0093_sync,260,NANO,NANO,False,0.862,3f8c3e58643c2005294bbf50152685be065c60acebeb80cca9bd25f014cde098,onnx
26,control,2011_09_26_drive_0093_sync,261,NANO,NANO,False,0.862,6a05b1c87302a705f26debd1dee69aef187353729b41865598cf3fe601186d6e,onnx
26,control,2011_09_26_drive_0093_sync,262,NANO,NANO,False,0.862,e3de21f4406dc5394486c55f5e3fb82a19da6a349e20eb4d147efe00ea046adc,onnx
26,control,2011_09_26_drive_0093_sync,263,NANO,NANO,False,0.862,5caef91d1108225037e8074fc599f6eb2b080256c0497941142c3f6d733a3f25,onnx
26,control,2011_09_26_drive_0093_sync,264,NANO,NANO,False,0.862,add1efe36c1b1a14c56e682dc621af7697f4a3dcf09ec11c311dfa6eba78d1ac,onnx
27,event,2011_09_26_drive_0093_sync,120,NANO,NANO,False,0.862,845b454087918f80a0e9c181bd587030d87a7222b2e2caf02b4b399be2f14d44,onnx
27,event,2011_09_26_drive_0093_sync,121,NANO,MEDIUM,True,0.862,9796069bd42516e59dc3ab115c4f43d70dee8064d0ee1eb6b1fce9d11d3d983a,onnx
27,event,2011_09_26_drive_0093_sync,122,NANO,MEDIUM,True,0.862,206b61e96d4df5a8727f995855a6886d0911fcb2a3e8956757b387c56d9415f8,onnx
27,event,2011_09_26_drive_0093_sync,123,NANO,MEDIUM,True,0.862,378be7f6f91ab99dcb45b1d597cb06c82b96df4f8467ed2a0c0b98720ad43122,onnx
27,event,2011_09_26_drive_0093_sync,124,NANO,MEDIUM,True,0.862,21c328f3eda01526a74faf60d62236084482b3fd7461ce42cf03bd1660f99f8f,onnx
27,control,2011_09_26_drive_0093_sync,270,NANO,NANO,False,0.862,f55360bb00d8dfb82655f2c692a347161043a3f380869ebb2a39bc5238cf8efb,onnx
27,control,2011_09_26_drive_0093_sync,271,NANO,NANO,False,0.862,3d3ae2a7b53a1d9d4ade231e2ed8eb40b5f59629f56e30fd3af00d2c9705c3b7,onnx
27,control,2011_09_26_drive_0093_sync,272,NANO,NANO,False,0.862,e0a2b7b688f9a040927ee010525124661c43b6f664a6b2751dcd0a3d72d46410,onnx
27,control,2011_09_26_drive_0093_sync,273,NANO,NANO,False,0.862,6feedd4f0bcad213ad9ed1ce95a070a2619904c3d2c0c40042d46c554e575078,onnx
27,control,2011_09_26_drive_0093_sync,274,NANO,NANO,False,0.862,92a47c3f017412edd5217c08ee8529f6803d8ac297e1312ea0483b7dbefc47f2,onnx
28,event,2011_09_26_drive_0093_sync,186,NANO,NANO,False,0.862,32721fa4933c51961cbe7bbfed6c128a78d5d7b351cfa9914e76b0f4be97f46c,onnx
28,event,2011_09_26_drive_0093_sync,187,NANO,NANO,False,0.862,5dbf0f7bd0d8c4814e0192c1701d741dbdae62083ff11d408b28bea48d73c94f,onnx
28,event,2011_09_26_drive_0093_sync,188,NANO,NANO,False,0.862,f9d97e19d385854ccc6356794c581b1a261545d8b4ebd9ba650f2253cd95327b,onnx
28,event,2011_09_26_drive_0093_sync,189,NANO,NANO,False,0.862,7f23e877e2746fcf0a8c6e8dd4e68ee7fd4f792c83fb068d4c5dee69f32bc3fd,onnx
28,event,2011_09_26_drive_0093_sync,190,NANO,NANO,False,0.862,d27012164fbf257eb79916cbbca475fe4d751e84de052fd71224ce6b606b3076,onnx
28,control,2011_09_26_drive_0093_sync,280,NANO,NANO,False,0.862,656e31af40492d9a46d021df37833edf77cb58b20735fe23033d62f2f143b125,onnx
28,control,2011_09_26_drive_0093_sync,281,NANO,NANO,False,0.862,8f0f0db536066befff67f85f4b56b7d726732945e06b6631a6b58467cd67dd11,onnx
28,control,2011_09_26_drive_0093_sync,282,NANO,NANO,False,0.862,481802dc47c69640028bced1fa3c56e6d2b3f5d6d8f5f83b8c0dc50553515407,onnx
28,control,2011_09_26_drive_0093_sync,283,NANO,NANO,False,0.862,61075ddbb517c28fc11d0c20e038a0930fefec718f4dbba11a0dc2b0669ca493,onnx
28,control,2011_09_26_drive_0093_sync,284,NANO,NANO,False,0.862,752795372cf51935f6adb06e6bda15a151f0a917118c5bf7ebc55185667d798c,onnx
29,event,2011_09_26_drive_0093_sync,337,NANO,SMALL,True,0.862,dd64701a241b1bb7c89af423cc0ed47a782ab3f849cff5af1508a2f4642eeded,onnx
29,event,2011_09_26_drive_0093_sync,338,NANO,SMALL,True,0.862,5e30727c446c7f5fc467e2e9ac5d527182ad624c62bb60754f192022d1678f0f,onnx
29,event,2011_09_26_drive_0093_sync,339,NANO,SMALL,True,0.862,2da3f5cd89a0836be32c5704612c3107f62ff29110da39879b4c2f2c60159a17,onnx
29,event,2011_09_26_drive_0093_sync,340,NANO,NANO,False,0.862,0c00970240fcf84cde23921496f759cb1ac8dd1c6b1006781b0ad7b6d66a3232,onnx
29,event,2011_09_26_drive_0093_sync,341,NANO,NANO,False,0.862,3f4d6df9bd9926746b45ccbcab18bc70aabfa76b55d5bcdce78032b1b525bdcf,onnx
29,control,2011_09_26_drive_0093_sync,290,NANO,NANO,False,0.862,69e3e4f3ed7e5b9a9b0167aac7cbc60ac69d7ccf47a9448d3f7272f9b2774cb5,onnx
29,control,2011_09_26_drive_0093_sync,291,NANO,NANO,False,0.862,102d06abbf6e301d7181eeac5bb5fdab9356d47a86dff6df1d5c953b3269e1d4,onnx
29,control,2011_09_26_drive_0093_sync,292,NANO,NANO,False,0.862,5060c60a07aa6b7af22bc1d44849fad7025cbaab7738b2d3330a5ce7698d5e0f,onnx
29,control,2011_09_26_drive_0093_sync,293,NANO,NANO,False,0.862,425def4aa92d2713ff5300ea00d291a6d0079f696b1dbbe0e8f1e05520f879c6,onnx
29,control,2011_09_26_drive_0093_sync,294,NANO,NANO,False,0.862,1f9e7bbe43977de5c6f83f4805467d79d0f100c3a251618d7121d8b9d9265c12,onnx
