status,simulated,backend,dataset,tier,image,n_gt,n_predictions,tp50,vru_tp,vru_gt,person_tp,person_gt,cyclist_tp,cyclist_gt
passed,False,onnx,kitti,SMALL,006030.png,4,3,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006031.png,5,5,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006032.png,3,3,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006033.png,6,5,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006034.png,16,12,9,0,1,0,0,0,1
passed,False,onnx,kitti,SMALL,006035.png,1,1,1,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006036.png,5,3,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006037.png,5,2,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006038.png,2,2,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006039.png,8,10,6,0,1,0,0,0,1
passed,False,onnx,kitti,SMALL,006040.png,5,8,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006041.png,6,5,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006042.png,4,4,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006043.png,3,2,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006044.png,3,2,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006045.png,7,6,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006046.png,5,2,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006047.png,6,5,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006048.png,7,6,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006049.png,2,4,0,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006050.png,7,8,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006051.png,6,5,3,1,2,1,2,0,0
passed,False,onnx,kitti,SMALL,006052.png,7,11,5,0,1,0,1,0,0
passed,False,onnx,kitti,SMALL,006053.png,1,1,1,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006054.png,8,10,6,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006055.png,13,15,9,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006056.png,3,3,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006057.png,2,2,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006058.png,3,3,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006059.png,6,3,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006060.png,10,11,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006061.png,2,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006062.png,3,2,2,0,1,0,1,0,0
passed,False,onnx,kitti,SMALL,006063.png,9,10,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006064.png,15,10,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006065.png,6,3,1,0,2,0,2,0,0
passed,False,onnx,kitti,SMALL,006066.png,8,13,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006067.png,7,4,2,0,1,0,1,0,0
passed,False,onnx,kitti,SMALL,006068.png,6,8,5,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006069.png,6,3,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006070.png,8,12,3,3,7,3,4,0,3
passed,False,onnx,kitti,SMALL,006071.png,5,7,1,1,4,1,2,0,2
passed,False,onnx,kitti,SMALL,006072.png,3,2,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006073.png,7,4,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006074.png,4,4,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006075.png,4,3,3,2,3,2,3,0,0
passed,False,onnx,kitti,SMALL,006076.png,2,3,2,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006077.png,11,9,7,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006078.png,8,7,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006079.png,3,2,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006080.png,5,3,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006081.png,7,7,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006082.png,11,7,6,0,4,0,4,0,0
passed,False,onnx,kitti,SMALL,006083.png,5,7,1,1,4,1,2,0,2
passed,False,onnx,kitti,SMALL,006084.png,14,7,6,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006085.png,2,2,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006086.png,2,6,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006087.png,4,7,3,2,3,2,3,0,0
passed,False,onnx,kitti,SMALL,006088.png,8,10,4,4,7,4,6,0,1
passed,False,onnx,kitti,SMALL,006089.png,1,1,1,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006090.png,8,11,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006091.png,1,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006092.png,5,5,4,0,1,0,0,0,1
passed,False,onnx,kitti,SMALL,006093.png,4,4,3,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006094.png,3,3,1,0,2,0,1,0,1
passed,False,onnx,kitti,SMALL,006095.png,4,3,3,0,1,0,1,0,0
passed,False,onnx,kitti,SMALL,006096.png,3,3,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006097.png,7,10,6,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006098.png,4,3,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006099.png,3,3,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006100.png,3,3,2,0,1,0,0,0,1
passed,False,onnx,kitti,SMALL,006101.png,1,2,0,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006102.png,6,6,5,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006103.png,5,5,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006104.png,1,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006105.png,2,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006106.png,9,12,7,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006107.png,2,4,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006108.png,6,6,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006109.png,6,2,2,0,1,0,1,0,0
passed,False,onnx,kitti,SMALL,006110.png,9,13,9,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006111.png,4,5,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006112.png,2,0,0,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006113.png,8,8,7,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006114.png,6,5,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006115.png,3,3,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006116.png,5,3,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006117.png,7,10,6,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006118.png,4,1,0,0,2,0,2,0,0
passed,False,onnx,kitti,SMALL,006119.png,3,2,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006120.png,1,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006121.png,16,8,5,5,15,5,15,0,0
passed,False,onnx,kitti,SMALL,006122.png,6,8,3,3,6,3,4,0,2
passed,False,onnx,kitti,SMALL,006123.png,7,6,3,0,1,0,1,0,0
passed,False,onnx,kitti,SMALL,006124.png,2,5,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006125.png,4,3,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006126.png,5,5,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006127.png,13,8,6,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006128.png,2,2,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006129.png,8,5,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006130.png,9,11,5,5,9,5,8,0,1
passed,False,onnx,kitti,SMALL,006131.png,1,0,0,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006132.png,2,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006133.png,3,7,0,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006134.png,4,4,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006135.png,6,5,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006136.png,6,4,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006137.png,7,6,6,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006138.png,6,6,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006139.png,19,12,7,7,18,7,18,0,0
passed,False,onnx,kitti,SMALL,006140.png,2,2,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006141.png,8,7,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006142.png,1,3,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006143.png,14,13,11,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006144.png,3,7,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006145.png,12,6,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006146.png,5,4,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006147.png,5,5,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006148.png,5,0,0,0,3,0,2,0,1
passed,False,onnx,kitti,SMALL,006149.png,7,10,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006150.png,9,10,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006151.png,1,3,1,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006152.png,1,1,1,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006153.png,7,3,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006154.png,6,5,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006155.png,5,6,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006156.png,12,14,6,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006157.png,16,14,11,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006158.png,1,2,1,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006159.png,6,6,4,0,1,0,1,0,0
passed,False,onnx,kitti,SMALL,006160.png,6,4,4,0,1,0,0,0,1
passed,False,onnx,kitti,SMALL,006161.png,7,10,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006162.png,5,2,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006163.png,17,14,10,0,1,0,0,0,1
passed,False,onnx,kitti,SMALL,006164.png,1,1,1,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006165.png,3,0,0,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006166.png,7,5,3,0,1,0,1,0,0
passed,False,onnx,kitti,SMALL,006167.png,4,3,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006168.png,4,0,0,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006169.png,8,7,5,0,1,0,0,0,1
passed,False,onnx,kitti,SMALL,006170.png,2,2,0,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006171.png,1,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006172.png,9,11,6,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006173.png,5,4,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006174.png,3,2,0,0,2,0,2,0,0
passed,False,onnx,kitti,SMALL,006175.png,5,4,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006176.png,8,12,3,3,7,3,4,0,3
passed,False,onnx,kitti,SMALL,006177.png,4,1,0,0,1,0,0,0,1
passed,False,onnx,kitti,SMALL,006178.png,2,1,0,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006179.png,12,10,6,0,2,0,2,0,0
passed,False,onnx,kitti,SMALL,006180.png,15,13,9,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006181.png,3,2,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006182.png,3,2,0,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006183.png,2,2,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006184.png,3,1,1,0,2,0,1,0,1
passed,False,onnx,kitti,SMALL,006185.png,3,2,2,0,1,0,1,0,0
passed,False,onnx,kitti,SMALL,006186.png,7,11,6,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006187.png,10,11,6,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006188.png,1,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006189.png,15,14,6,1,3,1,3,0,0
passed,False,onnx,kitti,SMALL,006190.png,4,6,2,2,4,2,2,0,2
passed,False,onnx,kitti,SMALL,006191.png,10,9,7,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006192.png,11,8,6,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006193.png,1,0,0,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006194.png,1,2,1,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006195.png,4,4,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006196.png,4,5,2,0,1,0,0,0,1
passed,False,onnx,kitti,SMALL,006197.png,2,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006198.png,10,6,5,0,3,0,3,0,0
passed,False,onnx,kitti,SMALL,006199.png,7,6,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006200.png,2,2,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006201.png,1,1,1,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006202.png,11,10,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006203.png,3,3,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006204.png,2,8,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006205.png,5,2,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006206.png,1,0,0,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006207.png,1,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006208.png,8,6,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006209.png,1,2,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006210.png,5,4,2,2,3,2,3,0,0
passed,False,onnx,kitti,SMALL,006211.png,15,8,6,0,1,0,1,0,0
passed,False,onnx,kitti,SMALL,006212.png,1,0,0,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006213.png,15,4,2,0,2,0,2,0,0
passed,False,onnx,kitti,SMALL,006214.png,3,2,1,0,1,0,0,0,1
passed,False,onnx,kitti,SMALL,006215.png,1,1,1,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006216.png,2,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006217.png,1,1,0,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006218.png,2,2,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006219.png,3,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006220.png,3,7,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006221.png,7,3,2,1,4,1,3,0,1
passed,False,onnx,kitti,SMALL,006222.png,1,1,1,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006223.png,1,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006224.png,14,10,10,0,1,0,1,0,0
passed,False,onnx,kitti,SMALL,006225.png,6,6,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006226.png,3,3,1,0,1,0,1,0,0
passed,False,onnx,kitti,SMALL,006227.png,2,5,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006228.png,1,2,1,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006229.png,4,1,0,0,4,0,2,0,2
passed,False,onnx,kitti,SMALL,006230.png,1,2,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006231.png,6,5,5,0,1,0,0,0,1
passed,False,onnx,kitti,SMALL,006232.png,7,4,4,0,1,0,1,0,0
passed,False,onnx,kitti,SMALL,006233.png,5,6,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006234.png,2,1,1,0,1,0,0,0,1
passed,False,onnx,kitti,SMALL,006235.png,3,2,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006236.png,14,15,8,0,1,0,1,0,0
passed,False,onnx,kitti,SMALL,006237.png,5,5,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006238.png,9,7,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006239.png,1,2,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006240.png,1,1,1,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006241.png,4,3,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006242.png,6,5,4,0,1,0,0,0,1
passed,False,onnx,kitti,SMALL,006243.png,3,2,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006244.png,1,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006245.png,6,6,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006246.png,5,5,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006247.png,3,2,1,0,1,0,0,0,1
passed,False,onnx,kitti,SMALL,006248.png,4,4,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006249.png,4,3,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006250.png,4,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006251.png,14,12,9,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006252.png,1,0,0,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006253.png,6,4,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006254.png,6,3,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006255.png,3,8,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006256.png,12,6,5,0,4,0,4,0,0
passed,False,onnx,kitti,SMALL,006257.png,5,3,3,0,1,0,0,0,1
passed,False,onnx,kitti,SMALL,006258.png,1,1,1,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006259.png,2,2,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006260.png,14,9,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006261.png,7,6,5,0,1,0,0,0,1
passed,False,onnx,kitti,SMALL,006262.png,9,9,5,0,2,0,1,0,1
passed,False,onnx,kitti,SMALL,006263.png,6,6,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006264.png,4,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006265.png,3,5,2,0,1,0,0,0,1
passed,False,onnx,kitti,SMALL,006266.png,6,5,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006267.png,3,2,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006268.png,7,11,7,7,7,7,7,0,0
passed,False,onnx,kitti,SMALL,006269.png,4,4,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006270.png,2,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006271.png,6,5,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006272.png,10,4,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006273.png,7,4,3,0,1,0,0,0,1
passed,False,onnx,kitti,SMALL,006274.png,3,1,1,0,1,0,1,0,0
passed,False,onnx,kitti,SMALL,006275.png,4,4,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006276.png,9,1,1,0,7,0,3,0,4
passed,False,onnx,kitti,SMALL,006277.png,1,6,1,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006278.png,6,7,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006279.png,2,4,0,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006280.png,3,3,0,0,1,0,0,0,1
passed,False,onnx,kitti,SMALL,006281.png,15,9,4,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006282.png,3,1,0,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006283.png,2,1,0,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006284.png,8,8,3,3,8,3,7,0,1
passed,False,onnx,kitti,SMALL,006285.png,7,8,6,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006286.png,4,4,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006287.png,2,4,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006288.png,2,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006289.png,1,0,0,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006290.png,4,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006291.png,14,13,7,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006292.png,1,1,1,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006293.png,6,3,1,0,2,0,1,0,1
passed,False,onnx,kitti,SMALL,006294.png,1,2,1,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006295.png,13,7,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006296.png,5,5,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006297.png,4,2,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006298.png,7,3,3,0,1,0,1,0,0
passed,False,onnx,kitti,SMALL,006299.png,1,2,1,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006300.png,11,10,8,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006301.png,8,6,4,0,1,0,1,0,0
passed,False,onnx,kitti,SMALL,006302.png,3,3,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006303.png,8,8,5,0,2,0,2,0,0
passed,False,onnx,kitti,SMALL,006304.png,2,0,0,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006305.png,4,4,3,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006306.png,11,8,7,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006307.png,8,10,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006308.png,1,1,1,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006309.png,1,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006310.png,7,7,5,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006311.png,1,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006312.png,9,8,7,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006313.png,6,3,3,1,1,1,1,0,0
passed,False,onnx,kitti,SMALL,006314.png,10,10,8,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006315.png,3,4,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006316.png,1,1,1,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006317.png,3,2,2,0,0,0,0,0,0
passed,False,onnx,kitti,SMALL,006318.png,1,2,1,0,0,0,0,0,0
