image,tier,backend,simulated,tp,fp,fn,vru_in_gt,vru_in_pred,n_preds,n_gt
005981.png,NANO,onnx_cuda,False,0,0,0,False,False,13,9
005982.png,NANO,onnx_cuda,False,0,0,2,True,False,22,11
005983.png,NANO,onnx_cuda,False,0,0,0,False,False,32,16
005984.png,NANO,onnx_cuda,False,0,10,1,True,True,11,12
005985.png,NANO,onnx_cuda,False,0,5,4,True,True,5,12
005986.png,NANO,onnx_cuda,False,0,0,0,False,False,21,7
005987.png,NANO,onnx_cuda,False,0,0,0,False,False,6,6
005988.png,NANO,onnx_cuda,False,4,9,12,True,True,23,19
005989.png,NANO,onnx_cuda,False,0,0,0,False,False,0,4
005990.png,NANO,onnx_cuda,False,0,0,0,False,False,9,2
005991.png,NANO,onnx_cuda,False,0,0,1,True,False,0,8
005992.png,NANO,onnx_cuda,False,0,0,0,False,False,13,5
005993.png,NANO,onnx_cuda,False,0,0,0,False,False,0,1
005994.png,NANO,onnx_cuda,False,2,11,1,True,True,13,5
005995.png,NANO,onnx_cuda,False,0,0,0,False,False,0,2
005996.png,NANO,onnx_cuda,False,0,0,0,False,False,42,12
005997.png,NANO,onnx_cuda,False,0,0,2,True,False,0,7
005998.png,NANO,onnx_cuda,False,0,0,0,False,False,18,5
005999.png,NANO,onnx_cuda,False,0,0,0,False,False,21,8
006000.png,NANO,onnx_cuda,False,0,0,0,False,False,2,5
006001.png,NANO,onnx_cuda,False,0,0,0,False,False,0,4
006002.png,NANO,onnx_cuda,False,0,0,0,False,False,0,6
006003.png,NANO,onnx_cuda,False,0,0,0,False,False,23,14
006004.png,NANO,onnx_cuda,False,0,0,0,False,False,12,6
006005.png,NANO,onnx_cuda,False,0,0,0,False,False,23,11
006006.png,NANO,onnx_cuda,False,1,2,9,True,True,3,13
006007.png,NANO,onnx_cuda,False,0,0,0,False,False,17,15
006008.png,NANO,onnx_cuda,False,0,0,0,False,False,5,8
006009.png,NANO,onnx_cuda,False,0,0,0,False,False,18,5
006010.png,NANO,onnx_cuda,False,1,3,0,True,True,4,4
006011.png,NANO,onnx_cuda,False,0,0,3,True,False,50,12
006012.png,NANO,onnx_cuda,False,0,0,0,False,False,0,5
006013.png,NANO,onnx_cuda,False,0,0,0,False,False,23,5
006014.png,NANO,onnx_cuda,False,0,0,0,False,False,12,5
006015.png,NANO,onnx_cuda,False,0,0,0,False,False,9,5
006016.png,NANO,onnx_cuda,False,0,0,1,True,False,17,11
006017.png,NANO,onnx_cuda,False,0,0,0,False,False,0,2
006018.png,NANO,onnx_cuda,False,0,0,0,False,False,31,8
006019.png,NANO,onnx_cuda,False,0,0,1,True,False,4,3
006020.png,NANO,onnx_cuda,False,0,0,0,False,False,6,5
006021.png,NANO,onnx_cuda,False,1,0,0,True,True,21,4
006022.png,NANO,onnx_cuda,False,0,0,0,False,False,13,3
006023.png,NANO,onnx_cuda,False,0,0,1,True,False,0,4
006024.png,NANO,onnx_cuda,False,1,5,2,True,True,15,6
006025.png,NANO,onnx_cuda,False,0,0,0,False,False,24,8
006026.png,NANO,onnx_cuda,False,0,0,2,True,False,20,10
006027.png,NANO,onnx_cuda,False,0,0,2,True,False,26,9
006028.png,NANO,onnx_cuda,False,0,0,0,False,False,0,2
006029.png,NANO,onnx_cuda,False,1,6,0,True,True,7,1
006030.png,NANO,onnx_cuda,False,0,0,0,False,False,0,5
006031.png,NANO,onnx_cuda,False,0,0,0,False,False,16,7
006032.png,NANO,onnx_cuda,False,0,0,0,False,False,20,3
006033.png,NANO,onnx_cuda,False,0,0,0,False,False,13,11
006034.png,NANO,onnx_cuda,False,0,0,1,True,False,42,18
006035.png,NANO,onnx_cuda,False,1,7,0,True,True,8,1
006036.png,NANO,onnx_cuda,False,0,0,0,False,False,2,6
006037.png,NANO,onnx_cuda,False,0,0,0,False,False,2,6
006038.png,NANO,onnx_cuda,False,0,0,0,False,False,0,6
006039.png,NANO,onnx_cuda,False,0,0,1,True,False,23,9
006040.png,NANO,onnx_cuda,False,0,0,0,False,False,11,6
006041.png,NANO,onnx_cuda,False,0,0,0,False,False,7,7
006042.png,NANO,onnx_cuda,False,0,0,0,False,False,6,5
006043.png,NANO,onnx_cuda,False,0,0,0,False,False,1,3
006044.png,NANO,onnx_cuda,False,0,0,0,False,False,13,5
006045.png,NANO,onnx_cuda,False,0,0,0,False,False,9,8
006046.png,NANO,onnx_cuda,False,0,0,0,False,False,0,12
006047.png,NANO,onnx_cuda,False,0,0,0,False,False,20,11
006048.png,NANO,onnx_cuda,False,0,0,0,False,False,9,8
006049.png,NANO,onnx_cuda,False,0,0,0,False,False,1,6
006050.png,NANO,onnx_cuda,False,0,0,0,False,False,40,9
006051.png,NANO,onnx_cuda,False,0,5,2,True,True,11,7
006052.png,NANO,onnx_cuda,False,0,0,1,True,False,21,11
006053.png,NANO,onnx_cuda,False,1,5,0,True,True,6,1
006054.png,NANO,onnx_cuda,False,0,0,0,False,False,19,9
006055.png,NANO,onnx_cuda,False,0,0,0,False,False,32,13
006056.png,NANO,onnx_cuda,False,0,0,0,False,False,10,4
006057.png,NANO,onnx_cuda,False,0,0,0,False,False,10,2
006058.png,NANO,onnx_cuda,False,0,0,0,False,False,0,5
006059.png,NANO,onnx_cuda,False,0,0,0,False,False,2,6
006060.png,NANO,onnx_cuda,False,0,0,0,False,False,19,12
006061.png,NANO,onnx_cuda,False,0,0,0,False,False,0,2
006062.png,NANO,onnx_cuda,False,0,0,1,True,False,16,4
006063.png,NANO,onnx_cuda,False,0,0,0,False,False,8,10
006064.png,NANO,onnx_cuda,False,0,0,0,False,False,31,16
006065.png,NANO,onnx_cuda,False,0,9,2,True,True,9,7
006066.png,NANO,onnx_cuda,False,0,0,0,False,False,16,10
006067.png,NANO,onnx_cuda,False,0,0,1,True,False,0,7
006068.png,NANO,onnx_cuda,False,1,9,0,True,True,29,6
006069.png,NANO,onnx_cuda,False,0,1,0,False,True,2,7
