image,tier,backend,execution_providers,simulated,tp,fp,fn,vru_in_gt,vru_in_pred,n_preds,n_gt,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source
007047.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,17,11,39.0,0.06908702850341797,51.0,570.0,nvml
007048.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,3,39.0,0.06908702850341797,51.0,570.0,nvml
007049.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,12,4,39.0,0.06908702850341797,51.0,570.0,nvml
007050.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,2,9,39.0,0.06908702850341797,51.0,570.0,nvml
007051.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,3,0,False,True,3,10,39.0,0.06908702850341797,51.0,570.0,nvml
007052.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,2,1,True,True,3,10,39.0,0.06908702850341797,51.0,570.0,nvml
007053.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,2,True,False,12,8,38.0,0.06908702850341797,51.0,570.0,nvml
007054.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,4,38.0,0.06908702850341797,51.0,570.0,nvml
007055.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,4,0,False,True,4,5,38.0,0.06908702850341797,51.0,570.0,nvml
007056.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,2,10,38.0,0.06908702850341797,51.0,570.0,nvml
007057.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,1,4,38.0,0.06908702850341797,51.0,570.0,nvml
007058.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,7,5,38.0,0.06908702850341797,51.0,570.0,nvml
007059.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,17,6,38.0,0.06908702850341797,51.0,570.0,nvml
007060.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,20,6,38.0,0.06908702850341797,51.0,570.0,nvml
007061.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,4,7,38.0,0.06908702850341797,51.0,570.0,nvml
007062.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,4,4,37.0,0.06908702850341797,51.0,570.0,nvml
007063.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,7,5,37.0,0.06908702850341797,51.0,570.0,nvml
007064.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,1,8,37.0,0.06908702850341797,51.0,570.0,nvml
007065.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,18,6,37.0,0.06908702850341797,51.0,570.0,nvml
007066.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,9,11,37.0,0.06908702850341797,51.0,570.0,nvml
007067.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,2,True,False,33,11,37.0,0.06908702850341797,51.0,570.0,nvml
007068.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,4,37.0,0.06908702850341797,51.0,570.0,nvml
007069.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,11,10,37.0,0.06908702850341797,51.0,570.0,nvml
007070.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,3,True,False,4,9,37.0,0.06908702850341797,51.0,570.0,nvml
007071.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,4,13,37.0,0.06908702850341797,51.0,570.0,nvml
007072.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,0,2,39.0,0.06908702850341797,51.0,555.0,nvml
007073.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,1,2,0,True,True,3,1,39.0,0.06908702850341797,51.0,555.0,nvml
007074.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,2,39.0,0.06908702850341797,51.0,555.0,nvml
007075.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,0,1,39.0,0.06908702850341797,51.0,555.0,nvml
007076.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,8,3,39.0,0.06908702850341797,51.0,555.0,nvml
007077.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,1,10,0,True,True,17,2,39.0,0.06908702850341797,51.0,555.0,nvml
007078.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,4,39.0,0.06908702850341797,51.0,555.0,nvml
007079.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,3,39.0,0.06908702850341797,51.0,555.0,nvml
007080.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,0,2,39.0,0.06908702850341797,51.0,555.0,nvml
007081.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,12,10,39.0,0.06908702850341797,51.0,555.0,nvml
007082.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,1,40.0,0.06908702850341797,51.0,555.0,nvml
007083.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,4,3,40.0,0.06908702850341797,51.0,555.0,nvml
007084.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,1,7,0,True,True,8,1,40.0,0.06908702850341797,51.0,555.0,nvml
007085.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,11,5,40.0,0.06908702850341797,51.0,555.0,nvml
007086.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,1,40.0,0.06908702850341797,51.0,555.0,nvml
007087.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,7,10,40.0,0.06908702850341797,51.0,555.0,nvml
007088.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,12,6,40.0,0.06908702850341797,51.0,555.0,nvml
007089.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,4,40.0,0.06908702850341797,51.0,555.0,nvml
007090.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,10,4,40.0,0.06908702850341797,51.0,555.0,nvml
007091.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,12,7,38.0,0.06908702850341797,51.0,555.0,nvml
007092.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,3,2,True,True,3,5,38.0,0.06908702850341797,51.0,555.0,nvml
007093.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,1,6,38.0,0.06908702850341797,51.0,555.0,nvml
007094.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,6,8,True,True,6,8,38.0,0.06908702850341797,51.0,555.0,nvml
007095.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,8,6,38.0,0.06908702850341797,51.0,555.0,nvml
007096.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,16,7,38.0,0.06908702850341797,51.0,555.0,nvml
007097.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,14,5,38.0,0.06908702850341797,51.0,555.0,nvml
007098.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,7,0,False,True,7,6,38.0,0.06908702850341797,51.0,555.0,nvml
007099.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,42,16,38.0,0.06908702850341797,51.0,555.0,nvml
007100.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,7,6,38.0,0.06908702850341797,51.0,555.0,nvml
007101.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,27,17,39.0,0.06908702850341797,51.0,555.0,nvml
007102.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,10,15,39.0,0.06908702850341797,51.0,555.0,nvml
007103.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,0,5,39.0,0.06908702850341797,51.0,555.0,nvml
007104.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,6,6,39.0,0.06908702850341797,51.0,555.0,nvml
007105.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,4,39.0,0.06908702850341797,51.0,555.0,nvml
007106.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,4,39.0,0.06908702850341797,51.0,555.0,nvml
007107.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,30,12,39.0,0.06908702850341797,51.0,555.0,nvml
007108.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,22,6,39.0,0.06908702850341797,51.0,555.0,nvml
007109.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,4,15,6,True,True,19,15,39.0,0.06908702850341797,51.0,555.0,nvml
007110.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,0,1,39.0,0.06908702850341797,51.0,555.0,nvml
007111.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,21,2,39.0,0.06908702850341797,51.0,555.0,nvml
007112.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,1,39.0,0.06908702850341797,51.0,555.0,nvml
007113.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,2,39.0,0.06908702850341797,51.0,555.0,nvml
007114.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,2,0,False,True,28,12,39.0,0.06908702850341797,51.0,555.0,nvml
007115.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,0,2,39.0,0.06908702850341797,51.0,555.0,nvml
007116.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,12,6,39.0,0.06908702850341797,51.0,555.0,nvml
007117.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,14,8,39.0,0.06908702850341797,51.0,555.0,nvml
007118.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,2,True,False,0,4,39.0,0.06908702850341797,51.0,555.0,nvml
007119.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,6,39.0,0.06908702850341797,51.0,555.0,nvml
007120.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,1,0,False,True,1,6,39.0,0.06908702850341797,51.0,555.0,nvml
007121.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,15,11,39.0,0.06908702850341797,51.0,555.0,nvml
007122.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,1,1,True,True,2,7,39.0,0.06908702850341797,51.0,555.0,nvml
007123.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,34,8,39.0,0.06908702850341797,51.0,555.0,nvml
007124.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,4,7,39.0,0.06908702850341797,51.0,555.0,nvml
007125.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,4,39.0,0.06908702850341797,51.0,555.0,nvml
007126.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,0,1,39.0,0.06908702850341797,51.0,555.0,nvml
007127.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,2,39.0,0.06908702850341797,51.0,555.0,nvml
007128.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,10,8,39.0,0.06908702850341797,51.0,555.0,nvml
007129.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,1,11,6,True,True,12,10,39.0,0.06908702850341797,51.0,555.0,nvml
007130.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,10,5,41.0,0.06908702850341797,51.0,562.0,nvml
007131.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,20,10,41.0,0.06908702850341797,51.0,562.0,nvml
007132.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,42,11,41.0,0.06908702850341797,51.0,562.0,nvml
007133.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,4,3,41.0,0.06908702850341797,51.0,562.0,nvml
007134.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,16,7,41.0,0.06908702850341797,51.0,562.0,nvml
007135.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,16,7,41.0,0.06908702850341797,51.0,562.0,nvml
007136.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,2,16,0,True,True,28,10,41.0,0.06908702850341797,51.0,562.0,nvml
007137.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,33,11,41.0,0.06908702850341797,51.0,562.0,nvml
007138.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,20,8,41.0,0.06908702850341797,51.0,562.0,nvml
007139.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,5,6,36.0,0.06908702850341797,51.0,562.0,nvml
007140.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,9,5,36.0,0.06908702850341797,51.0,562.0,nvml
007141.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,4,3,36.0,0.06908702850341797,51.0,562.0,nvml
007142.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,15,8,36.0,0.06908702850341797,51.0,562.0,nvml
007143.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,9,5,36.0,0.06908702850341797,51.0,562.0,nvml
007144.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,4,36.0,0.06908702850341797,51.0,562.0,nvml
007145.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,8,36.0,0.06908702850341797,51.0,562.0,nvml
007146.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,2,0,False,True,8,4,36.0,0.06908702850341797,51.0,562.0,nvml
007147.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,1,6,0,True,True,26,4,36.0,0.06908702850341797,51.0,562.0,nvml
007148.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,10,5,36.0,0.06908702850341797,51.0,562.0,nvml
007149.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,13,9,40.0,0.06908702850341797,51.0,562.0,nvml
007150.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,0,1,40.0,0.06908702850341797,51.0,562.0,nvml
007151.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,28,11,40.0,0.06908702850341797,51.0,562.0,nvml
007152.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,11,5,40.0,0.06908702850341797,51.0,562.0,nvml
007153.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,20,8,40.0,0.06908702850341797,51.0,562.0,nvml
007154.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,0,1,40.0,0.06908702850341797,51.0,562.0,nvml
007155.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,10,1,40.0,0.06908702850341797,51.0,562.0,nvml
007156.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,2,True,False,35,13,40.0,0.06908702850341797,51.0,562.0,nvml
007157.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,1,9,0,True,True,10,5,40.0,0.06908702850341797,51.0,562.0,nvml
007158.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,2,39.0,0.06908702850341797,51.0,562.0,nvml
007159.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,6,2,True,True,6,2,39.0,0.06908702850341797,51.0,562.0,nvml
007160.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,22,8,39.0,0.06908702850341797,51.0,562.0,nvml
007161.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,1,3,3,True,True,16,7,39.0,0.06908702850341797,51.0,562.0,nvml
007162.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,7,9,39.0,0.06908702850341797,51.0,562.0,nvml
007163.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,21,11,39.0,0.06908702850341797,51.0,562.0,nvml
007164.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,8,4,39.0,0.06908702850341797,51.0,562.0,nvml
007165.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,10,6,39.0,0.06908702850341797,51.0,562.0,nvml
007166.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,29,10,39.0,0.06908702850341797,51.0,562.0,nvml
007167.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,5,7,39.0,0.06908702850341797,51.0,562.0,nvml
007168.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,0,6,38.0,0.06908702850341797,51.0,562.0,nvml
007169.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,19,9,38.0,0.06908702850341797,51.0,562.0,nvml
007170.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,4,38.0,0.06908702850341797,51.0,562.0,nvml
007171.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,21,12,38.0,0.06908702850341797,51.0,562.0,nvml
007172.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,3,5,38.0,0.06908702850341797,51.0,562.0,nvml
007173.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,2,38.0,0.06908702850341797,51.0,562.0,nvml
007174.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,10,13,38.0,0.06908702850341797,51.0,562.0,nvml
007175.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,1,38.0,0.06908702850341797,51.0,562.0,nvml
007176.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,5,38.0,0.06908702850341797,51.0,562.0,nvml
007177.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,2,True,False,23,9,40.0,0.06908702850341797,51.0,562.0,nvml
007178.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,33,9,40.0,0.06908702850341797,51.0,562.0,nvml
007179.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,4,39,0,True,True,43,6,40.0,0.06908702850341797,51.0,562.0,nvml
007180.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,6,4,40.0,0.06908702850341797,51.0,562.0,nvml
007181.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,9,2,40.0,0.06908702850341797,51.0,562.0,nvml
007182.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,3,True,False,34,11,40.0,0.06908702850341797,51.0,562.0,nvml
007183.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,6,9,40.0,0.06908702850341797,51.0,562.0,nvml
007184.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,7,0,False,True,14,4,40.0,0.06908702850341797,51.0,562.0,nvml
007185.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,27,12,40.0,0.06908702850341797,51.0,562.0,nvml
007186.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,4,40.0,0.06908702850341797,51.0,562.0,nvml
007187.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,1,37.0,0.06908702850341797,51.0,562.0,nvml
007188.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,1,7,0,True,True,8,1,37.0,0.06908702850341797,51.0,562.0,nvml
007189.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,5,True,False,0,7,37.0,0.06908702850341797,51.0,562.0,nvml
007190.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,10,2,37.0,0.06908702850341797,51.0,562.0,nvml
007191.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,4,37.0,0.06908702850341797,51.0,562.0,nvml
007192.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,3,True,False,41,11,37.0,0.06908702850341797,51.0,562.0,nvml
007193.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,6,5,37.0,0.06908702850341797,51.0,562.0,nvml
007194.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,10,5,37.0,0.06908702850341797,51.0,562.0,nvml
007195.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,35,12,37.0,0.06908702850341797,51.0,562.0,nvml
007196.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,11,8,37.0,0.06908702850341797,51.0,562.0,nvml
007197.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,5,39.0,0.06908702850341797,51.0,562.0,nvml
007198.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,0,5,39.0,0.06908702850341797,51.0,562.0,nvml
007199.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,1,3,1,True,True,4,6,39.0,0.06908702850341797,51.0,562.0,nvml
007200.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,34,11,39.0,0.06908702850341797,51.0,562.0,nvml
007201.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,2,1,True,True,9,9,39.0,0.06908702850341797,51.0,562.0,nvml
007202.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,2,17,9,True,True,26,15,39.0,0.06908702850341797,51.0,562.0,nvml
007203.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,4,True,False,35,10,39.0,0.06908702850341797,51.0,562.0,nvml
007204.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,7,8,39.0,0.06908702850341797,51.0,562.0,nvml
007205.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,0,False,False,7,5,39.0,0.06908702850341797,51.0,562.0,nvml
007206.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,11,7,36.0,0.06908702850341797,51.0,562.0,nvml
007207.png,NANO,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",False,0,0,1,True,False,0,4,36.0,0.06908702850341797,51.0,562.0,nvml
