image,policy,policy_label,load_profile,tier,latency_ms,pressure,load_injector,load_worker_processes,backend,execution_providers,coreml_provider_options,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source,vru_tp,vru_fp,vru_fn,obstacle_tp,obstacle_fp,obstacle_fn,frame_sha256
006201.png,threshold,Threshold,moderate,SMALL,9.912,0.4917,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0.0,0.17211437225341797,61.0,1485.0,nvml,1,8,0,0,0,0,e5ac3345d0f7e75072d6bb230badf301f7e163066ad734ef66f3e3a810d1eff3
007377.png,threshold,Threshold,moderate,SMALL,9.66,0.5211,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0.0,0.17211437225341797,61.0,1485.0,nvml,0,2,1,1,3,2,cea7c108f356eb292c1ea0c9c95a6f6c9872e3d59752c5cc18489df7095afb51
006587.png,threshold,Threshold,moderate,SMALL,9.359,0.5211,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},0.0,0.17211437225341797,61.0,1485.0,nvml,0,0,0,5,39,2,e03f0b957169b69443169c2d06d9940b45cc6a8e7a21122b0a4ab8f84391731e
006905.png,threshold,Threshold,moderate,SMALL,9.418,0.5211,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},11.0,0.17211437225341797,61.0,1485.0,nvml,0,0,0,2,10,0,c5b07198e34937f9d6a96a96dc15eee3713b977e20f818afc01921f68de14a82
007244.png,threshold,Threshold,moderate,SMALL,9.482,0.5211,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},11.0,0.17211437225341797,61.0,1485.0,nvml,0,0,0,1,4,3,6badbe31f7aefbb8794399fb85e9cbdfea11bb66f388ea4f2abd6ff86f2c686a
007031.png,threshold,Threshold,moderate,SMALL,10.74,0.5211,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},11.0,0.17211437225341797,61.0,1485.0,nvml,0,0,0,6,29,3,c3516b23561229f611bb5c7edf7a76064656346c8a8b1eed311534fe610e0b56
006369.png,threshold,Threshold,moderate,SMALL,9.231,0.5914,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},11.0,0.17211437225341797,61.0,1485.0,nvml,0,0,1,1,8,3,9620d192ff6a8283ab60a8d9d238f5bb753dd38f923678bef984d739ff3f91f0
006254.png,threshold,Threshold,moderate,SMALL,9.126,0.5914,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},11.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,0,0,6,c3d39d9d7e83f8ce7a8c64cbb90edd91615d9fa91b252d964b6fe19baa1d9a5f
006781.png,threshold,Threshold,moderate,SMALL,9.284,0.5914,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},11.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,5,37,3,fdb6e131042d2e4d738e828910b41dafc7687aaf9fcba371d6113cef6936d154
006840.png,threshold,Threshold,moderate,SMALL,9.305,0.5914,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},11.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,3,8,1,51f93f375e1cf6ff0c3149776a4e473a5629812db4649edb7784723352843f4d
007416.png,threshold,Threshold,moderate,SMALL,10.046,0.5914,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},11.0,0.17211437225341797,62.0,1485.0,nvml,0,0,1,1,8,0,b9e64205e08c82f29fdc52d79c01fe9ee6e574215eb7d754fa9f88bb48c3fd04
007420.png,threshold,Threshold,moderate,SMALL,9.493,0.562,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},11.0,0.17211437225341797,62.0,1485.0,nvml,6,51,5,0,0,1,532e8f10c7e76fecef972928806e6e1992cc435dbea5579fdf46b121d50cbabd
007182.png,threshold,Threshold,moderate,SMALL,10.21,0.562,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},11.0,0.17211437225341797,62.0,1485.0,nvml,0,0,3,5,40,3,a2b9fbb0a27fd24216922d0210658eecce2faa1718651463fb0f1cf7d131f537
007443.png,threshold,Threshold,moderate,SMALL,9.318,0.562,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},29.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,0,4,3,0baa6e2027d2b37bab6b5aa122b3bcbd9960b39b976c86a45031e096e6dd8a5c
006164.png,threshold,Threshold,moderate,SMALL,9.096,0.562,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},29.0,0.17211437225341797,62.0,1485.0,nvml,1,10,0,0,0,0,27b40d22619cc225739c3def101c608293f66a6965a0620fff686b60e37238a0
007087.png,threshold,Threshold,moderate,SMALL,10.172,0.6216,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},29.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,4,24,5,c74ab8d4622a25736c07084b4b0f48c8c47f6c965843a566d01383ccd9984c21
006681.png,threshold,Threshold,moderate,SMALL,9.343,0.6216,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},29.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,3,18,0,a92c0ec6de6b70f33c4367745976b91f1149deff7ee29d61c9db9e248361b615
006319.png,threshold,Threshold,moderate,NANO,7.256,0.6216,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},29.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,2,14,2,23fcf1aa27e90ecdb59c5384dd06db901ea93a430299e92ec70173e6ba6473a2
007392.png,threshold,Threshold,moderate,NANO,6.296,0.6216,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},29.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,3,6,4,732e6efc7ee28c0c50fc9db1d904252484e995da7b65b217e80e8a4d82d2ab95
006148.png,threshold,Threshold,moderate,NANO,6.041,0.6216,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},29.0,0.17211437225341797,62.0,1485.0,nvml,0,0,3,0,0,2,37d492dfb540a9ab21d0c34679a913c46adda29dc811b59f14a7e859e3c62eca
006447.png,threshold,Threshold,moderate,NANO,6.07,0.5946,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},29.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,0,0,6,97ef08f7d0ef29684f261ad44ae7d575843db85024d874a850b1085c1af053a8
006857.png,threshold,Threshold,moderate,NANO,7.012,0.5946,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},29.0,0.17211437225341797,62.0,1485.0,nvml,0,4,0,1,8,4,681785848f43776140dadaae4a56c0c44590905b3f37138a9c375409ef0bc148
006127.png,threshold,Threshold,moderate,SMALL,9.488,0.5946,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},29.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,6,39,7,4e121594fd2441d553cfc0aa0b70e7773b4432c3b3788789428c91b5aa959b58
006831.png,threshold,Threshold,moderate,SMALL,9.191,0.5946,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},29.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,0,0,7,ae3ee221b64ae1a71c3826830a99a88fcc2f314add7a3410903ed876fb51fa2c
006461.png,threshold,Threshold,moderate,SMALL,9.162,0.5946,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},25.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,1,0,4,af24417508d6ea0c01629139730d5ffd9c38b56120fda78d0409cbbd809e2a34
007415.png,threshold,Threshold,moderate,SMALL,10.437,0.5946,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},25.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,2,8,2,bd8f35128a89d82e17c465cfe983550a90b03692a37b970fe3a3266a167988bf
006154.png,threshold,Threshold,moderate,SMALL,9.689,0.6268,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},25.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,3,25,3,eb2be7177b9502a683d5413eba52492c7150eaf0ddbd9b96bfe892328bcc53f0
007336.png,threshold,Threshold,moderate,SMALL,9.189,0.6268,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},25.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,1,9,2,0ad1d4954204af94c6b29ea5c3992ff4b94f73657d5abe22840afbd678c22a67
006621.png,threshold,Threshold,moderate,NANO,7.178,0.6268,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},25.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,0,0,3,aea0e218526ec7a387659303ce61f8fb897032b6e82b8b9b3d9bb562bbc6884f
006478.png,threshold,Threshold,moderate,NANO,6.444,0.6268,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},25.0,0.17211437225341797,62.0,1485.0,nvml,1,4,3,1,12,1,1147c4e83f1fa12ad0db1b2db3e9077bae8505b1cdd77bb5df749faa622c7643
006352.png,threshold,Threshold,moderate,NANO,5.47,0.6004,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},25.0,0.17211437225341797,62.0,1485.0,nvml,0,0,1,1,12,0,46e79e40936cf2a7f91a7e8da6f434bcc6f495005693e04b0a0dee2ebf61b1a5
007230.png,threshold,Threshold,moderate,NANO,5.393,0.6004,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},25.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,3,9,2,279153692c506d3eee390b380fd67dacea31b862867639736f6af5c43c704624
007113.png,threshold,Threshold,moderate,NANO,7.087,0.6004,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},25.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,0,0,1,34850708357c1148d0d85b3d599a32230d72fecbba09f638311ab16d5f097508
007162.png,threshold,Threshold,moderate,NANO,5.859,0.6004,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},25.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,1,6,7,a4f19ce996240f5fd091d3049f4a41fd6d2b319413b0a174b3b5949fd352f956
007130.png,threshold,Threshold,moderate,NANO,5.33,0.6004,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,0,0,1,0,0,3,2d6baa3971c34734c61aad66b2592c31d5b14a59dac3127f11e959b97820c1a6
006651.png,threshold,Threshold,moderate,NANO,5.544,0.6004,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,0,0,1,1,4,2,8e70c49cc8d58c69ca3b2cafc776e5e15d3aceefb767a0c46b7d63abdb7cd76b
006282.png,threshold,Threshold,moderate,NANO,5.31,0.5909,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,0,0,3,f8c113c069316ec32ae50b1e10dcaedd698ff96e0250f71bdb8f2cb529dba298
006034.png,threshold,Threshold,moderate,NANO,5.273,0.5909,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,0,0,1,9,33,6,6dfe9b1185cc1e8ffb42d8dcff21a2b20c1c932c80b48400c062ff733153c65c
006519.png,threshold,Threshold,moderate,SMALL,10.067,0.5909,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,0,11,3,5,32,3,1930fb8b512b0893b08f5dca5848759b89193be3f9734e05df455a1ee2893d97
007441.png,threshold,Threshold,moderate,SMALL,9.933,0.5909,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,1,10,0,1287f5f32c0153a683655278247c4d6d928c860890974e518cc6088800a23e33
006438.png,threshold,Threshold,moderate,SMALL,10.343,0.5909,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,5,31,2,e49a6ab394c1951f3b870d59c5aca834bddcff6be435a0bea0dd6838bf092139
007456.png,threshold,Threshold,moderate,SMALL,10.003,0.5915,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,0,0,5,ae5f53e0dd3dc3d082e334fb58ff6ae72c45505c9c78dfcd26a21a4ad97d9538
006904.png,threshold,Threshold,moderate,SMALL,10.136,0.5915,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,0,0,1,4,40,6,fafb67fe64e7d64120fe1f0ef150bade6efebc165f6f3f9981da944e253b4295
007445.png,threshold,Threshold,moderate,SMALL,10.018,0.5915,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,4,9,3,f94a5719804aafb2ca9b22b89406080eac55a7bf504efd6a317cc697cd87b617
006746.png,threshold,Threshold,moderate,SMALL,9.585,0.5915,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,7,63,1,50422ff583cbdf11bd0f8dd3f3c818cdeff22d5dce1db6e88f273642074fefc4
007151.png,threshold,Threshold,moderate,SMALL,9.601,0.5915,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,9,71,2,f806e78b52f066c72d8317db20cef8800e10ee9e3f049cda34bf09011b22ee1c
006946.png,threshold,Threshold,moderate,SMALL,9.654,0.6047,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,1,5,1,0568f4563e9417311a3bae3b73774712b26b2da5b388318a0bdcc3b6e4682ff8
006617.png,threshold,Threshold,moderate,SMALL,9.225,0.6047,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,1,4,1,0,0,4,e7f8541353bfb764bbf8a711a8404e755de2e27053e377ad3f7539dfe4e8c87f
006434.png,threshold,Threshold,moderate,NANO,7.404,0.6047,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,1,7,0,0,1,0,6d197b35cc248df65a7d61c31e36665fa3a208626478431dc148cfb0146e5b54
007063.png,threshold,Threshold,moderate,NANO,6.51,0.6047,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,1,6,3,bd9a68a5516d7a5cfb14d1a0fb7042d9a3fd4a5fa6e58ab58a35df7cc50570bc
006080.png,threshold,Threshold,moderate,NANO,6.01,0.6047,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,1,4,4,bbff128569abc67f95641c1cddbd91f3af41f5fc8976bfd9909eacd0e7e5928d
006280.png,threshold,Threshold,moderate,NANO,6.495,0.6047,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,0,0,1,0,0,2,2d64a9cd133685ce3dc1039a531392d5a80f6240bd0172efb4dd33e4b1fd9995
006829.png,threshold,Threshold,moderate,NANO,6.291,0.5863,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,1,14,3,b20fe79e1b5e429d62071c3ae8929017d455f33bdf056a60191e2b62ae7d326d
006122.png,threshold,Threshold,moderate,NANO,6.317,0.5863,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,2,4,4,0,0,0,c5f98949544dc25f45efd9d013dfb186b2c16f507ad980b2e7dcd4dc047a42f7
007161.png,threshold,Threshold,moderate,SMALL,9.283,0.5863,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,0,11,4,1,8,0,8d0c96e1c4053243dd00961197ef852e414338229c00b7381b5533bcb502da70
006363.png,threshold,Threshold,moderate,SMALL,9.459,0.5863,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,0,2,0,2,5,3,ee9cc8a018651f254266e233393501789379529216b8c3a8321c729543f1852b
007405.png,threshold,Threshold,moderate,SMALL,9.531,0.5863,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,2,11,1,422ddd9bc3c38fd91a6cd77d79cc77f50b5e7f1807fac916f8cf651f0712f7a2
007158.png,threshold,Threshold,moderate,SMALL,9.526,0.6181,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,2,6,0,6e18186897bb1fdd3989e7b9545ffd1ac8cce2bb2aa9bc5390053ce806f094fb
007200.png,threshold,Threshold,moderate,SMALL,10.427,0.6181,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,6,50,4,751257846d151f944fa6bf5381f804f790522d1c74df698489fd7c099d44cfe0
006533.png,threshold,Threshold,moderate,NANO,6.475,0.6181,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,0,0,4,56e7788582445d850dc537f71edc97799763e88b2f6ea33aa832305ac1e89c00
006484.png,threshold,Threshold,moderate,NANO,5.518,0.6181,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,0,0,1,0,0,2,fdacb85e4a21d05970eadc8e2400b5f1e9c02509788cd6e5f205eed2d33a8017
006891.png,threshold,Threshold,moderate,NANO,5.498,0.6181,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,2,21,1,2e78b17a4314a12e2fc36668a391b5d7078c891da7b5695dd67904fe16ffb0f9
006270.png,threshold,Threshold,moderate,NANO,6.545,0.6007,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,0,0,2,46d001922097073f77f8b439f36802b17659a40ca861ce6043516691ecb38266
006413.png,threshold,Threshold,moderate,NANO,6.243,0.6007,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,0,0,4,39259cff1e15bf28c191eb7b00c84fb0c2794910edd8b5c147645ca2033319e2
006874.png,threshold,Threshold,moderate,NANO,5.701,0.6007,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},24.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,0,0,3,2a3f7f0aa4c729617b3ea53afbe85800ae71fed6cd4d19d4776d8067ef3a7397
006368.png,threshold,Threshold,moderate,NANO,5.434,0.6007,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,3,17,6,491bdec88bc3472b311a82ed846d85d6787e11a7f089172d22afecaa6764bcd8
007358.png,threshold,Threshold,moderate,NANO,5.48,0.6007,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,2,7,1,8bad7ce4eb5d879495e3412d12ad3ba9ad1ca81c92633b638b2b9935918c4cbf
006475.png,threshold,Threshold,moderate,NANO,5.757,0.6007,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,6,23,5,0,0,1,53b94068762e3875a189249041e6c1fbb4ec474db143f19dcffc34b183cb0946
006417.png,threshold,Threshold,moderate,NANO,5.449,0.5796,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,0,0,5,1a98424c6e1d2e030a5a3d09bc5475b94af6288f5a2393a6dc8526750af89a87
006778.png,threshold,Threshold,moderate,NANO,6.897,0.5796,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,0,0,1,3,13,1,b38b676d5725223a5e5d8471062b7b9921d3da9dedf525474fd651938636bf93
007082.png,threshold,Threshold,moderate,SMALL,9.406,0.5796,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,1,2,0,94126cf81b77555edd0b45f3e107ce8c4b89beaa13ef6f4933b8d6473cc0958b
006712.png,threshold,Threshold,moderate,SMALL,9.427,0.5796,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,0,0,4,6a57dde4b4811ed526aad0bddeb087bbb9f26743c83a33977633c99adc3dffdc
006213.png,threshold,Threshold,moderate,SMALL,9.147,0.5796,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,0,0,2,0,0,13,36de8f18771b6d26c1757e4b38264a6fb381921fa368b7cbd6ed1d5067f1022f
006675.png,threshold,Threshold,moderate,SMALL,9.65,0.5796,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,1,9,2,8c6ab0fa3385ab25688a57a5887d8683f63514f781fc8dce643ed357c3d8c25d
007411.png,threshold,Threshold,moderate,SMALL,10.467,0.5798,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,5,41,0,468ad5c920972175810184f602a3b9d4ccbf6c92a526dc6bb0a0e34216620e4a
006249.png,threshold,Threshold,moderate,SMALL,9.289,0.5798,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},21.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,0,0,4,1778f51a5b8fef5d2d9e34295dd8639c87032b1f13e750d20c909d759217d4ef
006221.png,threshold,Threshold,moderate,SMALL,9.303,0.5798,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},26.0,0.17211437225341797,62.0,1485.0,nvml,2,1,2,2,17,1,ced10c1bb945cc7a176eeb0be0ab3dacd62c24129a5d8388bb249d888fc02cf8
006386.png,threshold,Threshold,moderate,SMALL,9.279,0.5798,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},26.0,0.17211437225341797,62.0,1485.0,nvml,0,0,0,0,0,5,e3835a110772bd272b18d6598cd48472497d1032a7eb4da705e77a704f29e315
006566.png,threshold,Threshold,moderate,SMALL,9.386,0.5798,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},26.0,0.17211437225341797,63.0,1485.0,nvml,0,0,0,0,0,1,e876051807d68bd900e3065330ffda3e4c2ec6849b463c8b230a9ad76c5ec8ba
006500.png,threshold,Threshold,moderate,SMALL,9.24,0.6096,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},26.0,0.17211437225341797,63.0,1485.0,nvml,0,2,1,0,0,4,0252ebb23b9d44f2ce287edc33bbefbd6b8c6339a802ec2fc0d72f615146085a
007229.png,threshold,Threshold,moderate,SMALL,9.382,0.6096,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},26.0,0.17211437225341797,63.0,1485.0,nvml,0,0,1,1,4,2,ed3170bd849805d805f48693b2ea792331b7d607664cfadded8813be1c3c2c5d
007099.png,threshold,Threshold,moderate,NANO,7.008,0.6096,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},26.0,0.17211437225341797,63.0,1485.0,nvml,0,0,1,7,35,7,7de3e8cc588a545809c9368c2ec09558060a6afd848bc00b3016eb74e3f8c5a6
006800.png,threshold,Threshold,moderate,NANO,6.749,0.6096,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},26.0,0.17211437225341797,63.0,1485.0,nvml,2,9,1,0,0,2,4c6ff2249729c33268260f4a17108cf27bec78e261f3ade2b9455be9d7176bc7
007005.png,threshold,Threshold,moderate,NANO,5.144,0.6096,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},26.0,0.17211437225341797,63.0,1485.0,nvml,0,0,0,0,0,9,aeae800a16c9a366c4617cdb90c91bbcc53e698e9eb42992ca5ecf73c24c2136
006322.png,threshold,Threshold,moderate,NANO,6.989,0.6036,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},26.0,0.17211437225341797,63.0,1485.0,nvml,0,0,0,0,0,8,67af157118b32dc219b3c3bedbd857b4c52e9eb58ebe36d9367f390ae76e3a5b
006520.png,threshold,Threshold,moderate,NANO,7.021,0.6036,process_steady_v3,15,onnx_cuda,"['CUDAExecutionProvider', 'CPUExecutionProvider']",{},26.0,0.17211437225341797,63.0,1485.0,nvml,0,0,0,5,24,3,6867828c754dfdf4e38c12791a5cd85e8089b8fde8b5547fee4c9c8e8fc6db5d
