run_idx,block,policy,load_profile,load_intensity,load_injector,load_worker_processes,burst_cycle_frame,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source,policy_ms,inference_ms,preprocess_ms,postprocess_ms,end_to_end_ms,backend,execution_providers,coreml_provider_options,simulated,n_detections,vru_detected,frame,tdp_energy_estimate_j,tdp_watts,tdp_label,energy_profile_estimate_low_j,energy_profile_estimate_j,energy_profile_estimate_high_j,energy_profile_power_w,energy_profile_name,energy_profile_source,energy_profile_is_measured
0,0,threshold,moderate,0.5,process_steady_v3,15,,SMALL,11.809,0.4671,45.9,69.8,,0.0,0.17211437225341797,61.0,1485.0,nvml,0.01,8.001,2.546,1.233,1477.633,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,9,True,006201.png,,,,,,,,,,False
1,0,threshold,moderate,0.5,process_steady_v3,15,,SMALL,9.999,0.6211,71.1,70.9,,0.0,0.17211437225341797,61.0,1485.0,nvml,0.008,7.741,1.387,0.853,10.157,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,18,True,007377.png,,,,,,,,,,False
2,0,threshold,moderate,0.5,process_steady_v3,15,,SMALL,10.73,0.6211,71.1,70.9,,0.0,0.17211437225341797,61.0,1485.0,nvml,0.004,7.926,1.534,1.25,10.925,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,44,False,006587.png,,,,,,,,,,False
3,0,threshold,moderate,0.5,process_steady_v3,15,,SMALL,11.012,0.6211,71.1,70.9,,0.0,0.17211437225341797,61.0,1485.0,nvml,0.004,8.912,1.349,0.737,11.154,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,12,False,006905.png,,,,,,,,,,False
4,0,threshold,moderate,0.5,process_steady_v3,15,,SMALL,10.961,0.6013,67.8,70.9,,0.0,0.17211437225341797,61.0,1485.0,nvml,0.004,8.501,1.668,0.764,11.119,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,5,False,007244.png,,,,,,,,,,False
0,0,predictive,moderate,0.5,process_steady_v3,15,,SMALL,14.027,0.552,59.5,71.1,,0.0,0.17211437225341797,62.0,1485.0,nvml,0.016,8.892,3.048,2.057,14.327,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,9,True,006201.png,,,,,,,,,,False
1,0,predictive,moderate,0.5,process_steady_v3,15,,SMALL,12.528,0.552,59.5,71.1,,0.0,0.17211437225341797,62.0,1485.0,nvml,0.028,8.003,3.314,1.189,12.857,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,18,True,007377.png,,,,,,,,,,False
2,0,predictive,moderate,0.5,process_steady_v3,15,,SMALL,10.742,0.6284,72.2,71.2,,0.0,0.17211437225341797,62.0,1485.0,nvml,0.026,7.681,2.058,0.972,11.01,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,44,False,006587.png,,,,,,,,,,False
3,0,predictive,moderate,0.5,process_steady_v3,15,,SMALL,10.309,0.6284,72.2,71.2,,0.0,0.17211437225341797,62.0,1485.0,nvml,0.008,7.761,1.78,0.749,10.497,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,12,False,006905.png,,,,,,,,,,False
4,0,predictive,moderate,0.5,process_steady_v3,15,,SMALL,10.366,0.6284,72.2,71.2,,0.0,0.17211437225341797,62.0,1485.0,nvml,0.009,7.818,1.787,0.742,10.554,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,5,False,007244.png,,,,,,,,,,False
0,0,safety,moderate,0.5,process_steady_v3,15,,SMALL,11.462,0.393,33.0,71.1,,0.0,0.17211437225341797,62.0,1485.0,nvml,0.013,8.444,1.758,1.236,11.596,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,9,True,006201.png,,,,,,,,,,False
