run_idx,block,policy,load_profile,load_intensity,load_injector,load_worker_processes,burst_cycle_frame,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source,policy_ms,inference_ms,preprocess_ms,postprocess_ms,end_to_end_ms,backend,execution_providers,coreml_provider_options,simulated,n_detections,vru_detected,frame,tdp_energy_estimate_j,tdp_watts,tdp_label,energy_profile_estimate_low_j,energy_profile_estimate_j,energy_profile_estimate_high_j,energy_profile_power_w,energy_profile_name,energy_profile_source,energy_profile_is_measured
10,0,adaptive,heavy,0.75,process_steady_v3,15,,SMALL,11.272,0.5735,58.8,66.2,,19.0,0.17211437225341797,52.0,1485.0,nvml,0.166,7.99,2.137,1.125,11.701,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,9,False,007416.png,,,,0.286751,0.358932,0.431113,30.674,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
11,0,adaptive,heavy,0.75,process_steady_v3,15,,SMALL,13.406,0.5807,60.0,66.2,,19.0,0.17211437225341797,53.0,1485.0,nvml,0.15,9.753,2.161,1.465,13.808,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,57,True,007420.png,,,,0.340852,0.426854,0.512856,30.914,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
12,0,adaptive,heavy,0.75,process_steady_v3,15,,SMALL,11.278,0.5807,60.0,66.2,,19.0,0.17211437225341797,53.0,1485.0,nvml,0.376,8.034,2.227,0.996,11.827,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,45,False,007182.png,,,,0.291946,0.365608,0.439269,30.914,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
13,0,adaptive,heavy,0.75,process_steady_v3,15,,SMALL,11.199,0.5807,60.0,66.2,,19.0,0.17211437225341797,53.0,1485.0,nvml,0.152,8.099,2.079,1.002,11.586,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,5,False,007443.png,,,,0.286004,0.358167,0.430329,30.914,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
14,0,adaptive,heavy,0.75,process_steady_v3,15,,SMALL,10.942,0.5807,60.0,66.2,,19.0,0.17211437225341797,53.0,1485.0,nvml,0.111,8.109,1.644,1.172,11.365,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,11,True,006164.png,,,,0.280551,0.351338,0.422125,30.914,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
15,0,adaptive,heavy,0.75,process_steady_v3,15,,SMALL,11.563,0.6264,64.9,66.3,,27.0,0.17211437225341797,53.0,1485.0,nvml,0.145,8.369,1.95,1.223,11.974,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,28,False,007087.png,,,,0.34824,0.440371,0.532502,36.776,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
16,0,adaptive,heavy,0.75,process_steady_v3,15,,SMALL,11.997,0.6264,64.9,66.3,,27.0,0.17211437225341797,53.0,1485.0,nvml,0.153,8.372,2.459,1.144,12.398,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,21,False,006681.png,,,,0.360562,0.455953,0.551344,36.776,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
17,0,adaptive,heavy,0.75,process_steady_v3,15,,SMALL,11.116,0.6264,64.9,66.3,,27.0,0.17211437225341797,53.0,1485.0,nvml,0.133,8.14,1.843,1.117,11.441,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,42,False,006319.png,,,,0.332718,0.420743,0.508768,36.776,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
18,0,adaptive,heavy,0.75,process_steady_v3,15,,SMALL,10.423,0.6264,64.9,66.3,,27.0,0.17211437225341797,53.0,1485.0,nvml,0.093,7.815,1.338,1.257,10.804,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,14,False,007392.png,,,,0.314193,0.397317,0.480441,36.776,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
19,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,8.039,0.6264,64.9,66.3,,27.0,0.17211437225341797,53.0,1485.0,nvml,0.313,6.371,1.184,0.468,8.493,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,006148.png,,,,0.246982,0.312324,0.377666,36.776,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
20,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,6.988,0.6072,61.7,66.3,,27.0,0.17211437225341797,53.0,1485.0,nvml,0.135,5.35,1.128,0.494,7.221,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,006447.png,,,,0.206535,0.260938,0.315341,36.136,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
21,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,6.194,0.6072,61.7,66.3,,27.0,0.17211437225341797,53.0,1485.0,nvml,0.104,4.952,0.859,0.367,6.401,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,13,True,006857.png,,,,0.183076,0.231299,0.279523,36.136,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
22,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,7.4,0.6072,61.7,66.3,,27.0,0.17211437225341797,53.0,1485.0,nvml,0.133,5.632,1.108,0.646,7.676,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,31,False,006127.png,,,,0.219563,0.277398,0.335233,36.136,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
23,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,6.61,0.6072,61.7,66.3,,27.0,0.17211437225341797,53.0,1485.0,nvml,0.146,5.113,1.064,0.416,6.891,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,1,False,006831.png,,,,0.197094,0.24901,0.300926,36.136,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
24,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,7.62,0.6072,61.7,66.3,,27.0,0.17211437225341797,53.0,1485.0,nvml,0.138,6.11,1.096,0.4,7.895,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,006461.png,,,,0.225807,0.285286,0.344766,36.136,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
25,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,6.645,0.594,61.5,66.3,,21.0,0.17211437225341797,53.0,1485.0,nvml,0.108,5.467,0.863,0.299,6.863,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,007415.png,,,,0.177261,0.222621,0.267981,32.436,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
26,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,6.9,0.594,61.5,66.3,,21.0,0.17211437225341797,53.0,1485.0,nvml,0.092,5.642,0.805,0.44,7.124,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,4,False,006154.png,,,,0.183986,0.231068,0.278149,32.436,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
27,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,7.356,0.594,61.5,66.3,,21.0,0.17211437225341797,53.0,1485.0,nvml,0.126,5.915,1.103,0.324,7.577,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,1,False,007336.png,,,,0.195699,0.245777,0.295856,32.436,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
28,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,7.112,0.594,61.5,66.3,,21.0,0.17211437225341797,53.0,1485.0,nvml,0.159,5.556,1.239,0.299,7.375,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,006621.png,,,,0.190474,0.239216,0.287957,32.436,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
29,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,7.464,0.594,61.5,66.3,,21.0,0.17211437225341797,53.0,1485.0,nvml,0.124,5.802,1.1,0.548,7.724,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,18,True,006478.png,,,,0.199488,0.250536,0.301584,32.436,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
30,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,7.586,0.594,61.5,66.3,,21.0,0.17211437225341797,53.0,1485.0,nvml,0.14,5.863,1.155,0.549,7.836,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,13,False,006352.png,,,,0.202367,0.254152,0.305937,32.436,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
31,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,7.407,0.7038,79.8,66.3,,21.0,0.17211437225341797,53.0,1485.0,nvml,0.133,5.791,1.105,0.497,7.67,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,12,False,007230.png,,,,0.219142,0.276849,0.334557,36.096,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
32,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,7.162,0.7038,79.8,66.3,,21.0,0.17211437225341797,53.0,1485.0,nvml,0.115,5.877,0.83,0.442,7.442,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,007113.png,,,,0.212633,0.268626,0.32462,36.096,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
33,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,7.824,0.7038,79.8,66.3,,21.0,0.17211437225341797,53.0,1485.0,nvml,0.153,5.72,1.418,0.667,8.128,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,7,False,007162.png,,,,0.232239,0.293396,0.354552,36.096,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
34,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,12.303,0.7038,79.8,66.3,,21.0,0.17211437225341797,53.0,1485.0,nvml,0.135,10.657,1.115,0.516,12.756,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,10,False,007130.png,,,,0.364459,0.460433,0.556408,36.096,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
35,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,5.682,0.7038,79.8,66.3,,21.0,0.17211437225341797,53.0,1485.0,nvml,0.1,4.487,0.856,0.326,5.88,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,5,False,006651.png,,,,0.167995,0.212234,0.256473,36.096,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
36,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,9.034,0.7292,86.0,66.4,,15.0,0.17211437225341797,53.0,1485.0,nvml,0.096,7.738,0.825,0.459,9.299,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,006282.png,,,,0.248827,0.313172,0.377516,33.678,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
37,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,6.952,0.7292,86.0,66.4,,15.0,0.17211437225341797,53.0,1485.0,nvml,0.11,5.402,0.848,0.688,7.188,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,42,False,006034.png,,,,0.192343,0.242081,0.291819,33.678,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
38,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,6.512,0.7292,86.0,66.4,,15.0,0.17211437225341797,53.0,1485.0,nvml,0.14,4.916,1.155,0.426,6.779,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,33,True,006519.png,,,,0.181399,0.228307,0.275215,33.678,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
39,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,7.774,0.7292,86.0,66.4,,15.0,0.17211437225341797,53.0,1485.0,nvml,0.144,5.854,1.411,0.49,8.069,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,11,False,007441.png,,,,0.215904,0.271734,0.327565,33.678,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
40,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,7.611,0.7292,86.0,66.4,,15.0,0.17211437225341797,53.0,1485.0,nvml,0.138,5.879,1.112,0.605,7.886,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,26,False,006438.png,,,,0.211018,0.265585,0.320152,33.678,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
41,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,9.11,0.7292,86.0,66.4,,15.0,0.17211437225341797,53.0,1485.0,nvml,0.158,7.416,1.264,0.412,9.429,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,007456.png,,,,0.252295,0.317536,0.382778,33.678,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
42,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,7.944,0.7508,89.6,66.4,,15.0,0.17211437225341797,53.0,1485.0,nvml,0.151,6.129,1.192,0.604,8.238,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,28,False,006904.png,,,,0.224874,0.283357,0.34184,34.398,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
43,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,7.803,0.7508,89.6,66.4,,15.0,0.17211437225341797,53.0,1485.0,nvml,0.196,6.102,1.335,0.347,8.106,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,3,False,007445.png,,,,0.22129,0.278841,0.336391,34.398,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
44,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,7.278,0.7508,89.6,66.4,,15.0,0.17211437225341797,53.0,1485.0,nvml,0.152,5.688,1.101,0.471,7.532,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,45,False,006746.png,,,,0.20562,0.259096,0.312572,34.398,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
45,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,8.91,0.7508,89.6,66.4,,15.0,0.17211437225341797,53.0,1485.0,nvml,0.152,6.586,1.648,0.657,9.241,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,28,False,007151.png,,,,0.252276,0.317886,0.383495,34.398,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
46,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,7.447,0.7508,89.6,66.4,,15.0,0.17211437225341797,53.0,1485.0,nvml,0.148,5.81,1.174,0.444,7.729,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,1,False,006946.png,,,,0.210993,0.265866,0.320738,34.398,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
47,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,6.665,0.7625,91.8,66.6,,14.0,0.17211437225341797,53.0,1485.0,nvml,0.135,5.244,1.117,0.291,6.902,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,006617.png,,,,0.18755,0.236262,0.284975,34.232,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
48,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,7.171,0.7625,91.8,66.6,,14.0,0.17211437225341797,53.0,1485.0,nvml,0.171,5.531,1.245,0.376,7.458,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,9,True,006434.png,,,,0.202658,0.255295,0.307933,34.232,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
49,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,6.736,0.7625,91.8,66.6,,14.0,0.17211437225341797,53.0,1485.0,nvml,0.099,5.443,0.809,0.472,6.965,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,7,False,007063.png,,,,0.189253,0.238409,0.287564,34.232,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
50,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,6.283,0.7625,91.8,66.6,,14.0,0.17211437225341797,53.0,1485.0,nvml,0.143,4.934,0.863,0.469,6.567,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,5,False,006080.png,,,,0.178463,0.224815,0.271168,34.232,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
51,0,adaptive,heavy,0.75,process_steady_v3,15,,NANO,5.787,0.7625,91.8,66.6,,14.0,0.17211437225341797,53.0,1485.0,nvml,0.09,4.598,0.8,0.379,6.003,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,006280.png,,,,0.163117,0.205484,0.247851,34.232,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
