run_idx,block,policy,load_profile,load_intensity,load_injector,load_worker_processes,burst_cycle_frame,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source,policy_ms,inference_ms,preprocess_ms,postprocess_ms,end_to_end_ms,backend,execution_providers,coreml_provider_options,simulated,n_detections,vru_detected,frame,tdp_energy_estimate_j,tdp_watts,tdp_label,energy_profile_estimate_low_j,energy_profile_estimate_j,energy_profile_estimate_high_j,energy_profile_power_w,energy_profile_name,energy_profile_source,energy_profile_is_measured
10,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,8.288,0.4274,19.6,69.8,,59.0,0.17260265350341797,53.0,2085.0,nvml,0.104,6.384,1.071,0.819,8.532,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,9,False,007416.png,,,,0.315498,0.403601,0.491703,47.306,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
11,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,10.981,0.4274,19.6,69.8,,59.0,0.17260265350341797,53.0,2085.0,nvml,0.143,8.807,1.089,1.067,11.248,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,57,True,007420.png,,,,0.415964,0.532122,0.648279,47.306,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
12,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,10.938,0.4274,19.6,69.8,,59.0,0.17260265350341797,53.0,2085.0,nvml,0.099,9.03,1.058,0.834,11.129,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,45,False,007182.png,,,,0.411563,0.526492,0.641421,47.306,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
13,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,9.058,0.4544,24.1,69.8,,59.0,0.17260265350341797,53.0,2085.0,nvml,0.194,6.786,1.565,0.686,9.383,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,5,False,007443.png,,,,0.35332,0.452327,0.551333,48.206,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
14,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,8.152,0.4544,24.1,69.8,,59.0,0.17260265350341797,53.0,2085.0,nvml,0.097,6.306,1.121,0.709,8.345,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,11,True,006164.png,,,,0.314227,0.402279,0.490331,48.206,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
15,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,9.165,0.4544,24.1,69.8,,59.0,0.17260265350341797,53.0,2085.0,nvml,0.187,6.83,1.296,1.021,9.474,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,28,False,007087.png,,,,0.356742,0.456708,0.556674,48.206,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
16,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,8.208,0.4544,24.1,69.8,,59.0,0.17260265350341797,53.0,2085.0,nvml,0.128,6.398,1.045,0.748,8.437,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,21,False,006681.png,,,,0.317676,0.406695,0.495714,48.206,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
17,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,10.706,0.4544,24.1,69.8,,59.0,0.17260265350341797,53.0,2085.0,nvml,0.095,8.744,1.054,0.894,10.941,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,42,False,006319.png,,,,0.411978,0.527422,0.642866,48.206,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
18,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,10.831,0.4544,24.1,69.8,,59.0,0.17260265350341797,53.0,2085.0,nvml,0.11,8.848,1.07,0.895,11.069,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,14,False,007392.png,,,,0.416783,0.533573,0.650363,48.206,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
19,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,8.268,0.389,18.2,69.8,,44.0,0.17260265350341797,53.0,2085.0,nvml,0.093,6.474,1.031,0.75,8.459,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,006148.png,,,,0.252974,0.320382,0.387789,37.876,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
20,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,8.931,0.389,18.2,69.8,,44.0,0.17260265350341797,53.0,2085.0,nvml,0.198,6.935,1.239,0.718,9.249,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,006447.png,,,,0.276598,0.3503,0.424002,37.876,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
21,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,11.941,0.389,18.2,69.8,,44.0,0.17260265350341797,53.0,2085.0,nvml,0.16,9.881,1.253,0.791,12.203,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,13,True,006857.png,,,,0.364967,0.462216,0.559465,37.876,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
22,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,11.132,0.389,18.2,69.8,,44.0,0.17260265350341797,53.0,2085.0,nvml,0.248,9.024,1.211,0.876,11.484,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,45,False,006127.png,,,,0.343458,0.434976,0.526493,37.876,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
23,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,8.609,0.389,18.2,69.8,,44.0,0.17260265350341797,53.0,2085.0,nvml,0.12,6.581,1.123,0.886,8.861,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,8,False,006831.png,,,,0.264994,0.335604,0.406214,37.876,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
24,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,9.854,0.389,18.2,69.8,,44.0,0.17260265350341797,53.0,2085.0,nvml,0.184,6.842,2.043,0.951,10.196,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,1,False,006461.png,,,,0.304947,0.386203,0.467459,37.876,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
25,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,9.158,0.4238,24.0,69.8,,44.0,0.17260265350341797,56.0,2085.0,nvml,0.111,7.071,1.199,0.866,9.388,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,10,False,007415.png,,,,0.288931,0.366466,0.444001,39.036,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
26,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,8.969,0.4238,24.0,69.8,,44.0,0.17260265350341797,56.0,2085.0,nvml,0.11,6.817,1.354,0.779,9.18,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,28,False,006154.png,,,,0.282545,0.358366,0.434187,39.036,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
27,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,9.01,0.4238,24.0,69.8,,44.0,0.17260265350341797,56.0,2085.0,nvml,0.12,6.785,1.312,0.887,9.233,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,10,False,007336.png,,,,0.284158,0.360412,0.436665,39.036,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
28,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,10.804,0.4238,24.0,69.8,,44.0,0.17260265350341797,56.0,2085.0,nvml,0.112,8.724,1.228,0.832,11.072,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,006621.png,,,,0.340754,0.432195,0.523636,39.036,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
29,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,11.567,0.4238,24.0,69.8,,44.0,0.17260265350341797,56.0,2085.0,nvml,0.111,9.353,1.254,0.94,11.782,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,38,True,006478.png,,,,0.362612,0.459918,0.557225,39.036,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
30,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,8.486,0.3528,17.5,69.8,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.2,6.373,1.253,0.836,8.823,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,12,False,006352.png,,,,0.198361,0.246835,0.295309,27.976,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
31,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,9.427,0.3528,17.5,69.8,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.142,6.959,1.115,1.323,9.699,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,22,False,007230.png,,,,0.218051,0.271336,0.324622,27.976,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
32,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,12.389,0.3528,17.5,69.8,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.118,10.192,1.289,0.887,12.644,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,007113.png,,,,0.284271,0.35374,0.423208,27.976,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
33,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,10.86,0.3528,17.5,69.8,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.134,8.872,1.059,0.914,11.1,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,37,False,007162.png,,,,0.249557,0.310542,0.371527,27.976,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
34,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,9.085,0.3528,17.5,69.8,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.146,6.895,1.121,1.047,9.335,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,23,True,007130.png,,,,0.209874,0.261162,0.312449,27.976,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
35,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,9.03,0.3528,17.5,69.8,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.163,6.949,1.079,0.983,9.329,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,11,False,006651.png,,,,0.209737,0.260991,0.312245,27.976,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
36,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,10.96,0.3668,19.8,69.9,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.201,8.821,1.491,0.628,11.279,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,006282.png,,,,0.257483,0.320752,0.384022,28.438,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
37,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,11.964,0.3668,19.8,69.9,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.121,9.253,1.414,1.277,12.2,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,71,False,006034.png,,,,0.278515,0.346952,0.41539,28.438,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
38,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,9.147,0.3668,19.8,69.9,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.249,6.845,1.353,0.924,9.503,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,48,True,006519.png,,,,0.216937,0.270243,0.32355,28.438,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
39,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,8.744,0.3668,19.8,69.9,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.174,6.499,1.488,0.734,9.037,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,11,False,007441.png,,,,0.206297,0.256989,0.30768,28.438,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
40,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,9.765,0.3668,19.8,69.9,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.108,6.792,1.167,1.783,10.039,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,36,False,006438.png,,,,0.22918,0.285495,0.34181,28.438,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
41,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,12.233,0.3764,21.4,69.9,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.096,10.078,1.064,1.073,12.455,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,007456.png,,,,0.287314,0.358175,0.429037,28.758,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
42,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,11.992,0.3764,21.4,69.9,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.34,9.292,1.455,1.22,12.472,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,44,False,006904.png,,,,0.28772,0.358681,0.429643,28.758,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
43,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,8.649,0.3764,21.4,69.9,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.116,6.477,1.073,1.085,8.883,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,13,False,007445.png,,,,0.204915,0.255454,0.305994,28.758,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
44,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,8.674,0.3764,21.4,69.9,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.109,6.377,1.221,1.057,8.884,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,70,False,006746.png,,,,0.204947,0.255495,0.306042,28.758,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
45,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,10.673,0.3764,21.4,69.9,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.143,7.236,1.299,2.118,10.982,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,80,False,007151.png,,,,0.253336,0.315817,0.378299,28.758,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
46,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,8.182,0.3801,22.3,69.2,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.099,6.402,1.043,0.72,8.38,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,6,False,006946.png,,,,0.19436,0.242386,0.290412,28.924,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
47,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,8.465,0.3801,22.3,69.2,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.104,6.569,1.155,0.723,8.67,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,5,True,006617.png,,,,0.201086,0.250774,0.300462,28.924,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
48,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,9.543,0.3801,22.3,69.2,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.129,7.358,1.232,0.916,9.794,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,11,True,006434.png,,,,0.227155,0.283285,0.339415,28.924,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
49,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,11.65,0.3801,22.3,69.2,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.141,9.479,1.293,0.86,11.921,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,13,False,007063.png,,,,0.276488,0.344809,0.413129,28.924,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
50,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,11.71,0.3801,22.3,69.2,,28.0,0.17260265350341797,56.0,2085.0,nvml,0.131,8.964,1.089,1.641,12.008,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,15,False,006080.png,,,,0.278497,0.347314,0.41613,28.924,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
51,0,adaptive,idle,0.0,process_steady_v3,0,,SMALL,8.754,0.3488,17.8,68.3,,27.0,0.17260265350341797,56.0,2085.0,nvml,0.092,6.781,1.048,0.91,9.017,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,2,False,006280.png,,,,0.198793,0.247024,0.295255,27.396,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
