run_idx,block,policy,load_profile,load_intensity,load_injector,load_worker_processes,burst_cycle_frame,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source,policy_ms,inference_ms,preprocess_ms,postprocess_ms,end_to_end_ms,backend,execution_providers,coreml_provider_options,simulated,n_detections,vru_detected,frame,tdp_energy_estimate_j,tdp_watts,tdp_label,energy_profile_estimate_low_j,energy_profile_estimate_j,energy_profile_estimate_high_j,energy_profile_power_w,energy_profile_name,energy_profile_source,energy_profile_is_measured
10,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,10.618,0.3983,35.0,68.4,,0.0,0.17260265350341797,60.0,1485.0,nvml,0.108,8.861,1.053,0.693,10.816,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,9,False,007416.png,,,,0.132777,0.155404,0.178031,14.368,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
11,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.448,0.5046,42.1,68.3,,32.0,0.17260265350341797,60.0,1485.0,nvml,0.081,7.453,1.133,0.85,9.612,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,57,True,007420.png,,,,0.268953,0.339379,0.409805,35.306,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
12,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.395,0.5046,42.1,68.3,,32.0,0.17260265350341797,60.0,1485.0,nvml,0.105,7.448,1.072,0.866,9.584,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,45,False,007182.png,,,,0.268156,0.338373,0.40859,35.306,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
13,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.329,0.5046,42.1,68.3,,32.0,0.17260265350341797,60.0,1485.0,nvml,0.095,7.652,1.019,0.648,9.51,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,5,False,007443.png,,,,0.266093,0.335771,0.405448,35.306,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
14,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.289,0.5046,42.1,68.3,,32.0,0.17260265350341797,60.0,1485.0,nvml,0.084,7.6,1.01,0.67,9.453,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,11,True,006164.png,,,,0.264501,0.333762,0.403022,35.306,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
15,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,10.388,0.5046,42.1,68.3,,32.0,0.17260265350341797,60.0,1485.0,nvml,0.156,8.443,1.174,0.756,10.639,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,28,False,007087.png,,,,0.297685,0.375635,0.453584,35.306,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
16,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,10.363,0.5046,42.1,68.3,,32.0,0.17260265350341797,60.0,1485.0,nvml,0.089,8.599,1.046,0.707,10.546,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,21,False,006681.png,,,,0.295083,0.372351,0.449619,35.306,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
17,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.284,0.4578,34.3,68.3,,32.0,0.17260265350341797,61.0,1485.0,nvml,0.086,7.483,1.001,0.789,9.454,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,42,False,006319.png,,,,0.253462,0.319041,0.38462,33.746,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
18,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.39,0.4578,34.3,68.3,,32.0,0.17260265350341797,61.0,1485.0,nvml,0.096,7.591,1.111,0.677,9.572,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,14,False,007392.png,,,,0.256631,0.32303,0.389429,33.746,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
19,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.857,0.4578,34.3,68.3,,32.0,0.17260265350341797,61.0,1485.0,nvml,0.088,8.186,1.078,0.584,10.035,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,006148.png,,,,0.269023,0.338628,0.408233,33.746,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
20,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.109,0.4578,34.3,68.3,,32.0,0.17260265350341797,61.0,1485.0,nvml,0.09,7.402,1.059,0.637,9.284,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,006447.png,,,,0.248899,0.313298,0.377696,33.746,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
21,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.259,0.4578,34.3,68.3,,32.0,0.17260265350341797,61.0,1485.0,nvml,0.087,7.455,1.04,0.755,9.444,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,13,True,006857.png,,,,0.253176,0.31868,0.384185,33.746,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
22,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.379,0.5194,42.9,68.3,,37.0,0.17260265350341797,61.0,1485.0,nvml,0.088,7.566,1.048,0.756,9.546,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,45,False,006127.png,,,,0.29008,0.367681,0.445282,38.516,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
23,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.587,0.5194,42.9,68.3,,37.0,0.17260265350341797,61.0,1485.0,nvml,0.128,7.779,1.055,0.74,9.805,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,8,False,006831.png,,,,0.297954,0.377661,0.457368,38.516,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
24,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.232,0.5194,42.9,68.3,,37.0,0.17260265350341797,61.0,1485.0,nvml,0.103,7.512,1.054,0.654,9.42,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,1,False,006461.png,,,,0.286236,0.362809,0.439382,38.516,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
25,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,10.333,0.5194,42.9,68.3,,37.0,0.17260265350341797,61.0,1485.0,nvml,0.081,8.562,1.02,0.741,10.497,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,10,False,007415.png,,,,0.318981,0.404314,0.489647,38.516,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
26,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,10.309,0.5194,42.9,68.3,,37.0,0.17260265350341797,61.0,1485.0,nvml,0.086,8.523,1.049,0.729,10.481,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,28,False,006154.png,,,,0.318501,0.403705,0.48891,38.516,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
27,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.45,0.5194,42.9,68.3,,37.0,0.17260265350341797,61.0,1485.0,nvml,0.08,7.751,1.011,0.678,9.617,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,10,False,007336.png,,,,0.292244,0.370424,0.448604,38.516,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
28,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.308,0.4837,36.9,68.4,,37.0,0.17260265350341797,61.0,1485.0,nvml,0.083,7.643,1.022,0.632,9.474,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,006621.png,,,,0.279362,0.353536,0.427709,37.318,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
29,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.61,0.4837,36.9,68.4,,37.0,0.17260265350341797,61.0,1485.0,nvml,0.115,7.506,1.285,0.804,9.815,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,38,True,006478.png,,,,0.289424,0.366269,0.443114,37.318,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
30,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.144,0.4837,36.9,68.4,,37.0,0.17260265350341797,61.0,1485.0,nvml,0.108,7.412,1.01,0.71,9.343,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,12,False,006352.png,,,,0.275505,0.348655,0.421804,37.318,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
31,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.275,0.4837,36.9,68.4,,37.0,0.17260265350341797,61.0,1485.0,nvml,0.085,7.527,1.021,0.717,9.444,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,22,False,007230.png,,,,0.278504,0.35245,0.426396,37.318,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
32,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.095,0.4837,36.9,68.4,,37.0,0.17260265350341797,61.0,1485.0,nvml,0.091,7.411,1.033,0.641,9.277,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,007113.png,,,,0.273559,0.346192,0.418824,37.318,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
33,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.344,0.4837,36.9,68.4,,37.0,0.17260265350341797,61.0,1485.0,nvml,0.087,7.475,1.07,0.788,9.515,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,37,False,007162.png,,,,0.280568,0.355062,0.429556,37.318,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
34,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.417,0.4857,37.9,68.4,,35.0,0.17260265350341797,61.0,1485.0,nvml,0.114,7.597,1.065,0.733,9.621,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,23,True,007130.png,,,,0.276363,0.349241,0.422119,36.298,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
35,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.172,0.4857,37.9,68.4,,35.0,0.17260265350341797,61.0,1485.0,nvml,0.085,7.414,1.06,0.688,9.341,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,11,False,006651.png,,,,0.268306,0.33906,0.409813,36.298,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
36,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.112,0.4857,37.9,68.4,,35.0,0.17260265350341797,61.0,1485.0,nvml,0.084,7.455,1.03,0.616,9.284,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,006282.png,,,,0.266657,0.336976,0.407295,36.298,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
37,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.453,0.4857,37.9,68.4,,35.0,0.17260265350341797,61.0,1485.0,nvml,0.082,7.543,1.026,0.874,9.621,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,71,False,006034.png,,,,0.276343,0.349216,0.422089,36.298,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
38,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.528,0.4857,37.9,68.4,,35.0,0.17260265350341797,61.0,1485.0,nvml,0.097,7.547,1.166,0.805,9.707,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,48,True,006519.png,,,,0.278828,0.352356,0.425884,36.298,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
39,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.286,0.4857,37.9,68.4,,35.0,0.17260265350341797,61.0,1485.0,nvml,0.095,7.55,1.062,0.664,9.471,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,11,False,007441.png,,,,0.272049,0.343789,0.41553,36.298,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
40,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.382,0.5043,41.0,68.4,,35.0,0.17260265350341797,61.0,1485.0,nvml,0.083,7.559,1.021,0.79,9.552,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,36,False,006438.png,,,,0.278823,0.352659,0.426495,36.918,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
41,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.047,0.5043,41.0,68.4,,35.0,0.17260265350341797,61.0,1485.0,nvml,0.085,7.377,1.028,0.631,9.221,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,0,False,007456.png,,,,0.269135,0.340406,0.411677,36.918,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
42,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.285,0.5043,41.0,68.4,,35.0,0.17260265350341797,61.0,1485.0,nvml,0.079,7.449,0.993,0.834,9.457,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,44,False,006904.png,,,,0.276021,0.349115,0.422209,36.918,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
43,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.689,0.5043,41.0,68.4,,35.0,0.17260265350341797,61.0,1485.0,nvml,0.149,7.565,1.348,0.756,9.944,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,13,False,007445.png,,,,0.290262,0.367127,0.443993,36.918,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
44,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,13.575,0.5043,41.0,68.4,,35.0,0.17260265350341797,61.0,1485.0,nvml,0.133,10.779,1.487,1.292,13.85,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,70,False,006746.png,,,,0.404264,0.511318,0.618372,36.918,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
45,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.761,0.5027,40.7,68.5,,35.0,0.17260265350341797,61.0,1485.0,nvml,0.121,7.396,1.418,0.935,9.971,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,80,False,007151.png,,,,0.290616,0.367546,0.444475,36.86,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
46,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.802,0.5027,40.7,68.5,,35.0,0.17260265350341797,61.0,1485.0,nvml,0.128,7.388,1.757,0.645,10.019,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,6,False,006946.png,,,,0.291989,0.369282,0.446575,36.86,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
47,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.223,0.5027,40.7,68.5,,35.0,0.17260265350341797,61.0,1485.0,nvml,0.087,7.483,1.061,0.669,9.394,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,5,True,006617.png,,,,0.273779,0.346252,0.418724,36.86,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
48,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.175,0.5027,40.7,68.5,,35.0,0.17260265350341797,61.0,1485.0,nvml,0.099,7.386,1.075,0.701,9.37,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,11,True,006434.png,,,,0.273103,0.345397,0.41769,36.86,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
49,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.18,0.5027,40.7,68.5,,35.0,0.17260265350341797,61.0,1485.0,nvml,0.081,7.444,1.027,0.699,9.34,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,13,False,007063.png,,,,0.272211,0.344269,0.416326,36.86,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
50,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.374,0.5321,45.6,68.5,,35.0,0.17260265350341797,61.0,1485.0,nvml,0.11,7.665,1.016,0.681,9.568,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,15,False,006080.png,,,,0.285901,0.362064,0.438228,37.84,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
51,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,9.276,0.5321,45.6,68.5,,35.0,0.17260265350341797,61.0,1485.0,nvml,0.079,7.426,1.068,0.772,9.44,onnx_cuda,CUDAExecutionProvider;CPUExecutionProvider,{},False,2,False,006280.png,,,,0.28207,0.357213,0.432357,37.84,"Windows RTX 3050 Ti Laptop GPU — High performance, plugged in","NVIDIA nvidia-smi 67 W GPU cap; previous approved Intel CPU telemetry assumptions; High performance, plugged in; approved 2026-08-21",False
