run_idx,block,policy,load_profile,load_intensity,load_injector,load_worker_processes,burst_cycle_frame,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source,policy_ms,inference_ms,preprocess_ms,postprocess_ms,end_to_end_ms,backend,execution_providers,coreml_provider_options,simulated,n_detections,vru_detected,frame,tdp_energy_estimate_j,tdp_watts,tdp_label,energy_profile_estimate_low_j,energy_profile_estimate_j,energy_profile_estimate_high_j,energy_profile_power_w,energy_profile_name,energy_profile_source,energy_profile_is_measured
0,0,adaptive,moderate,0.5,process_steady_v3,15,,MEDIUM,327.283,0.3436,29.3,65.8,,0.0,0.03271484375,49.0,210.0,nvml,0.154,316.55,6.85,3.861,2031.474,onnx,CPUExecutionProvider,{},False,47,True,006201.png,,,,19.05929,22.703755,26.348219,11.176,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
1,0,adaptive,moderate,0.5,process_steady_v3,15,,MEDIUM,309.034,0.5699,66.4,67.3,,0.0,0.03271484375,50.0,210.0,nvml,0.016,300.817,4.63,3.563,309.685,onnx,CPUExecutionProvider,{},False,32,True,007377.png,,,,4.635827,5.768189,6.900552,18.626,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
2,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,44.701,0.5573,64.3,67.3,,0.0,0.03271484375,51.0,210.0,nvml,7.144,41.084,2.328,1.271,52.111,onnx,CPUExecutionProvider,{},False,44,False,006587.png,,,,0.763658,0.948729,1.133801,18.206,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
3,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,51.205,0.5573,64.3,67.3,,0.0,0.03271484375,51.0,210.0,nvml,0.136,48.461,1.794,0.933,51.605,onnx,CPUExecutionProvider,{},False,12,False,006905.png,,,,0.756247,0.939522,1.122798,18.206,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
4,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,44.706,0.6452,78.9,67.4,,0.0,0.03271484375,51.0,210.0,nvml,0.152,41.541,2.061,1.081,45.23,onnx,CPUExecutionProvider,{},False,5,False,007244.png,,,,0.761953,0.95563,1.149307,21.128,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
5,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,61.837,0.6452,78.9,67.4,,0.0,0.03271484375,51.0,210.0,nvml,0.123,58.85,1.852,1.116,62.228,onnx,CPUExecutionProvider,{},False,35,False,007031.png,,,,1.048293,1.314753,1.581213,21.128,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
6,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,49.657,0.6068,72.5,67.4,,0.0,0.03271484375,51.0,210.0,nvml,0.178,46.412,2.251,0.967,50.047,onnx,CPUExecutionProvider,{},False,9,False,006369.png,,,,0.79504,0.993325,1.19161,19.848,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
7,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,41.24,0.7076,89.3,67.4,,0.0,0.03271484375,51.0,210.0,nvml,0.137,38.309,1.942,0.972,41.643,onnx,CPUExecutionProvider,{},False,0,False,006254.png,,,,0.766481,0.966451,1.166004,23.208,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
8,0,adaptive,moderate,0.5,process_steady_v3,15,,NANO,11.864,0.7076,89.3,67.4,,0.0,0.03271484375,51.0,210.0,nvml,0.226,10.24,1.047,0.563,12.253,onnx,CPUExecutionProvider,{},False,7,False,006781.png,,,,0.225534,0.284375,0.343092,23.208,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
9,0,adaptive,moderate,0.5,process_steady_v3,15,,NANO,10.267,0.7076,89.3,67.4,,0.0,0.03271484375,51.0,210.0,nvml,0.164,8.412,1.512,0.325,10.568,onnx,CPUExecutionProvider,{},False,6,False,006840.png,,,,0.194513,0.24526,0.295901,23.208,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
10,0,adaptive,moderate,0.5,process_steady_v3,15,,NANO,13.119,0.6782,84.4,67.4,,0.0,0.03271484375,51.0,210.0,nvml,0.121,11.661,1.037,0.406,13.393,onnx,CPUExecutionProvider,{},False,1,False,007416.png,,,,0.236661,0.297691,0.358721,22.228,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
11,0,adaptive,moderate,0.5,process_steady_v3,15,,NANO,13.407,0.6782,84.4,67.4,,0.0,0.03271484375,51.0,210.0,nvml,0.123,11.763,1.04,0.588,13.688,onnx,CPUExecutionProvider,{},False,19,True,007420.png,,,,0.241884,0.304261,0.366638,22.228,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
12,0,adaptive,moderate,0.5,process_steady_v3,15,,NANO,11.82,0.6782,84.4,67.4,,0.0,0.03271484375,51.0,210.0,nvml,0.124,9.522,1.565,0.681,12.119,onnx,CPUExecutionProvider,{},False,34,False,007182.png,,,,0.214157,0.269383,0.32461,22.228,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
13,0,adaptive,moderate,0.5,process_steady_v3,15,,NANO,15.118,0.6782,84.4,67.4,,0.0,0.03271484375,51.0,210.0,nvml,0.172,13.172,1.512,0.415,15.431,onnx,CPUExecutionProvider,{},False,0,False,007443.png,,,,0.272685,0.343005,0.413325,22.228,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
14,0,adaptive,moderate,0.5,process_steady_v3,15,,NANO,14.739,0.6782,84.4,67.4,,0.0,0.03271484375,51.0,210.0,nvml,0.151,12.559,1.647,0.511,15.093,onnx,CPUExecutionProvider,{},False,0,False,006164.png,,,,0.266717,0.335498,0.404279,22.228,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
15,0,adaptive,moderate,0.5,process_steady_v3,15,,NANO,16.179,0.7024,88.4,67.5,,0.0,0.03271484375,51.0,210.0,nvml,0.163,14.274,1.365,0.509,16.526,onnx,CPUExecutionProvider,{},False,7,False,007087.png,,,,0.301975,0.380598,0.459222,23.03,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
