run_idx,policy,load_profile,load_intensity,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,backend,simulated,n_detections,vru_detected,frame
0,threshold,idle,0.0,SMALL,25.538,0.2835,13.5,81.0,40.0,tensorrt-direct,False,0,False,._000000000139.jpg
1,threshold,idle,0.0,SMALL,5.158,0.2835,13.5,81.0,40.0,tensorrt-direct,False,0,False,._000000000285.jpg
2,threshold,idle,0.0,MEDIUM,20.172,0.2835,13.5,81.0,40.0,tensorrt-direct,False,0,False,._000000000632.jpg
3,threshold,idle,0.0,MEDIUM,10.312,0.2769,12.4,81.0,40.0,tensorrt-direct,False,0,False,._000000000724.jpg
4,threshold,idle,0.0,MEDIUM,10.355,0.2769,12.4,81.0,40.0,tensorrt-direct,False,0,False,._000000000776.jpg
5,threshold,idle,0.0,MEDIUM,10.38,0.2769,12.4,81.0,40.0,tensorrt-direct,False,0,False,._000000000785.jpg
6,threshold,idle,0.0,MEDIUM,10.37,0.2769,12.4,81.0,40.0,tensorrt-direct,False,0,False,._000000000802.jpg
7,threshold,idle,0.0,MEDIUM,10.287,0.2769,12.4,81.0,40.0,tensorrt-direct,False,0,False,._000000000872.jpg
8,threshold,idle,0.0,MEDIUM,10.28,0.2769,12.4,81.0,40.0,tensorrt-direct,False,0,False,._000000000885.jpg
9,threshold,idle,0.0,MEDIUM,10.34,0.2769,12.4,81.0,40.0,tensorrt-direct,False,0,False,._000000001000.jpg
10,threshold,idle,0.0,MEDIUM,10.308,0.2769,12.4,81.0,40.0,tensorrt-direct,False,0,False,._000000001268.jpg
11,threshold,idle,0.0,MEDIUM,10.283,0.2883,14.3,81.0,40.0,tensorrt-direct,False,0,False,._000000001296.jpg
12,threshold,idle,0.0,MEDIUM,10.304,0.2883,14.3,81.0,40.0,tensorrt-direct,False,0,False,._000000001353.jpg
13,threshold,idle,0.0,MEDIUM,10.338,0.2883,14.3,81.0,40.0,tensorrt-direct,False,0,False,._000000001425.jpg
14,threshold,idle,0.0,MEDIUM,10.323,0.2883,14.3,81.0,40.0,tensorrt-direct,False,0,False,._000000001490.jpg
