run_idx,policy,load_profile,load_intensity,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,backend,simulated,n_detections,vru_detected,frame
0,threshold,idle,0.0,SMALL,21.853,0.2058,0.8,80.4,41.75,tensorrt-direct,False,6,False,005981.png
1,threshold,idle,0.0,SMALL,5.985,0.2058,0.8,80.4,41.75,tensorrt-direct,False,8,False,005982.png
2,threshold,idle,0.0,MEDIUM,16.679,0.2058,0.8,80.4,41.75,tensorrt-direct,False,18,False,005983.png
3,threshold,idle,0.0,MEDIUM,10.856,0.2361,5.8,80.5,41.75,tensorrt-direct,False,12,True,005984.png
4,threshold,idle,0.0,MEDIUM,10.843,0.2361,5.8,80.5,41.75,tensorrt-direct,False,10,True,005985.png
5,threshold,idle,0.0,MEDIUM,10.89,0.2361,5.8,80.5,41.75,tensorrt-direct,False,6,False,005986.png
6,threshold,idle,0.0,MEDIUM,10.854,0.2744,12.2,80.5,41.75,tensorrt-direct,False,17,True,005987.png
7,threshold,idle,0.0,MEDIUM,10.791,0.2744,12.2,80.5,41.75,tensorrt-direct,False,19,True,005988.png
8,threshold,idle,0.0,MEDIUM,10.851,0.2744,12.2,80.5,41.75,tensorrt-direct,False,0,False,005989.png
9,threshold,idle,0.0,MEDIUM,10.867,0.2744,12.2,80.5,41.75,tensorrt-direct,False,2,False,005990.png
10,threshold,idle,0.0,MEDIUM,10.846,0.2697,11.4,80.5,41.75,tensorrt-direct,False,3,False,005991.png
11,threshold,idle,0.0,MEDIUM,10.863,0.2697,11.4,80.5,41.75,tensorrt-direct,False,4,False,005992.png
12,threshold,idle,0.0,MEDIUM,10.83,0.2697,11.4,80.5,41.75,tensorrt-direct,False,2,False,005993.png
13,threshold,idle,0.0,MEDIUM,10.799,0.2697,11.4,80.5,41.75,tensorrt-direct,False,8,True,005994.png
14,threshold,idle,0.0,MEDIUM,10.869,0.2655,10.7,80.5,42.0,tensorrt-direct,False,1,False,005995.png
15,threshold,idle,0.0,MEDIUM,10.867,0.2655,10.7,80.5,42.0,tensorrt-direct,False,12,True,005996.png
16,threshold,idle,0.0,MEDIUM,10.891,0.2655,10.7,80.5,42.0,tensorrt-direct,False,3,False,005997.png
17,threshold,idle,0.0,MEDIUM,10.857,0.2655,10.7,80.5,42.0,tensorrt-direct,False,6,False,005998.png
18,threshold,idle,0.0,MEDIUM,11.716,0.2475,7.7,80.5,42.0,tensorrt-direct,False,8,False,005999.png
19,threshold,idle,0.0,MEDIUM,11.087,0.2475,7.7,80.5,42.0,tensorrt-direct,False,4,False,006000.png
20,threshold,idle,0.0,MEDIUM,10.92,0.2475,7.7,80.5,42.0,tensorrt-direct,False,11,True,006001.png
21,threshold,idle,0.0,MEDIUM,10.934,0.2475,7.7,80.5,42.0,tensorrt-direct,False,6,False,006002.png
22,threshold,idle,0.0,MEDIUM,10.848,0.3333,22.0,80.5,42.0,tensorrt-direct,False,13,False,006003.png
