run_idx,block,policy,load_profile,load_intensity,load_injector,load_worker_processes,burst_cycle_frame,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source,policy_ms,inference_ms,preprocess_ms,postprocess_ms,end_to_end_ms,backend,execution_providers,coreml_provider_options,simulated,n_detections,vru_detected,frame,tdp_energy_estimate_j,tdp_watts,tdp_label,energy_profile_estimate_low_j,energy_profile_estimate_j,energy_profile_estimate_high_j,energy_profile_power_w,energy_profile_name,energy_profile_source,energy_profile_is_measured
10,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.537,0.5207,58.9,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.115,29.607,1.155,0.761,31.767,onnx,CPUExecutionProvider,{},False,9,False,007416.png,,,,0.438992,0.542967,0.646941,17.092,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
11,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.695,0.5207,58.9,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.107,29.656,1.116,0.909,31.907,onnx,CPUExecutionProvider,{},False,57,True,007420.png,,,,0.440924,0.545356,0.649788,17.092,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
12,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,43.135,0.4781,51.8,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.114,41.063,1.14,0.908,43.351,onnx,CPUExecutionProvider,{},False,45,False,007182.png,,,,0.552892,0.679389,0.805886,15.672,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
13,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.052,0.4781,51.8,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.107,29.264,1.118,0.654,31.267,onnx,CPUExecutionProvider,{},False,5,False,007443.png,,,,0.398781,0.490018,0.581255,15.672,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
14,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,51.385,0.4997,55.4,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.101,49.524,1.095,0.753,51.59,onnx,CPUExecutionProvider,{},False,11,True,006164.png,,,,0.685836,0.845662,1.005487,16.392,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
15,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.308,0.4997,55.4,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.141,29.28,1.123,0.891,31.553,onnx,CPUExecutionProvider,{},False,28,False,007087.png,,,,0.41947,0.517222,0.614974,16.392,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
16,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.213,0.4985,55.2,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.108,28.977,1.139,1.081,31.455,onnx,CPUExecutionProvider,{},False,21,False,006681.png,,,,0.417222,0.514355,0.611489,16.352,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
17,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,32.084,0.4985,55.2,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.106,30.071,1.1,0.897,32.3,onnx,CPUExecutionProvider,{},False,42,False,006319.png,,,,0.42843,0.528173,0.627916,16.352,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
18,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.753,0.4985,55.2,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.113,29.818,1.119,0.803,31.999,onnx,CPUExecutionProvider,{},False,14,False,007392.png,,,,0.424432,0.523244,0.622057,16.352,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
19,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.824,0.4886,53.6,65.5,,0.0,0.03271484375,57.0,210.0,nvml,0.114,30.035,1.124,0.652,32.056,onnx,CPUExecutionProvider,{},False,0,False,006148.png,,,,0.417448,0.513856,0.610264,16.03,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
20,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.606,0.4886,53.6,65.5,,0.0,0.03271484375,57.0,210.0,nvml,0.151,29.415,1.5,0.677,31.859,onnx,CPUExecutionProvider,{},False,0,False,006447.png,,,,0.414881,0.510697,0.606512,16.03,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
21,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.52,0.5108,57.3,65.5,,0.0,0.03271484375,57.0,210.0,nvml,0.117,29.655,1.059,0.793,31.746,onnx,CPUExecutionProvider,{},False,13,True,006857.png,,,,0.431026,0.532374,0.633722,16.77,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
22,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,30.94,0.5108,57.3,65.5,,0.0,0.03271484375,57.0,210.0,nvml,0.107,28.978,1.105,0.841,31.156,onnx,CPUExecutionProvider,{},False,45,False,006127.png,,,,0.423017,0.522481,0.621946,16.77,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
23,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.347,0.5108,57.3,65.5,,0.0,0.03271484375,57.0,210.0,nvml,0.114,29.498,1.048,0.788,31.563,onnx,CPUExecutionProvider,{},False,8,False,006831.png,,,,0.428549,0.529315,0.63008,16.77,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
24,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,38.741,0.5045,56.2,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.146,36.255,1.445,1.026,39.026,onnx,CPUExecutionProvider,{},False,1,False,006461.png,,,,0.523499,0.645963,0.768428,16.552,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
25,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,49.369,0.5045,56.2,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.134,47.22,1.379,0.753,49.615,onnx,CPUExecutionProvider,{},False,10,False,007415.png,,,,0.665533,0.821224,0.976915,16.552,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
26,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.941,0.5201,58.8,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.142,29.687,1.48,0.757,32.193,onnx,CPUExecutionProvider,{},False,28,False,006154.png,,,,0.444388,0.549594,0.6548,17.072,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
27,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,36.31,0.5201,58.8,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.096,33.936,1.48,0.879,36.529,onnx,CPUExecutionProvider,{},False,10,False,007336.png,,,,0.50425,0.623628,0.743006,17.072,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
28,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,38.58,0.4727,50.9,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.151,36.62,1.308,0.637,38.84,onnx,CPUExecutionProvider,{},False,0,False,006621.png,,,,0.490127,0.601715,0.713304,15.492,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
29,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,37.256,0.4727,50.9,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.111,35.238,1.182,0.823,37.492,onnx,CPUExecutionProvider,{},False,38,True,006478.png,,,,0.473112,0.580826,0.688541,15.492,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
30,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.93,0.4727,50.9,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.091,29.765,1.301,0.849,32.125,onnx,CPUExecutionProvider,{},False,12,False,006352.png,,,,0.405388,0.497684,0.589979,15.492,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
31,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,47.97,0.5003,55.5,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.096,46.088,1.094,0.774,48.167,onnx,CPUExecutionProvider,{},False,22,False,007230.png,,,,0.64106,0.790523,0.939987,16.412,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
32,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,46.433,0.5003,55.5,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.104,44.547,1.077,0.796,46.676,onnx,CPUExecutionProvider,{},False,0,False,007113.png,,,,0.621215,0.766051,0.910888,16.412,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
33,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.553,0.4919,54.1,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.096,29.574,1.094,0.87,31.752,onnx,CPUExecutionProvider,{},False,37,False,007162.png,,,,0.415921,0.512225,0.608529,16.132,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
34,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,38.399,0.4919,54.1,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.103,36.232,1.099,1.055,38.628,onnx,CPUExecutionProvider,{},False,23,True,007130.png,,,,0.505987,0.623145,0.740304,16.132,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
35,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,41.027,0.4751,51.3,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.134,38.883,1.344,0.785,41.273,onnx,CPUExecutionProvider,{},False,11,False,006651.png,,,,0.523299,0.642702,0.762104,15.572,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
36,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.33,0.4751,51.3,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.101,29.511,1.135,0.666,31.547,onnx,CPUExecutionProvider,{},False,0,False,006282.png,,,,0.399988,0.491255,0.582521,15.572,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
37,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,32.839,0.3545,31.2,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.095,30.808,1.091,0.926,33.037,onnx,CPUExecutionProvider,{},False,71,False,006034.png,,,,0.319274,0.381649,0.444024,11.552,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
38,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.42,0.3545,31.2,65.6,,0.0,0.03271484375,57.0,210.0,nvml,0.106,29.139,1.206,1.059,31.644,onnx,CPUExecutionProvider,{},False,48,True,006519.png,,,,0.305807,0.36555,0.425294,11.552,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
39,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,37.384,0.3905,37.2,65.6,,0.0,0.03271484375,58.0,210.0,nvml,0.118,35.596,1.106,0.669,37.622,onnx,CPUExecutionProvider,{},False,11,False,007441.png,,,,0.397437,0.479753,0.56207,12.752,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
40,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,30.917,0.3905,37.2,65.6,,0.0,0.03271484375,58.0,210.0,nvml,0.099,29.031,1.107,0.765,31.13,onnx,CPUExecutionProvider,{},False,36,False,006438.png,,,,0.328859,0.396972,0.465085,12.752,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
41,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,32.069,0.3905,37.2,65.6,,0.0,0.03271484375,58.0,210.0,nvml,0.132,29.739,1.493,0.822,32.313,onnx,CPUExecutionProvider,{},False,0,False,007456.png,,,,0.341358,0.412059,0.482761,12.752,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
42,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,45.452,0.5287,60.2,65.7,,0.0,0.03271484375,58.0,210.0,nvml,0.105,43.531,1.094,0.813,45.669,onnx,CPUExecutionProvider,{},False,44,False,006904.png,,,,0.640074,0.79254,0.945006,17.354,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
43,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,32.009,0.5287,60.2,65.7,,0.0,0.03271484375,58.0,210.0,nvml,0.107,29.753,1.468,0.773,32.236,onnx,CPUExecutionProvider,{},False,13,False,007445.png,,,,0.451801,0.55942,0.667039,17.354,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
44,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,32.586,0.4699,50.4,65.7,,0.0,0.03271484375,58.0,210.0,nvml,0.097,30.095,1.118,1.357,32.84,onnx,CPUExecutionProvider,{},False,70,False,006746.png,,,,0.411993,0.505537,0.599082,15.394,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
45,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,32.192,0.4699,50.4,65.7,,0.0,0.03271484375,58.0,210.0,nvml,0.096,29.577,1.105,1.495,32.428,onnx,CPUExecutionProvider,{},False,80,False,007151.png,,,,0.406829,0.499201,0.591573,15.394,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
46,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.442,0.4699,50.4,65.7,,0.0,0.03271484375,58.0,210.0,nvml,0.101,29.338,1.1,0.99,31.677,onnx,CPUExecutionProvider,{},False,6,False,006946.png,,,,0.397409,0.487642,0.577875,15.394,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
47,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,32.293,0.4063,39.8,65.7,,0.0,0.03271484375,58.0,210.0,nvml,0.144,30.099,1.466,0.712,32.554,onnx,CPUExecutionProvider,{},False,5,True,006617.png,,,,0.35664,0.432115,0.50759,13.274,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
48,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,42.47,0.4063,39.8,65.7,,0.0,0.03271484375,58.0,210.0,nvml,0.099,40.65,1.122,0.68,42.695,onnx,CPUExecutionProvider,{},False,11,True,006434.png,,,,0.467745,0.566733,0.665722,13.274,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
49,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.191,0.5747,67.9,65.6,,0.0,0.03271484375,58.0,210.0,nvml,0.097,29.295,1.143,0.739,31.395,onnx,CPUExecutionProvider,{},False,13,False,007063.png,,,,0.476235,0.59312,0.710005,18.892,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
50,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,32.323,0.5747,67.9,65.6,,0.0,0.03271484375,58.0,210.0,nvml,0.142,29.999,1.334,0.976,32.609,onnx,CPUExecutionProvider,{},False,15,False,006080.png,,,,0.494646,0.616049,0.737453,18.892,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
51,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,32.343,0.4481,46.8,65.6,,0.0,0.03271484375,58.0,210.0,nvml,0.107,30.363,1.167,0.801,32.567,onnx,CPUExecutionProvider,{},False,2,False,006280.png,,,,0.390932,0.47782,0.564708,14.672,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
52,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,37.578,0.4481,46.8,65.6,,0.0,0.03271484375,58.0,210.0,nvml,0.106,35.773,1.085,0.705,37.794,onnx,CPUExecutionProvider,{},False,12,False,006829.png,,,,0.453677,0.554511,0.655344,14.672,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
53,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,36.502,0.5135,57.7,65.6,,0.0,0.03271484375,58.0,210.0,nvml,0.097,34.454,1.087,0.948,36.705,onnx,CPUExecutionProvider,{},False,31,True,006122.png,,,,0.500615,0.618548,0.73648,16.852,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
54,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.091,0.5135,57.7,65.6,,0.0,0.03271484375,58.0,210.0,nvml,0.103,29.184,1.066,0.828,31.301,onnx,CPUExecutionProvider,{},False,20,True,007161.png,,,,0.426914,0.527484,0.628055,16.852,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
55,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,32.144,0.5135,57.7,65.6,,0.0,0.03271484375,58.0,210.0,nvml,0.109,30.228,1.113,0.789,32.358,onnx,CPUExecutionProvider,{},False,19,True,006363.png,,,,0.441325,0.54529,0.649255,16.852,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
56,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.534,0.5123,57.5,65.6,,0.0,0.03271484375,58.0,210.0,nvml,0.108,29.711,1.096,0.715,31.756,onnx,CPUExecutionProvider,{},False,13,False,007405.png,,,,0.432165,0.533879,0.635592,16.812,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
57,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,36.393,0.5123,57.5,65.6,,0.0,0.03271484375,58.0,210.0,nvml,0.124,34.329,1.341,0.704,36.639,onnx,CPUExecutionProvider,{},False,8,False,007158.png,,,,0.498624,0.61598,0.733336,16.812,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
58,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.087,0.5009,55.6,65.6,,0.0,0.03271484375,58.0,210.0,nvml,0.1,29.068,1.113,0.892,31.293,onnx,CPUExecutionProvider,{},False,56,False,007200.png,,,,0.416953,0.514213,0.611473,16.432,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
59,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,32.301,0.5009,55.6,65.6,,0.0,0.03271484375,58.0,210.0,nvml,0.135,30.324,1.085,0.877,32.58,onnx,CPUExecutionProvider,{},False,1,False,006533.png,,,,0.434092,0.53535,0.636607,16.432,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
60,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,31.564,0.5009,55.6,65.6,,0.0,0.03271484375,58.0,210.0,nvml,0.123,29.525,1.078,0.946,31.813,onnx,CPUExecutionProvider,{},False,9,False,006484.png,,,,0.423882,0.522758,0.621634,16.432,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
61,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,42.759,0.5087,56.9,65.6,,0.0,0.03271484375,58.0,210.0,nvml,0.129,40.831,1.118,0.795,43.0,onnx,CPUExecutionProvider,{},False,24,False,006891.png,,,,0.581312,0.717749,0.854187,16.692,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
62,0,adaptive,light,0.25,process_steady_v3,15,,SMALL,38.607,0.5087,56.9,65.6,,0.0,0.03271484375,58.0,210.0,nvml,0.102,36.862,1.118,0.611,38.821,onnx,CPUExecutionProvider,{},False,1,False,006270.png,,,,0.524821,0.648,0.771179,16.692,"DESKTOP-AMITH-RAMS — High performance, plugged in","Intel Core i7-11800H specifications; approved Windows High performance mode, plugged in; 2026-08-20",False
