status,simulated,backend,dataset,tier,imgsz,n_images,n_gt,n_predictions,map50,map50_95,vru_recall,vru_tp,vru_gt,person_recall,person_tp,person_gt,cyclist_recall,cyclist_tp,cyclist_gt,legacy_vru_recall,map_source,started_at_ns,finished_at_ns,elapsed_s,dataset_manifest_sha256,mapping_provenance,source_sha256,scorer_sha256
passed,False,onnx,kitti,MEDIUM,640,1500,7818,11791,0.3544926242224952,0.19111878798190104,0.49835526315789475,606,1216,0.6475054229934925,597,922,0.030612244897959183,9,294,0.6049700085689803,fresh_actual_backend_predictions,1789326984864385888,1789328083874448701,1099.010063261,552e343c67b9e31d084d0982c0f788116b46c711391b12d8378b66ca191b5125,provenance/scoring-protocol.json,227f90e92b96db573766e460360fc3762d7c6ef736454421056ad09d41733d15,761829272bc3d974cceda290c213a6be00dd9ebf0490f3ab65ddd5d95901b626
