run_idx,block,policy,load_profile,load_intensity,load_injector,load_worker_processes,burst_cycle_frame,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source,policy_ms,inference_ms,preprocess_ms,postprocess_ms,end_to_end_ms,backend,execution_providers,coreml_provider_options,simulated,n_detections,vru_detected,frame,tdp_energy_estimate_j,tdp_watts,tdp_label,energy_profile_estimate_low_j,energy_profile_estimate_j,energy_profile_estimate_high_j,energy_profile_power_w,energy_profile_name,energy_profile_source,energy_profile_is_measured
0,0,threshold,light,0.25,thread_steady_v1,1,,SMALL,25.757,0.2075,0.0,83.0,,,,,,none,0.005,24.301,1.092,0.348,642.753,onnx,CPUExecutionProvider,{},False,9,True,006201.png,,,,,,,,,,False
1,0,threshold,light,0.25,thread_steady_v1,1,,SMALL,19.438,0.609,53.5,83.1,,,,,,none,0.005,18.38,0.506,0.544,19.454,onnx,CPUExecutionProvider,{},False,18,True,007377.png,,,,,,,,,,False
2,0,threshold,light,0.25,thread_steady_v1,1,,SMALL,19.564,0.609,53.5,83.1,,,,,,none,0.002,18.813,0.382,0.362,19.576,onnx,CPUExecutionProvider,{},False,45,False,006587.png,,,,,,,,,,False
3,0,threshold,light,0.25,thread_steady_v1,1,,SMALL,24.42,0.609,53.5,83.1,,,,,,none,0.002,23.605,0.299,0.509,24.43,onnx,CPUExecutionProvider,{},False,12,False,006905.png,,,,,,,,,,False
4,0,threshold,light,0.25,thread_steady_v1,1,,SMALL,21.153,0.208,0.0,83.2,,,,,,none,0.004,20.365,0.385,0.395,21.169,onnx,CPUExecutionProvider,{},False,5,False,007244.png,,,,,,,,,,False
0,0,predictive,light,0.25,thread_steady_v1,1,,MEDIUM,136.381,0.2075,0.0,83.0,,,,,,none,0.302,131.147,4.34,0.865,136.711,onnx,CPUExecutionProvider,{},False,47,True,006201.png,,,,,,,,,,False
1,0,predictive,light,0.25,thread_steady_v1,1,,MEDIUM,107.571,0.2075,0.0,83.0,,,,,,none,0.005,105.998,0.919,0.645,107.585,onnx,CPUExecutionProvider,{},False,33,True,007377.png,,,,,,,,,,False
2,0,predictive,light,0.25,thread_steady_v1,1,,MEDIUM,117.599,0.2075,0.0,83.0,,,,,,none,0.004,116.221,0.668,0.704,117.613,onnx,CPUExecutionProvider,{},False,60,False,006587.png,,,,,,,,,,False
3,0,predictive,light,0.25,thread_steady_v1,1,,MEDIUM,103.753,0.2075,0.0,83.0,,,,,,none,0.003,102.425,0.666,0.653,103.767,onnx,CPUExecutionProvider,{},False,19,False,006905.png,,,,,,,,,,False
4,0,predictive,light,0.25,thread_steady_v1,1,,MEDIUM,109.445,0.2075,0.0,83.0,,,,,,none,0.003,107.858,0.723,0.853,109.457,onnx,CPUExecutionProvider,{},False,35,False,007244.png,,,,,,,,,,False
0,0,safety,light,0.25,thread_steady_v1,1,,SMALL,47.395,0.2027,0.0,81.1,,,,,,none,0.011,44.936,1.962,0.474,47.43,onnx,CPUExecutionProvider,{},False,9,True,006201.png,,,,,,,,,,False
1,0,safety,light,0.25,thread_steady_v1,1,,SMALL,23.66,0.2027,0.0,81.1,,,,,,none,0.007,22.646,0.658,0.349,23.678,onnx,CPUExecutionProvider,{},False,18,True,007377.png,,,,,,,,,,False
2,0,safety,light,0.25,thread_steady_v1,1,,MEDIUM,116.29,0.2027,0.0,81.1,,,,,,none,0.077,114.768,0.784,0.729,116.377,onnx,CPUExecutionProvider,{},False,60,False,006587.png,,,,,,,,,,False
3,0,safety,light,0.25,thread_steady_v1,1,,MEDIUM,103.05,0.772,75.9,81.1,,,,,,none,0.004,101.814,0.588,0.641,103.064,onnx,CPUExecutionProvider,{},False,19,False,006905.png,,,,,,,,,,False
4,0,safety,light,0.25,thread_steady_v1,1,,MEDIUM,104.895,0.9235,96.1,81.1,,,,,,none,0.003,103.557,0.657,0.675,104.907,onnx,CPUExecutionProvider,{},False,35,False,007244.png,,,,,,,,,,False
0,0,adaptive,light,0.25,thread_steady_v1,1,,SMALL,40.02,0.6653,61.6,81.3,,,,,,none,0.01,38.805,0.907,0.293,40.047,onnx,CPUExecutionProvider,{},False,9,True,006201.png,,,,,,,,,,False
1,0,adaptive,light,0.25,thread_steady_v1,1,,SMALL,22.297,0.6653,61.6,81.3,,,,,,none,0.007,21.603,0.39,0.295,22.314,onnx,CPUExecutionProvider,{},False,18,True,007377.png,,,,,,,,,,False
2,0,adaptive,light,0.25,thread_steady_v1,1,,SMALL,19.703,0.6653,61.6,81.3,,,,,,none,8.013,18.883,0.439,0.374,27.729,onnx,CPUExecutionProvider,{},False,45,False,006587.png,,,,,,,,,,False
3,0,adaptive,light,0.25,thread_steady_v1,1,,NANO,6.208,0.8962,92.4,81.3,,,,,,none,0.118,5.798,0.223,0.182,6.335,onnx,CPUExecutionProvider,{},False,5,False,006905.png,,,,,,,,,,False
4,0,adaptive,light,0.25,thread_steady_v1,1,,NANO,5.196,0.8962,92.4,81.3,,,,,,none,0.046,4.79,0.228,0.173,5.25,onnx,CPUExecutionProvider,{},False,4,False,007244.png,,,,,,,,,,False
0,0,safety2,light,0.25,thread_steady_v1,1,,SMALL,41.943,0.2027,0.0,81.1,,,,,,none,0.016,39.738,1.676,0.497,41.989,onnx,CPUExecutionProvider,{},False,9,True,006201.png,,,,,,,,,,False
1,0,safety2,light,0.25,thread_steady_v1,1,,MEDIUM,112.826,0.2027,0.0,81.1,,,,,,none,0.115,111.177,0.989,0.649,112.953,onnx,CPUExecutionProvider,{},False,33,True,007377.png,,,,,,,,,,False
2,0,safety2,light,0.25,thread_steady_v1,1,,MEDIUM,102.262,0.685,64.3,81.1,,,,,,none,0.005,100.796,0.676,0.783,102.277,onnx,CPUExecutionProvider,{},False,60,False,006587.png,,,,,,,,,,False
3,0,safety2,light,0.25,thread_steady_v1,1,,MEDIUM,102.933,0.9377,98.0,81.1,,,,,,none,0.003,101.677,0.599,0.649,102.945,onnx,CPUExecutionProvider,{},False,19,False,006905.png,,,,,,,,,,False
4,0,safety2,light,0.25,thread_steady_v1,1,,MEDIUM,101.326,0.9317,97.2,81.1,,,,,,none,0.003,100.04,0.625,0.655,101.338,onnx,CPUExecutionProvider,{},False,35,False,007244.png,,,,,,,,,,False
