run_idx,block,policy,load_profile,load_intensity,load_injector,load_worker_processes,burst_cycle_frame,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source,policy_ms,inference_ms,preprocess_ms,postprocess_ms,end_to_end_ms,backend,execution_providers,coreml_provider_options,simulated,n_detections,vru_detected,frame,tdp_energy_estimate_j,tdp_watts,tdp_label,energy_profile_estimate_low_j,energy_profile_estimate_j,energy_profile_estimate_high_j,energy_profile_power_w,energy_profile_name,energy_profile_source,energy_profile_is_measured
10,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.889,0.554,47.1,80.3,,,,,,none,0.046,17.304,0.282,0.298,17.943,onnx,CPUExecutionProvider,{},False,9,False,007416.png,,,,0.220146,0.269605,0.319063,15.026,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
11,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.978,0.5547,47.2,80.3,,,,,,none,0.045,17.313,0.256,0.405,18.03,onnx,CPUExecutionProvider,{},False,57,True,007420.png,,,,0.221487,0.271276,0.321066,15.046,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
12,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.902,0.5547,47.2,80.3,,,,,,none,0.044,17.291,0.264,0.341,17.954,onnx,CPUExecutionProvider,{},False,45,False,007182.png,,,,0.220554,0.270134,0.319714,15.046,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
13,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.77,0.5547,47.2,80.3,,,,,,none,0.042,17.265,0.264,0.238,17.82,onnx,CPUExecutionProvider,{},False,3,False,007443.png,,,,0.218913,0.268123,0.317334,15.046,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
14,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.918,0.5547,47.2,80.3,,,,,,none,0.043,17.316,0.261,0.337,17.969,onnx,CPUExecutionProvider,{},False,11,True,006164.png,,,,0.220744,0.270367,0.319989,15.046,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
15,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.019,0.5427,45.6,80.3,,,,,,none,0.042,17.352,0.315,0.348,18.068,onnx,CPUExecutionProvider,{},False,28,False,007087.png,,,,0.217624,0.266074,0.314524,14.726,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
16,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.043,0.5427,45.6,80.3,,,,,,none,0.045,17.418,0.289,0.331,18.098,onnx,CPUExecutionProvider,{},False,21,False,006681.png,,,,0.217977,0.266506,0.315035,14.726,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
17,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.218,0.5427,45.6,80.3,,,,,,none,0.04,17.592,0.314,0.308,18.265,onnx,CPUExecutionProvider,{},False,42,False,006319.png,,,,0.219999,0.268978,0.317957,14.726,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
18,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.848,0.5427,45.6,80.3,,,,,,none,0.041,17.264,0.309,0.271,17.896,onnx,CPUExecutionProvider,{},False,14,False,007392.png,,,,0.215553,0.263543,0.311532,14.726,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
19,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.078,0.5333,44.3,80.4,,,,,,none,0.039,17.532,0.29,0.252,18.124,onnx,CPUExecutionProvider,{},False,0,False,006148.png,,,,0.214785,0.262215,0.309645,14.468,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
20,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.858,0.5333,44.3,80.4,,,,,,none,0.041,17.248,0.281,0.325,17.907,onnx,CPUExecutionProvider,{},False,0,False,006447.png,,,,0.212211,0.259073,0.305935,14.468,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
21,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.913,0.5333,44.3,80.4,,,,,,none,0.039,18.32,0.25,0.338,18.959,onnx,CPUExecutionProvider,{},False,13,True,006857.png,,,,0.224688,0.274305,0.323922,14.468,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
22,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.977,0.5333,44.3,80.4,,,,,,none,0.039,17.298,0.346,0.329,18.023,onnx,CPUExecutionProvider,{},False,45,False,006127.png,,,,0.213595,0.260762,0.307929,14.468,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
23,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.929,0.561,48.0,80.4,,,,,,none,0.037,17.38,0.291,0.255,17.972,onnx,CPUExecutionProvider,{},False,8,False,006831.png,,,,0.222966,0.273325,0.323683,15.208,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
24,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.391,0.561,48.0,80.4,,,,,,none,0.036,16.888,0.266,0.234,17.434,onnx,CPUExecutionProvider,{},False,1,False,006461.png,,,,0.21629,0.265141,0.313992,15.208,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
25,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.594,0.561,48.0,80.4,,,,,,none,0.035,17.029,0.282,0.28,17.636,onnx,CPUExecutionProvider,{},False,10,False,007415.png,,,,0.218788,0.268203,0.317618,15.208,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
26,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.556,0.561,48.0,80.4,,,,,,none,0.038,16.98,0.287,0.284,17.6,onnx,CPUExecutionProvider,{},False,28,False,006154.png,,,,0.218351,0.267668,0.316984,15.208,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
27,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.63,0.5152,41.9,80.4,,,,,,none,0.035,17.041,0.337,0.248,17.671,onnx,CPUExecutionProvider,{},False,10,False,007336.png,,,,0.203062,0.247188,0.291313,13.988,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
28,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.52,0.5152,41.9,80.4,,,,,,none,0.048,16.92,0.278,0.318,17.577,onnx,CPUExecutionProvider,{},False,0,False,006621.png,,,,0.201978,0.245868,0.289758,13.988,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
29,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.438,0.5152,41.9,80.4,,,,,,none,0.041,16.863,0.247,0.323,17.486,onnx,CPUExecutionProvider,{},False,38,True,006478.png,,,,0.200936,0.2446,0.288264,13.988,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
30,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.41,0.5152,41.9,80.4,,,,,,none,0.039,16.834,0.267,0.305,17.455,onnx,CPUExecutionProvider,{},False,12,False,006352.png,,,,0.200579,0.244165,0.28775,13.988,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
31,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.469,0.5152,41.9,80.4,,,,,,none,0.041,16.96,0.241,0.263,17.517,onnx,CPUExecutionProvider,{},False,22,False,007230.png,,,,0.201286,0.245026,0.288766,13.988,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
32,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.878,0.5295,43.8,80.4,,,,,,none,0.039,17.393,0.242,0.239,17.924,onnx,CPUExecutionProvider,{},False,0,False,007113.png,,,,0.211072,0.257531,0.30399,14.368,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
33,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.13,0.5295,43.8,80.4,,,,,,none,0.042,17.352,0.397,0.377,18.18,onnx,CPUExecutionProvider,{},False,37,False,007162.png,,,,0.214091,0.261214,0.308338,14.368,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
34,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.223,0.5295,43.8,80.4,,,,,,none,0.043,17.6,0.317,0.302,18.273,onnx,CPUExecutionProvider,{},False,23,True,007130.png,,,,0.215185,0.262549,0.309914,14.368,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
35,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.017,0.5295,43.8,80.4,,,,,,none,0.041,17.448,0.26,0.304,18.065,onnx,CPUExecutionProvider,{},False,11,False,006651.png,,,,0.21273,0.259554,0.306378,14.368,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
36,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.902,0.201,0.0,80.4,,,,,,none,0.043,17.354,0.292,0.251,17.953,onnx,CPUExecutionProvider,{},False,0,False,006282.png,,,,0.093464,0.100681,0.107898,5.608,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
37,0,adaptive,moderate,0.5,thread_steady_v1,2,,MEDIUM,100.64,0.201,0.0,80.4,,,,,,none,0.103,99.263,0.558,0.815,100.752,onnx,CPUExecutionProvider,{},False,112,False,006034.png,,,,0.524516,0.565018,0.605521,5.608,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
38,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.074,0.5703,49.2,80.5,,,,,,none,0.099,17.425,0.292,0.352,18.181,onnx,CPUExecutionProvider,{},False,49,True,006519.png,,,,0.228856,0.2809,0.332944,15.45,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
39,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.101,0.5703,49.2,80.5,,,,,,none,0.041,17.519,0.252,0.325,18.15,onnx,CPUExecutionProvider,{},False,11,False,007441.png,,,,0.228459,0.280412,0.332366,15.45,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
40,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.902,0.5703,49.2,80.5,,,,,,none,0.039,17.33,0.255,0.312,17.948,onnx,CPUExecutionProvider,{},False,36,False,006438.png,,,,0.225922,0.277298,0.328674,15.45,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
41,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.092,0.562,48.1,80.5,,,,,,none,0.045,17.567,0.271,0.249,18.144,onnx,CPUExecutionProvider,{},False,0,False,007456.png,,,,0.225397,0.276338,0.327278,15.23,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
42,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.916,0.562,48.1,80.5,,,,,,none,0.046,17.322,0.255,0.335,17.971,onnx,CPUExecutionProvider,{},False,44,False,006904.png,,,,0.22324,0.273693,0.324145,15.23,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
43,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.765,0.562,48.1,80.5,,,,,,none,0.043,17.17,0.265,0.326,17.815,onnx,CPUExecutionProvider,{},False,13,False,007445.png,,,,0.221311,0.271328,0.321344,15.23,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
44,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.111,0.562,48.1,80.5,,,,,,none,0.048,17.394,0.285,0.428,18.166,onnx,CPUExecutionProvider,{},False,69,False,006746.png,,,,0.22567,0.276672,0.327674,15.23,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
45,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.088,0.2013,0.0,80.5,,,,,,none,0.044,17.386,0.263,0.436,18.139,onnx,CPUExecutionProvider,{},False,80,False,007151.png,,,,0.094459,0.10176,0.109061,5.61,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
46,0,adaptive,moderate,0.5,thread_steady_v1,2,,MEDIUM,101.338,0.2013,0.0,80.5,,,,,,none,0.101,99.796,0.609,0.928,101.448,onnx,CPUExecutionProvider,{},False,22,False,006946.png,,,,0.52829,0.569123,0.609955,5.61,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
47,0,adaptive,moderate,0.5,thread_steady_v1,2,,MEDIUM,101.089,0.2013,0.0,80.5,,,,,,none,0.048,99.904,0.553,0.625,101.145,onnx,CPUExecutionProvider,{},False,29,True,006617.png,,,,0.526714,0.567425,0.608136,5.61,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
48,0,adaptive,moderate,0.5,thread_steady_v1,2,,MEDIUM,99.943,0.2013,0.0,80.5,,,,,,none,0.05,98.5,0.644,0.794,100.001,onnx,CPUExecutionProvider,{},False,56,True,006434.png,,,,0.520758,0.561008,0.601259,5.61,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
49,0,adaptive,moderate,0.5,thread_steady_v1,2,,MEDIUM,99.508,0.2013,0.0,80.5,,,,,,none,0.054,98.161,0.607,0.734,99.57,onnx,CPUExecutionProvider,{},False,39,False,007063.png,,,,0.518513,0.558591,0.598668,5.61,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
50,0,adaptive,moderate,0.5,thread_steady_v1,2,,MEDIUM,97.24,0.2013,0.0,80.5,,,,,,none,0.051,96.034,0.559,0.641,97.299,onnx,CPUExecutionProvider,{},False,25,False,006080.png,,,,0.506686,0.545849,0.585012,5.61,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
51,0,adaptive,moderate,0.5,thread_steady_v1,2,,MEDIUM,98.298,0.2013,0.0,80.5,,,,,,none,0.046,97.016,0.538,0.739,98.352,onnx,CPUExecutionProvider,{},False,15,True,006280.png,,,,0.512167,0.551754,0.59134,5.61,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
52,0,adaptive,moderate,0.5,thread_steady_v1,2,,MEDIUM,98.904,0.2013,0.0,80.5,,,,,,none,0.042,97.616,0.622,0.661,98.953,onnx,CPUExecutionProvider,{},False,36,False,006829.png,,,,0.5153,0.555129,0.594957,5.61,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
53,0,adaptive,moderate,0.5,thread_steady_v1,2,,MEDIUM,99.182,0.2013,0.0,80.5,,,,,,none,0.042,97.852,0.585,0.739,99.231,onnx,CPUExecutionProvider,{},False,76,True,006122.png,,,,0.516748,0.556688,0.596629,5.61,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
54,0,adaptive,moderate,0.5,thread_steady_v1,2,,MEDIUM,98.676,0.5823,50.8,80.5,,,,,,none,0.041,97.393,0.56,0.719,98.725,onnx,CPUExecutionProvider,{},False,57,True,007161.png,,,,1.2664,1.556899,1.847399,15.77,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
55,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.239,0.583,50.9,80.5,,,,,,none,0.104,17.593,0.332,0.31,18.352,onnx,CPUExecutionProvider,{},False,19,True,006363.png,,,,0.235691,0.289785,0.343879,15.79,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
56,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.202,0.583,50.9,80.5,,,,,,none,0.043,17.651,0.267,0.28,18.252,onnx,CPUExecutionProvider,{},False,13,False,007405.png,,,,0.234397,0.288194,0.341991,15.79,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
57,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.241,0.547,46.1,80.5,,,,,,none,0.05,17.645,0.293,0.299,18.299,onnx,CPUExecutionProvider,{},False,8,False,007158.png,,,,0.221824,0.271367,0.320911,14.83,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
58,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.132,0.547,46.1,80.5,,,,,,none,0.041,17.426,0.255,0.447,18.18,onnx,CPUExecutionProvider,{},False,56,False,007200.png,,,,0.220389,0.269611,0.318834,14.83,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
59,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.932,0.547,46.1,80.5,,,,,,none,0.043,17.404,0.255,0.269,17.984,onnx,CPUExecutionProvider,{},False,1,False,006533.png,,,,0.218011,0.266703,0.315394,14.83,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
60,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.116,0.547,46.1,80.5,,,,,,none,0.04,17.568,0.272,0.272,18.163,onnx,CPUExecutionProvider,{},False,9,False,006484.png,,,,0.220182,0.269359,0.318536,14.83,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
61,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.508,0.5575,47.5,80.5,,,,,,none,0.041,17.893,0.291,0.319,18.557,onnx,CPUExecutionProvider,{},False,24,False,006891.png,,,,0.22885,0.280391,0.331932,15.11,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
62,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.073,0.5575,47.5,80.5,,,,,,none,0.043,17.457,0.284,0.327,18.123,onnx,CPUExecutionProvider,{},False,1,False,006270.png,,,,0.223507,0.273844,0.324182,15.11,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
63,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.936,0.5575,47.5,80.5,,,,,,none,0.039,17.332,0.309,0.29,17.983,onnx,CPUExecutionProvider,{},False,23,False,006413.png,,,,0.221771,0.271718,0.321665,15.11,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
64,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,17.919,0.5575,47.5,80.5,,,,,,none,0.049,17.349,0.263,0.301,17.976,onnx,CPUExecutionProvider,{},False,2,False,006874.png,,,,0.221691,0.271619,0.321548,15.11,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
65,0,adaptive,moderate,0.5,thread_steady_v1,2,,SMALL,18.1,0.2013,0.0,80.5,,,,,,none,0.042,17.46,0.307,0.328,18.15,onnx,CPUExecutionProvider,{},False,41,False,006368.png,,,,0.094515,0.10182,0.109126,5.61,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
66,0,adaptive,moderate,0.5,thread_steady_v1,2,,MEDIUM,99.431,0.2013,0.0,80.5,,,,,,none,0.134,98.089,0.596,0.742,99.573,onnx,CPUExecutionProvider,{},False,25,False,007358.png,,,,0.518529,0.558607,0.598685,5.61,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
67,0,adaptive,moderate,0.5,thread_steady_v1,2,,MEDIUM,97.718,0.2013,0.0,80.5,,,,,,none,0.048,96.4,0.58,0.733,97.774,onnx,CPUExecutionProvider,{},False,98,True,006475.png,,,,0.509156,0.54851,0.587864,5.61,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
68,0,adaptive,moderate,0.5,thread_steady_v1,2,,MEDIUM,96.928,0.2013,0.0,80.5,,,,,,none,0.037,95.75,0.533,0.64,96.973,onnx,CPUExecutionProvider,{},False,26,False,006417.png,,,,0.504984,0.544016,0.583047,5.61,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
69,0,adaptive,moderate,0.5,thread_steady_v1,2,,MEDIUM,98.716,0.2013,0.0,80.5,,,,,,none,0.044,97.494,0.536,0.682,98.768,onnx,CPUExecutionProvider,{},False,44,True,006778.png,,,,0.514337,0.554091,0.593845,5.61,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
70,0,adaptive,moderate,0.5,thread_steady_v1,2,,MEDIUM,99.89,0.2013,0.0,80.5,,,,,,none,0.042,98.704,0.551,0.631,99.939,onnx,CPUExecutionProvider,{},False,10,False,007082.png,,,,0.520434,0.56066,0.600885,5.61,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
71,0,adaptive,moderate,0.5,thread_steady_v1,2,,MEDIUM,99.531,0.2013,0.0,80.5,,,,,,none,0.039,98.274,0.568,0.685,99.577,onnx,CPUExecutionProvider,{},False,3,False,006712.png,,,,0.518547,0.558626,0.598706,5.61,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
