run_idx,block,policy,load_profile,load_intensity,load_injector,load_worker_processes,burst_cycle_frame,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source,policy_ms,inference_ms,preprocess_ms,postprocess_ms,end_to_end_ms,backend,execution_providers,coreml_provider_options,simulated,n_detections,vru_detected,frame,tdp_energy_estimate_j,tdp_watts,tdp_label,energy_profile_estimate_low_j,energy_profile_estimate_j,energy_profile_estimate_high_j,energy_profile_power_w,energy_profile_name,energy_profile_source,energy_profile_is_measured
0,0,adaptive,burst,0.85,process_isolated_burst_v2,9,0,MEDIUM,149.207,0.1923,0.0,76.9,,,,,,none,0.121,140.591,7.261,1.343,1149.348,onnx,CPUExecutionProvider,{},False,47,True,006201.png,,,,5.923167,6.365092,6.807016,5.538,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
1,0,adaptive,burst,0.85,process_isolated_burst_v2,9,1,MEDIUM,111.794,0.1952,0.0,78.1,,,,,,none,0.006,110.358,0.704,0.722,111.817,onnx,CPUExecutionProvider,{},False,33,True,007377.png,,,,0.578262,0.621927,0.665591,5.562,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
2,0,adaptive,burst,0.85,process_isolated_burst_v2,9,2,MEDIUM,117.535,0.1952,0.0,78.1,,,,,,none,11.223,115.36,0.601,1.563,128.778,onnx,CPUExecutionProvider,{},False,60,False,006587.png,,,,0.665976,0.716263,0.766551,5.562,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
3,0,adaptive,burst,0.85,process_isolated_burst_v2,9,3,MEDIUM,135.979,0.2052,0.0,82.1,,,,,,none,0.062,134.416,0.668,0.888,136.056,onnx,CPUExecutionProvider,{},False,19,False,006905.png,,,,0.711775,0.767625,0.823476,5.642,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
4,0,adaptive,burst,0.85,process_isolated_burst_v2,9,4,SMALL,30.549,0.7717,75.5,82.2,,,,,,none,0.214,28.914,1.047,0.569,30.78,onnx,CPUExecutionProvider,{},False,5,False,007244.png,,,,0.509655,0.6385,0.767345,20.744,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
5,0,adaptive,burst,0.85,process_isolated_burst_v2,9,5,NANO,13.367,0.8362,84.3,81.6,,,,,,none,0.156,12.529,0.55,0.279,13.537,onnx,CPUExecutionProvider,{},False,19,False,007031.png,,,,0.241884,0.304464,0.367043,22.492,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
6,0,adaptive,burst,0.85,process_isolated_burst_v2,9,6,NANO,8.566,0.8362,84.3,81.6,,,,,,none,0.084,7.888,0.389,0.28,8.663,onnx,CPUExecutionProvider,{},False,9,False,006369.png,,,,0.154793,0.194841,0.234888,22.492,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
7,0,adaptive,burst,0.85,process_isolated_burst_v2,9,7,NANO,8.192,0.8362,84.3,81.6,,,,,,none,0.07,7.698,0.284,0.202,8.274,onnx,CPUExecutionProvider,{},False,0,False,006254.png,,,,0.147852,0.186104,0.224355,22.492,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
8,0,adaptive,burst,0.85,process_isolated_burst_v2,9,8,NANO,9.336,0.8362,84.3,81.6,,,,,,none,0.081,8.722,0.346,0.259,9.43,onnx,CPUExecutionProvider,{},False,7,False,006781.png,,,,0.168511,0.212107,0.255703,22.492,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
9,0,adaptive,burst,0.85,process_isolated_burst_v2,9,9,NANO,9.047,0.8117,81.0,81.7,,,,,,none,0.106,7.857,0.623,0.554,9.172,onnx,CPUExecutionProvider,{},False,6,False,006840.png,,,,0.159364,0.200257,0.241149,21.834,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
10,0,adaptive,burst,0.85,process_isolated_burst_v2,9,10,NANO,8.117,0.8117,81.0,81.7,,,,,,none,0.105,7.163,0.504,0.44,8.242,onnx,CPUExecutionProvider,{},False,1,False,007416.png,,,,0.143214,0.179962,0.21671,21.834,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
11,0,adaptive,burst,0.85,process_isolated_burst_v2,9,11,NANO,8.372,0.8117,81.0,81.7,,,,,,none,0.117,7.573,0.501,0.287,8.505,onnx,CPUExecutionProvider,{},False,19,True,007420.png,,,,0.147774,0.185692,0.22361,21.834,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
12,0,adaptive,burst,0.85,process_isolated_burst_v2,9,12,NANO,8.226,0.8117,81.0,81.7,,,,,,none,0.081,7.512,0.294,0.412,8.321,onnx,CPUExecutionProvider,{},False,34,False,007182.png,,,,0.144579,0.181677,0.218776,21.834,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
13,0,adaptive,burst,0.85,process_isolated_burst_v2,9,13,NANO,9.323,0.8117,81.0,81.7,,,,,,none,0.101,8.608,0.479,0.227,9.44,onnx,CPUExecutionProvider,{},False,0,False,007443.png,,,,0.164021,0.206108,0.248196,21.834,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
14,0,adaptive,burst,0.85,process_isolated_burst_v2,9,14,NANO,9.181,0.8117,81.0,81.7,,,,,,none,0.1,8.473,0.483,0.217,9.295,onnx,CPUExecutionProvider,{},False,0,False,006164.png,,,,0.161513,0.202956,0.2444,21.834,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
15,0,adaptive,burst,0.85,process_isolated_burst_v2,9,15,NANO,7.058,0.7615,74.3,81.7,,,,,,none,0.078,6.496,0.301,0.254,7.149,onnx,CPUExecutionProvider,{},False,7,False,007087.png,,,,0.117025,0.146501,0.175978,20.494,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
16,0,adaptive,burst,0.85,process_isolated_burst_v2,9,16,NANO,7.238,0.7615,74.3,81.7,,,,,,none,0.074,6.685,0.289,0.257,7.322,onnx,CPUExecutionProvider,{},False,11,False,006681.png,,,,0.11987,0.150063,0.180257,20.494,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
17,0,adaptive,burst,0.85,process_isolated_burst_v2,9,17,NANO,7.336,0.7615,74.3,81.7,,,,,,none,0.068,6.771,0.296,0.263,7.413,onnx,CPUExecutionProvider,{},False,16,False,006319.png,,,,0.121361,0.151931,0.1825,20.494,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
18,0,adaptive,burst,0.85,process_isolated_burst_v2,9,18,NANO,8.091,0.7615,74.3,81.7,,,,,,none,0.062,7.296,0.296,0.494,8.167,onnx,CPUExecutionProvider,{},False,9,False,007392.png,,,,0.133699,0.167376,0.201053,20.494,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
19,0,adaptive,burst,0.85,process_isolated_burst_v2,9,19,NANO,7.0,0.7615,74.3,81.7,,,,,,none,0.064,6.466,0.32,0.207,7.08,onnx,CPUExecutionProvider,{},False,0,False,006148.png,,,,0.115898,0.145092,0.174285,20.494,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
20,0,adaptive,burst,0.0,process_isolated_burst_v2,9,20,NANO,7.395,0.6152,54.8,81.7,,,,,,none,0.076,6.82,0.36,0.205,7.485,onnx,CPUExecutionProvider,{},False,0,False,006447.png,,,,0.100638,0.124205,0.147771,16.594,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
21,0,adaptive,burst,0.0,process_isolated_burst_v2,9,21,SMALL,26.732,0.2043,0.0,81.7,,,,,,none,0.159,25.513,0.615,0.594,26.911,onnx,CPUExecutionProvider,{},False,13,True,006857.png,,,,0.140624,0.151617,0.16261,5.634,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
22,0,adaptive,burst,0.0,process_isolated_burst_v2,9,22,MEDIUM,156.995,0.2043,0.0,81.7,,,,,,none,0.157,155.115,0.732,1.139,157.168,onnx,CPUExecutionProvider,{},False,77,False,006127.png,,,,0.82128,0.885483,0.949686,5.634,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
23,0,adaptive,burst,0.0,process_isolated_burst_v2,9,23,MEDIUM,147.646,0.2043,0.0,81.7,,,,,,none,0.088,145.809,0.869,0.957,147.749,onnx,CPUExecutionProvider,{},False,25,False,006831.png,,,,0.772062,0.832417,0.892772,5.634,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
24,0,adaptive,burst,0.0,process_isolated_burst_v2,9,24,MEDIUM,151.194,0.2048,0.0,81.9,,,,,,none,0.095,149.338,0.853,0.99,151.304,onnx,CPUExecutionProvider,{},False,20,False,006461.png,,,,0.791092,0.853051,0.91501,5.638,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
25,0,adaptive,burst,0.0,process_isolated_burst_v2,9,25,SMALL,27.517,0.6578,60.4,81.9,,,,,,none,0.175,26.497,0.59,0.422,27.705,onnx,CPUExecutionProvider,{},False,10,False,007415.png,,,,0.395856,0.490868,0.585881,17.718,"MacBook Air M-series, plugged in, Low Power Mode off","Apple datasheet + measured idle telemetry, plugged in, 2026-08-03",False
