policy,load_profile,latency_ms,tier,vru_detected,backend,device
adaptive,moderate,81.9808,SMALL,False,onnx,raspberry-pi-5
adaptive,moderate,83.628,SMALL,False,onnx,raspberry-pi-5
adaptive,moderate,77.0896,SMALL,False,onnx,raspberry-pi-5
adaptive,moderate,82.1077,SMALL,False,onnx,raspberry-pi-5
adaptive,moderate,88.1178,SMALL,False,onnx,raspberry-pi-5
adaptive,moderate,36.0026,NANO,True,onnx,raspberry-pi-5
adaptive,moderate,49.5109,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,44.3057,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,36.3198,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,33.8477,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,50.7979,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,41.0537,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,42.4188,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,43.0904,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,41.4547,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,45.9701,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,43.0161,NANO,True,onnx,raspberry-pi-5
adaptive,moderate,41.2885,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,21.6411,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,40.4958,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,41.1759,NANO,True,onnx,raspberry-pi-5
adaptive,moderate,43.329,NANO,True,onnx,raspberry-pi-5
adaptive,moderate,29.7387,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,53.0237,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,36.9177,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,44.2532,NANO,True,onnx,raspberry-pi-5
adaptive,moderate,31.3639,NANO,True,onnx,raspberry-pi-5
adaptive,moderate,36.1408,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,36.0384,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,40.4661,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,35.0255,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,47.605,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,41.6594,NANO,True,onnx,raspberry-pi-5
adaptive,moderate,39.7185,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,53.1451,NANO,False,onnx,raspberry-pi-5
adaptive,moderate,127.9625,MEDIUM,False,onnx,raspberry-pi-5
adaptive,moderate,98.9197,MEDIUM,True,onnx,raspberry-pi-5
adaptive,moderate,139.9517,MEDIUM,True,onnx,raspberry-pi-5
adaptive,moderate,131.6758,MEDIUM,False,onnx,raspberry-pi-5
adaptive,moderate,122.5689,MEDIUM,False,onnx,raspberry-pi-5
adaptive,moderate,177.1486,MEDIUM,True,onnx,raspberry-pi-5
adaptive,moderate,159.3929,MEDIUM,False,onnx,raspberry-pi-5
adaptive,moderate,149.1694,MEDIUM,False,onnx,raspberry-pi-5
adaptive,moderate,146.5035,MEDIUM,False,onnx,raspberry-pi-5
adaptive,moderate,174.162,MEDIUM,False,onnx,raspberry-pi-5
adaptive,heavy,35.0185,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,45.3712,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,47.8853,NANO,True,onnx,raspberry-pi-5
adaptive,heavy,42.1776,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,45.6261,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,43.9427,NANO,True,onnx,raspberry-pi-5
adaptive,heavy,52.8437,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,27.8621,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,38.0184,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,38.4159,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,34.8723,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,50.7333,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,53.1701,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,40.2255,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,38.3842,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,40.5346,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,42.7663,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,40.6481,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,43.9841,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,39.854,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,33.6709,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,47.8581,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,35.211,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,34.4281,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,41.5299,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,41.5436,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,54.5907,NANO,True,onnx,raspberry-pi-5
adaptive,heavy,38.9634,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,41.6941,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,35.2727,NANO,True,onnx,raspberry-pi-5
adaptive,heavy,27.3379,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,39.4241,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,33.4166,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,32.8286,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,54.5976,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,47.0064,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,51.8993,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,34.4174,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,53.2099,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,36.0546,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,43.9725,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,44.9516,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,37.4676,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,42.9121,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,38.9429,NANO,True,onnx,raspberry-pi-5
adaptive,heavy,49.1649,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,43.2983,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,47.9331,NANO,True,onnx,raspberry-pi-5
adaptive,heavy,37.2117,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,34.8191,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,42.6611,NANO,True,onnx,raspberry-pi-5
adaptive,heavy,41.3697,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,55.0552,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,45.1761,NANO,True,onnx,raspberry-pi-5
adaptive,heavy,38.8266,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,35.1434,NANO,True,onnx,raspberry-pi-5
adaptive,heavy,39.8321,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,31.4379,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,41.6556,NANO,True,onnx,raspberry-pi-5
adaptive,heavy,40.1748,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,46.8465,NANO,True,onnx,raspberry-pi-5
adaptive,heavy,40.0593,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,29.1599,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,38.6244,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,31.1889,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,46.8845,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,40.1464,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,39.6163,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,33.4439,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,37.0476,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,39.4956,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,42.2047,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,35.8222,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,40.8926,NANO,True,onnx,raspberry-pi-5
adaptive,heavy,42.7036,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,44.9854,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,39.154,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,42.222,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,40.2168,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,42.1251,NANO,False,onnx,raspberry-pi-5
adaptive,heavy,67.3324,SMALL,False,onnx,raspberry-pi-5
adaptive,heavy,77.0886,SMALL,False,onnx,raspberry-pi-5
adaptive,heavy,85.9514,SMALL,False,onnx,raspberry-pi-5
adaptive,heavy,101.323,SMALL,False,onnx,raspberry-pi-5
adaptive,heavy,86.453,SMALL,False,onnx,raspberry-pi-5
adaptive,heavy,83.5072,SMALL,False,onnx,raspberry-pi-5
adaptive,heavy,91.647,SMALL,False,onnx,raspberry-pi-5
adaptive,heavy,57.7617,SMALL,False,onnx,raspberry-pi-5
adaptive,heavy,71.2178,SMALL,False,onnx,raspberry-pi-5
adaptive,heavy,73.1623,SMALL,False,onnx,raspberry-pi-5
adaptive,heavy,87.602,SMALL,False,onnx,raspberry-pi-5
adaptive,heavy,69.1659,SMALL,False,onnx,raspberry-pi-5
adaptive,heavy,94.4018,SMALL,False,onnx,raspberry-pi-5
adaptive,heavy,65.0423,SMALL,False,onnx,raspberry-pi-5
adaptive,heavy,86.212,SMALL,False,onnx,raspberry-pi-5
adaptive,heavy,94.8066,SMALL,False,onnx,raspberry-pi-5
adaptive,heavy,70.21,SMALL,False,onnx,raspberry-pi-5
adaptive,heavy,66.4448,SMALL,False,onnx,raspberry-pi-5
adaptive,heavy,89.2514,SMALL,False,onnx,raspberry-pi-5
adaptive,heavy,64.963,SMALL,False,onnx,raspberry-pi-5
adaptive,burst,44.5192,NANO,False,onnx,raspberry-pi-5
adaptive,burst,38.4895,NANO,False,onnx,raspberry-pi-5
adaptive,burst,45.481,NANO,False,onnx,raspberry-pi-5
adaptive,burst,39.4702,NANO,False,onnx,raspberry-pi-5
adaptive,burst,42.0602,NANO,True,onnx,raspberry-pi-5
adaptive,burst,40.636,NANO,False,onnx,raspberry-pi-5
adaptive,burst,26.1221,NANO,False,onnx,raspberry-pi-5
adaptive,burst,41.8501,NANO,False,onnx,raspberry-pi-5
adaptive,burst,48.3173,NANO,False,onnx,raspberry-pi-5
adaptive,burst,50.3193,NANO,False,onnx,raspberry-pi-5
adaptive,burst,38.4013,NANO,True,onnx,raspberry-pi-5
adaptive,burst,53.7566,NANO,False,onnx,raspberry-pi-5
adaptive,burst,41.0008,NANO,True,onnx,raspberry-pi-5
adaptive,burst,32.0596,NANO,False,onnx,raspberry-pi-5
adaptive,burst,49.8732,NANO,True,onnx,raspberry-pi-5
adaptive,burst,44.6343,NANO,True,onnx,raspberry-pi-5
adaptive,burst,30.8168,NANO,False,onnx,raspberry-pi-5
adaptive,burst,49.905,NANO,False,onnx,raspberry-pi-5
adaptive,burst,48.1093,NANO,False,onnx,raspberry-pi-5
adaptive,burst,34.9385,NANO,False,onnx,raspberry-pi-5
adaptive,burst,46.5696,NANO,False,onnx,raspberry-pi-5
adaptive,burst,42.5188,NANO,False,onnx,raspberry-pi-5
adaptive,burst,45.2502,NANO,False,onnx,raspberry-pi-5
adaptive,burst,36.3758,NANO,True,onnx,raspberry-pi-5
adaptive,burst,41.6276,NANO,False,onnx,raspberry-pi-5
adaptive,burst,42.6425,NANO,False,onnx,raspberry-pi-5
adaptive,burst,44.5837,NANO,False,onnx,raspberry-pi-5
adaptive,burst,36.9388,NANO,False,onnx,raspberry-pi-5
adaptive,burst,31.2251,NANO,False,onnx,raspberry-pi-5
adaptive,burst,37.9023,NANO,False,onnx,raspberry-pi-5
adaptive,burst,44.9248,NANO,True,onnx,raspberry-pi-5
adaptive,burst,34.283,NANO,False,onnx,raspberry-pi-5
adaptive,burst,45.4312,NANO,False,onnx,raspberry-pi-5
adaptive,burst,35.4658,NANO,True,onnx,raspberry-pi-5
adaptive,burst,32.783,NANO,True,onnx,raspberry-pi-5
adaptive,burst,39.1818,NANO,False,onnx,raspberry-pi-5
adaptive,burst,55.1265,NANO,False,onnx,raspberry-pi-5
adaptive,burst,48.414,NANO,False,onnx,raspberry-pi-5
adaptive,burst,45.7637,NANO,False,onnx,raspberry-pi-5
adaptive,burst,29.5324,NANO,False,onnx,raspberry-pi-5
adaptive,burst,37.6454,NANO,False,onnx,raspberry-pi-5
adaptive,burst,49.0886,NANO,False,onnx,raspberry-pi-5
adaptive,burst,45.367,NANO,True,onnx,raspberry-pi-5
adaptive,burst,43.9203,NANO,False,onnx,raspberry-pi-5
adaptive,burst,36.2532,NANO,True,onnx,raspberry-pi-5
adaptive,burst,47.3638,NANO,False,onnx,raspberry-pi-5
adaptive,burst,42.443,NANO,False,onnx,raspberry-pi-5
adaptive,burst,43.1143,NANO,False,onnx,raspberry-pi-5
adaptive,burst,38.5479,NANO,False,onnx,raspberry-pi-5
adaptive,burst,37.5708,NANO,True,onnx,raspberry-pi-5
adaptive,burst,38.9541,NANO,False,onnx,raspberry-pi-5
adaptive,burst,37.8682,NANO,False,onnx,raspberry-pi-5
adaptive,burst,42.3636,NANO,True,onnx,raspberry-pi-5
adaptive,burst,39.7357,NANO,False,onnx,raspberry-pi-5
adaptive,burst,33.624,NANO,False,onnx,raspberry-pi-5
adaptive,burst,56.9267,NANO,True,onnx,raspberry-pi-5
adaptive,burst,39.5143,NANO,False,onnx,raspberry-pi-5
adaptive,burst,37.8165,NANO,False,onnx,raspberry-pi-5
adaptive,burst,40.9571,NANO,False,onnx,raspberry-pi-5
adaptive,burst,53.6273,NANO,False,onnx,raspberry-pi-5
adaptive,burst,35.2778,NANO,False,onnx,raspberry-pi-5
adaptive,burst,37.6129,NANO,False,onnx,raspberry-pi-5
adaptive,burst,41.7449,NANO,False,onnx,raspberry-pi-5
adaptive,burst,46.4232,NANO,False,onnx,raspberry-pi-5
adaptive,burst,38.5216,NANO,False,onnx,raspberry-pi-5
adaptive,burst,41.7123,NANO,False,onnx,raspberry-pi-5
adaptive,burst,49.6613,NANO,True,onnx,raspberry-pi-5
adaptive,burst,42.3626,NANO,True,onnx,raspberry-pi-5
adaptive,burst,47.081,NANO,False,onnx,raspberry-pi-5
adaptive,burst,39.2632,NANO,False,onnx,raspberry-pi-5
adaptive,burst,42.0089,NANO,True,onnx,raspberry-pi-5
adaptive,burst,41.1022,NANO,False,onnx,raspberry-pi-5
adaptive,burst,38.4502,NANO,False,onnx,raspberry-pi-5
adaptive,burst,46.9884,NANO,False,onnx,raspberry-pi-5
adaptive,burst,43.6209,NANO,False,onnx,raspberry-pi-5
adaptive,burst,27.2548,NANO,False,onnx,raspberry-pi-5
adaptive,burst,41.6362,NANO,True,onnx,raspberry-pi-5
adaptive,burst,32.3587,NANO,True,onnx,raspberry-pi-5
adaptive,burst,51.5166,NANO,False,onnx,raspberry-pi-5
adaptive,burst,41.4452,NANO,False,onnx,raspberry-pi-5
adaptive,burst,47.0795,NANO,False,onnx,raspberry-pi-5
adaptive,burst,47.7307,NANO,False,onnx,raspberry-pi-5
adaptive,burst,49.5971,NANO,False,onnx,raspberry-pi-5
adaptive,burst,35.4564,NANO,False,onnx,raspberry-pi-5
adaptive,burst,31.27,NANO,False,onnx,raspberry-pi-5
adaptive,burst,41.596,NANO,True,onnx,raspberry-pi-5
adaptive,burst,51.0212,NANO,False,onnx,raspberry-pi-5
adaptive,burst,33.8016,NANO,True,onnx,raspberry-pi-5
adaptive,burst,37.8561,NANO,False,onnx,raspberry-pi-5
adaptive,burst,39.763,NANO,True,onnx,raspberry-pi-5
adaptive,burst,77.6397,SMALL,True,onnx,raspberry-pi-5
adaptive,burst,66.5485,SMALL,False,onnx,raspberry-pi-5
adaptive,burst,84.6245,SMALL,False,onnx,raspberry-pi-5
adaptive,burst,82.4403,SMALL,False,onnx,raspberry-pi-5
adaptive,burst,74.3624,SMALL,False,onnx,raspberry-pi-5
adaptive,burst,59.9358,SMALL,False,onnx,raspberry-pi-5
adaptive,burst,73.3305,SMALL,True,onnx,raspberry-pi-5
adaptive,burst,81.1572,SMALL,True,onnx,raspberry-pi-5
adaptive,burst,181.6141,MEDIUM,False,onnx,raspberry-pi-5
adaptive,burst,144.3268,MEDIUM,False,onnx,raspberry-pi-5
