run_idx,policy,load_profile,load_intensity,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,backend,simulated,n_detections,vru_detected,frame
0,threshold,idle,0.0,SMALL,53.797,0.247,18.0,44.8,,onnx,False,29,False,005981.png
1,threshold,idle,0.0,SMALL,64.464,0.247,18.0,44.8,,onnx,False,41,False,005982.png
2,threshold,idle,0.0,SMALL,58.942,0.549,58.2,45.0,,onnx,False,57,False,005983.png
3,threshold,idle,0.0,SMALL,69.073,0.6525,72.0,45.0,,onnx,False,0,False,005984.png
4,threshold,idle,0.0,SMALL,75.075,0.6128,66.7,45.0,,onnx,False,12,True,005985.png
5,threshold,idle,0.0,SMALL,80.032,0.6128,66.7,45.0,,onnx,False,34,False,005986.png
6,threshold,idle,0.0,SMALL,67.566,0.718,80.7,45.1,,onnx,False,29,False,005987.png
7,threshold,idle,0.0,SMALL,52.07,0.6752,75.0,45.1,,onnx,False,46,True,005988.png
8,threshold,idle,0.0,SMALL,83.442,0.6918,77.2,45.1,,onnx,False,0,False,005989.png
9,threshold,idle,0.0,SMALL,81.881,0.679,75.5,45.1,,onnx,False,11,False,005990.png
10,threshold,idle,0.0,SMALL,77.223,0.6348,69.6,45.1,,onnx,False,2,False,005991.png
11,threshold,idle,0.0,SMALL,83.166,0.5972,64.6,45.1,,onnx,False,30,False,005992.png
12,threshold,idle,0.0,SMALL,78.986,0.6885,76.8,45.0,,onnx,False,2,False,005993.png
13,threshold,idle,0.0,SMALL,78.767,0.613,66.7,45.1,,onnx,False,23,True,005994.png
14,threshold,idle,0.0,SMALL,79.447,0.5897,63.6,45.1,,onnx,False,1,False,005995.png
15,threshold,idle,0.0,SMALL,76.196,0.5715,61.2,45.0,,onnx,False,63,False,005996.png
16,threshold,idle,0.0,SMALL,80.799,0.5895,63.6,45.0,,onnx,False,0,False,005997.png
17,threshold,idle,0.0,SMALL,77.638,0.6023,65.3,45.0,,onnx,False,21,False,005998.png
18,threshold,idle,0.0,SMALL,77.625,0.5715,61.2,45.0,,onnx,False,30,False,005999.png
19,threshold,idle,0.0,SMALL,76.613,0.5715,61.2,45.0,,onnx,False,14,False,006000.png
20,threshold,idle,0.0,SMALL,79.097,0.5813,62.5,45.0,,onnx,False,6,True,006001.png
21,threshold,idle,0.0,SMALL,67.954,0.6285,68.8,45.0,,onnx,False,7,False,006002.png
22,threshold,idle,0.0,SMALL,82.331,0.5813,62.5,45.0,,onnx,False,34,False,006003.png
23,threshold,idle,0.0,SMALL,57.892,0.6285,68.8,45.0,,onnx,False,10,False,006004.png
24,threshold,idle,0.0,SMALL,79.272,0.6653,73.7,45.0,,onnx,False,30,False,006005.png
25,threshold,idle,0.0,SMALL,69.469,0.6285,68.8,45.0,,onnx,False,26,True,006006.png
26,threshold,idle,0.0,SMALL,49.002,0.5948,64.3,45.0,,onnx,False,36,False,006007.png
27,threshold,idle,0.0,SMALL,84.86,0.5948,64.3,45.0,,onnx,False,39,True,006008.png
28,threshold,idle,0.0,SMALL,81.547,0.6437,70.8,45.1,,onnx,False,28,False,006009.png
29,threshold,idle,0.0,SMALL,81.332,0.7443,84.2,45.1,,onnx,False,15,True,006010.png
30,threshold,idle,0.0,SMALL,79.27,0.5815,62.5,45.1,,onnx,False,67,False,006011.png
31,threshold,idle,0.0,SMALL,77.355,0.6023,65.3,45.0,,onnx,False,10,False,006012.png
