status,simulated,backend,dataset,tier,imgsz,n_images,n_gt,n_predictions,map50,map50_95,vru_recall,vru_tp,vru_gt,person_recall,person_tp,person_gt,cyclist_recall,cyclist_tp,cyclist_gt,legacy_vru_recall,map_source,started_at_ns,finished_at_ns,elapsed_s,dataset_manifest_sha256,mapping_provenance,source_sha256,scorer_sha256
passed,False,onnx,kitti,NANO,320,1500,7818,4648,0.15921434138970947,0.0783470103341931,0.2294407894736842,279,1216,0.30260303687635576,279,922,0.0,0,294,0.2519280205655527,fresh_actual_backend_predictions,1789325803935734496,1789325876805317203,72.869582995,552e343c67b9e31d084d0982c0f788116b46c711391b12d8378b66ca191b5125,provenance/scoring-protocol.json,227f90e92b96db573766e460360fc3762d7c6ef736454421056ad09d41733d15,761829272bc3d974cceda290c213a6be00dd9ebf0490f3ab65ddd5d95901b626
