run_idx,block,policy,load_profile,load_intensity,load_injector,load_worker_processes,burst_cycle_frame,tier,latency_ms,pressure,cpu_pct,mem_pct,cpu_temp,gpu_util_pct,gpu_mem_frac,gpu_temp,gpu_clock_mhz,accelerator_source,policy_ms,inference_ms,preprocess_ms,postprocess_ms,end_to_end_ms,backend,execution_providers,coreml_provider_options,simulated,n_detections,vru_detected,frame,tdp_energy_estimate_j,tdp_watts,tdp_label,energy_profile_estimate_low_j,energy_profile_estimate_j,energy_profile_estimate_high_j,energy_profile_power_w,energy_profile_name,energy_profile_source,energy_profile_is_measured
0,0,threshold,moderate,0.5,process_steady_v3,15,,SMALL,52.142,0.5203,58.3,66.9,,0.0,0.03271484375,54.0,210.0,nvml,0.007,49.192,1.953,0.974,1528.828,onnx,CPUExecutionProvider,{},False,9,True,006201.png,,,,,,,,,,False
1,0,threshold,moderate,0.5,process_steady_v3,15,,SMALL,41.068,0.3857,35.4,68.0,,0.0,0.03271484375,54.0,210.0,nvml,0.014,38.432,1.62,0.997,41.309,onnx,CPUExecutionProvider,{},False,18,True,007377.png,,,,,,,,,,False
2,0,threshold,moderate,0.5,process_steady_v3,15,,SMALL,55.095,0.4792,50.9,68.2,,0.0,0.03271484375,54.0,210.0,nvml,0.009,52.342,1.664,1.07,55.321,onnx,CPUExecutionProvider,{},False,44,False,006587.png,,,,,,,,,,False
3,0,threshold,moderate,0.5,process_steady_v3,15,,MEDIUM,332.315,0.4792,50.9,68.2,,0.0,0.03271484375,54.0,210.0,nvml,0.205,323.499,6.803,1.991,333.218,onnx,CPUExecutionProvider,{},False,19,False,006905.png,,,,,,,,,,False
4,0,threshold,moderate,0.5,process_steady_v3,15,,MEDIUM,283.745,0.7324,92.9,68.7,,0.0,0.03271484375,55.0,210.0,nvml,0.01,275.434,5.913,2.375,284.365,onnx,CPUExecutionProvider,{},False,35,False,007244.png,,,,,,,,,,False
0,0,predictive,moderate,0.5,process_steady_v3,15,,SMALL,48.679,0.503,55.0,67.9,,0.0,0.03271484375,56.0,210.0,nvml,0.008,46.502,1.264,0.894,48.854,onnx,CPUExecutionProvider,{},False,9,True,006201.png,,,,,,,,,,False
1,0,predictive,moderate,0.5,process_steady_v3,15,,SMALL,34.669,0.4874,52.4,67.9,,0.0,0.03271484375,56.0,210.0,nvml,0.01,32.388,1.157,1.109,34.839,onnx,CPUExecutionProvider,{},False,18,True,007377.png,,,,,,,,,,False
2,0,predictive,moderate,0.5,process_steady_v3,15,,SMALL,41.723,0.4874,52.4,67.9,,0.0,0.03271484375,56.0,210.0,nvml,0.022,38.683,1.874,1.143,42.048,onnx,CPUExecutionProvider,{},False,44,False,006587.png,,,,,,,,,,False
3,0,predictive,moderate,0.5,process_steady_v3,15,,SMALL,46.809,0.6451,78.6,68.1,,0.0,0.03271484375,56.0,210.0,nvml,0.008,44.299,1.515,0.975,46.966,onnx,CPUExecutionProvider,{},False,12,False,006905.png,,,,,,,,,,False
4,0,predictive,moderate,0.5,process_steady_v3,15,,SMALL,40.48,0.6235,75.0,68.1,,0.0,0.03271484375,56.0,210.0,nvml,0.006,38.328,1.424,0.711,40.633,onnx,CPUExecutionProvider,{},False,5,False,007244.png,,,,,,,,,,False
0,0,safety,moderate,0.5,process_steady_v3,15,,SMALL,50.677,0.5183,57.5,68.0,,0.0,0.03271484375,56.0,210.0,nvml,0.013,48.608,1.329,0.717,50.897,onnx,CPUExecutionProvider,{},False,9,True,006201.png,,,,,,,,,,False
1,0,safety,moderate,0.5,process_steady_v3,15,,SMALL,56.439,0.5503,62.8,68.1,,0.0,0.03271484375,56.0,210.0,nvml,0.023,53.619,1.857,0.942,56.632,onnx,CPUExecutionProvider,{},False,18,True,007377.png,,,,,,,,,,False
2,0,safety,moderate,0.5,process_steady_v3,15,,SMALL,49.716,0.6823,84.8,68.1,,0.0,0.03271484375,56.0,210.0,nvml,0.009,47.461,1.184,1.05,49.915,onnx,CPUExecutionProvider,{},False,44,False,006587.png,,,,,,,,,,False
3,0,safety,moderate,0.5,process_steady_v3,15,,SMALL,45.194,0.6823,84.8,68.1,,0.0,0.03271484375,56.0,210.0,nvml,0.009,42.794,1.327,1.053,45.387,onnx,CPUExecutionProvider,{},False,12,False,006905.png,,,,,,,,,,False
4,0,safety,moderate,0.5,process_steady_v3,15,,SMALL,36.823,0.661,81.2,68.2,,0.0,0.03271484375,56.0,210.0,nvml,0.006,34.742,1.126,0.938,36.98,onnx,CPUExecutionProvider,{},False,5,False,007244.png,,,,,,,,,,False
0,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,43.277,0.5153,57.0,68.0,,0.0,0.03271484375,56.0,210.0,nvml,0.013,40.866,1.665,0.725,43.43,onnx,CPUExecutionProvider,{},False,9,True,006201.png,,,,,,,,,,False
1,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,48.113,0.5194,57.6,68.2,,0.0,0.03271484375,56.0,210.0,nvml,0.012,45.566,1.438,1.089,48.292,onnx,CPUExecutionProvider,{},False,18,True,007377.png,,,,,,,,,,False
2,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,39.588,0.5194,57.6,68.2,,0.0,0.03271484375,56.0,210.0,nvml,5.778,37.091,1.588,0.892,45.494,onnx,CPUExecutionProvider,{},False,44,False,006587.png,,,,,,,,,,False
3,0,adaptive,moderate,0.5,process_steady_v3,15,,SMALL,39.263,0.6508,79.5,68.2,,0.0,0.03271484375,56.0,210.0,nvml,0.1,36.806,1.366,1.07,39.541,onnx,CPUExecutionProvider,{},False,12,False,006905.png,,,,,,,,,,False
